node,zone,unit,status,tech,latitude,longitude,fuel,ave_marg_damages_isrm_LePeule,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
8,PJM_WMAC,Existing NG-CC 809,Existing,NG-CC,40.42083,-75.9375,Gas,11.77948633,14578.851502926742,1875867.7262349383,18179057.68734026,MO OPOI X5
8,PJM_WMAC,Existing NG-CC 810,Existing,NG-CC,40.42083,-75.9375,Gas,11.76790149,32340.353183093426,4404400.2761878,37508245.79279471,MO OPOI X5
8,PJM_WMAC,Existing NG-CC 936,Existing,NG-CC,40.3509,-76.3658,Gas,14.81925424,35591.4,4834498.500972172,51699276.03200169,MO OPOI X5
8,PJM_WMAC,Existing NG-CT 1089,Existing,NG-CT,41.20334,-76.06848,Gas,24.75900568,4.760636329592671e-13,8.057554618154939e-11,1.6412670898056538e-09,MO OPOI X5
8,PJM_WMAC,Existing NG-CT 637,Existing,NG-CT,40.9282,-76.0416,Gas,36.42868488,28.3,3537.5000162725,83068.47772668269,MO OPOI X5
9,PJM_West,Existing Coal 165,Existing,Coal,40.2522,-80.6486,Coal,139.8577554,2279.9999999998327,300000.0011609776,34518396.579508916,MO OPOI X5
9,PJM_West,Existing Coal 412,Existing,Coal,38.905053,-84.851009,Coal,92.91355026,13800.0,1863000.0063360003,124090241.02569665,MO OPOI X5
9,PJM_West,Existing Coal 421,Existing,Coal,38.700049,-83.817613,Coal,134.826744,1920.0,255000.00095400005,28285185.574837405,MO OPOI X5
9,PJM_West,Existing Coal 422,Existing,Coal,38.700049,-83.817613,Coal,41.68817601,22487.784419226777,2985283.8406806705,90706117.89056365,MO OPOI X5
9,PJM_West,Existing Coal 423,Existing,Coal,38.700049,-83.817613,Coal,45.84847857,20048.0,2699000.0078456,74529777.39927116,MO OPOI X5
9,PJM_West,Existing Coal 424,Existing,Coal,38.700049,-83.817613,Coal,39.49324355,20619.510418217396,2755425.5425482937,65868427.25709394,MO OPOI X5
9,PJM_West,Existing Coal 435,Existing,Coal,38.9794,-81.9344,Coal,46.76057225,26067.75785779543,3508894.74383314,134987315.93248063,MO OPOI X5
9,PJM_West,Existing NG-CC 1029,Existing,NG-CC,38.57306,-82.78472,Gas,10.29009166,16109.0,2105935.00140275,17828179.982156835,MO OPOI X5
9,PJM_West,Existing NG-CC 1030,Existing,NG-CC,38.57278,-82.785,Gas,8.122713767,17019.0,2265540.0013908003,15139644.867302204,MO OPOI X5
9,PJM_West,Existing NG-CC 1031,Existing,NG-CC,38.57292,-82.78486,Gas,9.206402713,90121.76342879815,12699822.40711598,75435281.82993644,MO OPOI X5
9,PJM_West,Existing NG-CC 1032,Existing,NG-CC,38.57444,-82.78361,Gas,6.782863554,18500.0,2605725.0012903754,14540671.545702944,MO OPOI X5
9,PJM_West,Existing NG-CC 1033,Existing,NG-CC,38.57417,-82.78389,Gas,6.699543491,18972.0,2751870.00133455,15167567.221903667,MO OPOI X5
9,PJM_West,Existing NG-CC 1034,Existing,NG-CC,38.574305,-82.78375,Gas,6.741203522,99146.19997270679,14885101.445601784,65053629.73443285,MO OPOI X5
9,PJM_West,Existing NG-CC 947,Existing,NG-CC,40.09285,-82.02727,Gas,8.825121559,46174.71921295069,6632255.647890361,37811556.67629032,MO OPOI X5
9,PJM_West,Existing NG-CC 948,Existing,NG-CC,40.09285,-82.02727,Gas,8.88857821,45351.64282752999,6412664.707243744,36794972.10135358,MO OPOI X5
9,PJM_West,Existing NG-CC 949,Existing,NG-CC,40.09285,-82.02727,Gas,8.856849885,79217.09769829865,11474152.370538523,60795446.381907426,MO OPOI X5
9,PJM_West,Existing NG-CC 962,Existing,NG-CC,39.5798,-81.6571,Gas,7.338844988,17721.0,2491680.0012172,15043981.294734338,MO OPOI X5
9,PJM_West,Existing NG-CC 963,Existing,NG-CC,39.5798,-81.6571,Gas,7.366743142,17721.0,2491680.0012172,15101170.035962675,MO OPOI X5
9,PJM_West,Existing NG-CC 964,Existing,NG-CC,39.5798,-81.6571,Gas,7.352794065,61950.759932131565,9010484.78031408,48229878.54377933,MO OPOI X5
9,PJM_West,Existing NG-CC 980,Existing,NG-CC,39.0908,-84.8666,Gas,6.740131596,16932.0,2455970.00119105,13618655.604490682,MO OPOI X5
9,PJM_West,Existing NG-CC 981,Existing,NG-CC,39.0908,-84.8666,Gas,6.729722522,17442.0,2529945.0012269253,14007190.711012924,MO OPOI X5
9,PJM_West,Existing NG-CC 982,Existing,NG-CC,39.0908,-84.8666,Gas,6.39997462,16932.0,2455970.00119105,12931357.346047448,MO OPOI X5
9,PJM_West,Existing NG-CC 983,Existing,NG-CC,39.0908,-84.8666,Gas,8.676986998,15349.03674951742,2041735.5136602998,14575089.60187187,MO OPOI X5
9,PJM_West,Existing NG-CC 984,Existing,NG-CC,39.53333,-81.71694,Gas,1.418876091,17808.0,2672040.0011802,3119106.6865104125,MO OPOI X5
9,PJM_West,Existing NG-CC 985,Existing,NG-CC,39.53305,-81.71694,Gas,1.390103444,17808.0,2672040.0011802,3055855.9514986943,MO OPOI X5
9,PJM_West,Existing NG-CC 986,Existing,NG-CC,39.5325,-81.71694,Gas,1.447889442,17709.082023395,2657202.304657302,3165212.1592722163,MO OPOI X5
9,PJM_West,Existing NG-CC 987,Existing,NG-CC,39.53296,-81.71694,Gas,1.418956326,77106.0,11681740.005402852,12139947.564511593,MO OPOI X5
9,PJM_West,Existing NG-CT 476,Existing,NG-CT,40.052939,-85.739139,Gas,32.72099857,72.0,9000.0000414,189830.22770516516,MO OPOI X5
9,PJM_West,Existing NG-CT 5,Existing,NG-CT,37.8824,-84.1025,Gas,12.96915216,73.99999999997453,9250.000042546819,98695.22105032051,MO OPOI X5
9,PJM_West,Existing NG-CT 572,Existing,NG-CT,40.93,-84.73972,Gas,38.44904598,145.0,18125.000083375002,449220.8382567318,MO OPOI X5
9,PJM_West,Existing NG-CT 573,Existing,NG-CT,40.93,-84.73917,Gas,32.0176362,145.0,18125.000083375002,374079.22631538543,MO OPOI X5
9,PJM_West,Existing NG-CT 574,Existing,NG-CT,40.93,-84.73917,Gas,32.47767447,145.0,18125.000083375002,379454.10030802165,MO OPOI X5
9,PJM_West,Existing NG-CT 6,Existing,NG-CT,37.8824,-84.1025,Gas,12.19275549,221.99999999995634,27750.000127644547,238188.68435923534,MO OPOI X5
9,PJM_West,Existing NG-CT 7,Existing,NG-CT,37.8824,-84.1025,Gas,14.05763666,148.0,18500.000085100004,167641.04251289304,MO OPOI X5
9,PJM_West,Existing NG-CT 8,Existing,NG-CT,37.8824,-84.1025,Gas,13.85084452,549.3333331999418,71400.00026852534,590402.3995077963,MO OPOI X5
9,PJM_West,Existing NG-CT 813,Existing,NG-CT,38.191734,-82.604615,Gas,2.106171706,495.0,66000.000243375,114361.67696265613,MO OPOI X5
9,PJM_West,Existing NG-CT 814,Existing,NG-CT,38.191734,-82.604615,Gas,2.454704049,495.0,66000.000243375,133286.41282709455,MO OPOI X5
9,PJM_West,Existing NG-CT 815,Existing,NG-CT,38.191734,-82.604615,Gas,2.048647681,495.0,66000.000243375,111238.216541124,MO OPOI X5
9,PJM_West,Existing NG-CT 816,Existing,NG-CT,38.191734,-82.604615,Gas,2.073030169,1485.0,198000.00073012503,288952.91881833016,MO OPOI X5
9,PJM_West,Existing NG-CT 817,Existing,NG-CT,38.191734,-82.604615,Gas,2.357446841,1485.0,198000.00073012503,328596.8317550336,MO OPOI X5
9,PJM_West,Existing NG-CT 9,Existing,NG-CT,37.8824,-84.1025,Gas,11.67561276,637.3333331999781,82400.00031913062,603342.6625447366,MO OPOI X5
9,PJM_West,Existing NG-CT 915,Existing,NG-CT,38.3441,-82.5939,Gas,9.831173851,100.0,12500.000057500001,101101.63868165425,MO OPOI X5
9,PJM_West,Existing NG-CT 916,Existing,NG-CT,38.3441,-82.5939,Gas,9.057435321,100.0,12500.000057500001,93144.68110164182,MO OPOI X5
9,PJM_West,Existing NG-CT 917,Existing,NG-CT,38.3441,-82.5939,Gas,7.800039409,100.0,12500.000057500001,80213.89693471527,MO OPOI X5
9,PJM_West,Existing NG-CT 918,Existing,NG-CT,38.3441,-82.5939,Gas,13.97541033,50.0,6250.000028750001,71860.02948507508,MO OPOI X5
9,PJM_West,Existing NG-CT 921,Existing,NG-CT,36.66416,-82.10208,Gas,13.86032439,50.0,6250.000028750001,71268.27018452955,MO OPOI X5
9,PJM_West,Existing NG-CT 922,Existing,NG-CT,36.66416,-82.10208,Gas,13.63576773,50.0,6250.000028750001,70113.62442976193,MO OPOI X5
9,PJM_West,Existing NG-CT 923,Existing,NG-CT,36.66416,-82.10208,Gas,12.3706913,50.0,6250.000028750001,63608.73996382773,MO OPOI X5
9,PJM_West,Existing NG-CT 925,Existing,NG-CT,36.66416,-82.10208,Gas,14.03432113,27.680154888517677,3460.0193769807993,39949.62843882626,MO OPOI X5
