Scenario,Cost Components,Epoch,Cost ($),Cost ($) Percentage Difference (%)
MO X5,Line Investment,1,811821834.5862045,0.0
MO X5,Line Investment,2,636083649.9087201,-21.64738335315412
MO X5,Line Investment,3,498388183.76624477,-38.60867464592409
MO X5,Line Investment,4,390500183.0395436,-51.898290190903
MO X5,Operation,1,10641186206.701735,0.0
MO X5,Operation,2,6717219796.846903,-36.87527248967365
MO X5,Operation,3,6265771026.4262295,-41.117739087395194
MO X5,Operation,4,6280107995.708919,-40.9830081560479
SO,Air Quality,1,5816079612.568351,0.0
SO,Air Quality,2,3655913679.1165953,-37.14127173884811
SO,Air Quality,3,3210817338.5449357,-44.79413019714399
SO,Air Quality,4,3213959041.0201855,-44.740112668421375
SO,BESS Investment,1,0.0,0.0
SO,BESS Investment,2,0.0,0.0
SO,BESS Investment,3,0.0,0.0
SO,BESS Investment,4,0.0,0.0
SO,Emission,1,12576851972.024357,0.0
SO,Emission,2,8277584404.637059,-34.18397208578493
SO,Emission,3,7459330012.480309,-40.69000709340732
SO,Emission,4,6564319596.350035,-47.80633809675468
SO,Generation Investment,1,3567418418.0619373,0.0
SO,Generation Investment,2,6343556117.8331995,77.81923437171262
SO,Generation Investment,3,6081366740.53793,70.46967941152636
SO,Generation Investment,4,6122875025.522606,71.63321786203495
SO,Line Investment,1,842176135.2233634,0.0
SO,Line Investment,2,720575639.9971015,-14.438843626697018
SO,Line Investment,3,564589868.8574852,-32.96059514821758
SO,Line Investment,4,442370935.5728353,-47.47287211415591
SO,Operation,1,11615216596.229239,0.0
SO,Operation,2,8507362870.000218,-26.756743625753423
SO,Operation,3,7279656123.879098,-37.326557248683905
SO,Operation,4,6408504338.951817,-44.82664799352711
SO X5,Air Quality,1,5543030892.017945,0.0
SO X5,Air Quality,2,3848812427.044278,-30.56483894782851
SO X5,Air Quality,3,3313132241.366583,-40.22886926108337
SO X5,Air Quality,4,3655657995.1377673,-34.049474622232864
SO X5,BESS Investment,1,0.0,0.0
SO X5,BESS Investment,2,6869737.299991626,0.0
SO X5,BESS Investment,3,25262978.45110219,0.0
SO X5,BESS Investment,4,19794204.659367386,0.0
SO X5,Emission,1,11846500225.908886,0.0
SO X5,Emission,2,8541328476.688181,-27.89998468908252
SO X5,Emission,3,7639756631.060428,-35.51043358483293
SO X5,Emission,4,6583317713.865347,-44.42816369118617
SO X5,Generation Investment,1,4576102602.844736,0.0
SO X5,Generation Investment,2,6450280163.777151,40.95575915993081
SO X5,Generation Investment,3,6405944107.434844,39.986898533537826
SO X5,Generation Investment,4,6678835664.748732,45.95030409931872
SO X5,Line Investment,1,902884736.4976809,0.0
SO X5,Line Investment,2,707433816.3509123,-21.647383353154137
SO X5,Line Investment,3,554292906.155582,-38.608674645924125
SO X5,Line Investment,4,434302995.8607444,-51.89829019090302
SO X5,Operation,1,11697914341.163925,0.0
SO X5,Operation,2,8764049656.830032,-25.08023737197222
SO X5,Operation,3,7726525744.5968485,-33.949544172948094
SO X5,Operation,4,6538121482.249475,-44.108656538521544
