0.136986301,N1,49,,18
0.043835616,N2,74,,49
0.194520548,N3,229,,74
0.208219178,N4,325,,109
0.090410959,N5,322,,229
0.082191781,E1,235,,235
0.068493151,E2,246,,246
0.093150685,E3,18,,322
0.04109589,E4,364,,325
0.04109589,E5,109,,364
