Date,Hr_End,RT_Demand,tot_solar_mwh,tot_wind_mwh,net_demand_mwh
4-Jan-22,11,114378.8802,1286.361735,7761.626237,105330.8923
4-Jan-22,12,113571.7161,1462.695154,7822.138983,104286.8819
4-Jan-22,13,113741.5981,1633.808127,7861.172855,104246.6171
4-Jan-22,14,115380.2863,1596.970478,8089.635039,105693.6808
4-Jan-22,15,119158.5463,1793.671817,8063.21069,109301.6638
4-Jan-22,16,120162.5168,1640.422699,8117.353662,110404.7404
4-Jan-22,17,119190.3942,1111.370032,8249.920836,109829.1034
4-Jan-22,18,116472.5149,12.86268512,8255.371202,108204.281
4-Jan-22,19,112416.3312,0,8102.086675,104314.2446
4-Jan-22,20,107250.4415,0,8093.77259,99156.66896
4-Jan-22,21,102259.5651,0,8301.725399,93957.83967
4-Jan-22,22,98339.10803,0,8130.158812,90208.94922
4-Jan-22,23,95999.2302,0,8376.456313,87622.77389
4-Jan-22,24,94875.07256,0,8260.473543,86614.59902
5-Jan-22,1,94788.59876,0,8230.385734,86558.21303
5-Jan-22,2,96269.92974,0,8190.961273,88078.96847
5-Jan-22,3,100401.3121,0,8129.732476,92271.5796
5-Jan-22,4,106660.2375,0,8075.215712,98585.02178
5-Jan-22,5,111443.3427,0,8157.729937,103285.6127
5-Jan-22,6,112131.3527,0,8109.000938,104022.3518
5-Jan-22,7,110181.0047,0,8062.383171,102118.6216
5-Jan-22,8,107979.3102,0,8038.565688,99940.74451
5-Jan-22,9,105913.2079,373.4659575,8088.209761,97451.5322
5-Jan-22,10,104056.8642,2205.877916,7772.312061,94078.67421
5-Jan-22,11,102449.0027,2716.508921,7527.287144,92205.20664
5-Jan-22,12,100831.1202,2611.428768,7596.66154,90623.0299
5-Jan-22,13,100881.2801,2510.596934,7739.91874,90630.76438
5-Jan-22,14,103063.8916,2531.46271,7845.143435,92687.2855
5-Jan-22,15,108750.2583,2792.705712,7876.147046,98081.40555
5-Jan-22,16,112191.1215,2818.112984,7856.068754,101516.9398
5-Jan-22,17,112812.8599,1318.66572,7825.447777,103668.7464
5-Jan-22,18,111672.4817,33.65735848,8016.434011,103622.3903
5-Jan-22,19,108929.2256,0,8233.926105,100695.2995
5-Jan-22,20,104712.8308,0,8239.572253,96473.25855
5-Jan-22,21,100746.8618,0,8075.6573,92671.20448
5-Jan-22,22,97385.1469,0,7846.325741,89538.82116
5-Jan-22,23,95612.23329,0,7754.467474,87857.76582
5-Jan-22,24,94700.1907,0,7566.597292,87133.59341
6-Jan-22,1,94744.17585,0,7520.523035,87223.65281
6-Jan-22,2,96238.65463,0,7489.43458,88749.22005
6-Jan-22,3,100286.1858,0,7341.704789,92944.48103
6-Jan-22,4,107247.0656,0,7281.629658,99965.43598
6-Jan-22,5,111311.0682,0,7353.981613,103957.0866
6-Jan-22,6,111446.1564,0,7407.641722,104038.5147
6-Jan-22,7,109611.6009,0,7379.547472,102232.0534
6-Jan-22,8,107141.3147,0,7265.790522,99875.52413
6-Jan-22,9,104705.6533,414.4251163,7075.669047,97215.55909
6-Jan-22,10,102974.6256,2295.603107,6318.402466,94360.62007
6-Jan-22,11,101832.1682,3050.065906,5841.693252,92940.40904
6-Jan-22,12,100932.9796,2789.397214,6031.219499,92112.3629
6-Jan-22,13,101230.128,2514.31121,6272.67456,92443.14223
6-Jan-22,14,103181.0263,2568.986335,6407.324897,94204.71507
6-Jan-22,15,107775.9124,2810.688533,6454.540524,98510.6833
6-Jan-22,16,109726.6873,2875.5343,6269.37249,100581.7805
6-Jan-22,17,109334.7113,1453.41847,6350.947544,101530.3453
6-Jan-22,18,107364.2419,42.8756157,6582.078965,100739.2874
6-Jan-22,19,103718.3022,0,6825.946957,96892.35522
6-Jan-22,20,98658.96969,0,6895.40909,91763.5606
6-Jan-22,21,93593.72198,0,6872.463928,86721.25805
6-Jan-22,22,89470.169,0,6747.876391,82722.29261
6-Jan-22,23,86855.73653,0,6574.256448,80281.48008
6-Jan-22,24,85480.68797,0,6249.284244,79231.40373
7-Jan-22,1,85011.17053,0,6041.182226,78969.9883
7-Jan-22,2,86200.56054,0,5924.739949,80275.82059
7-Jan-22,3,89864.84628,0,5868.785448,83996.06083
7-Jan-22,4,96656.37618,0,5505.384749,91150.99144
7-Jan-22,5,100948.8239,0,5147.851769,95800.97211
7-Jan-22,6,101466.2359,0,5148.396796,96317.8391
7-Jan-22,7,100942.1931,0,4886.603026,96055.59007
7-Jan-22,8,99361.36917,0,4717.800386,94643.56878
7-Jan-22,9,97824.69088,487.4889595,4390.757319,92946.4446
7-Jan-22,10,96334.55646,2229.631966,3295.394929,90809.52957
7-Jan-22,11,95590.18381,2906.041256,2406.996197,90277.14636
7-Jan-22,12,94769.02673,2571.149116,2176.10628,90021.77134
7-Jan-22,13,94788.34295,2314.741355,2269.709077,90203.89252
7-Jan-22,14,96493.95721,2344.015791,2489.215694,91660.72573
7-Jan-22,15,100494.9318,2544.987849,2815.008708,95134.93526
7-Jan-22,16,102318.4219,2452.837882,3249.051689,96616.53238
7-Jan-22,17,101864.2264,1295.800892,4126.260426,96442.1651
7-Jan-22,18,100134.8177,25.51099191,6048.560831,94060.74585
7-Jan-22,19,96699.33842,0,7151.201758,89548.13667
7-Jan-22,20,92043.14231,0,7871.167136,84171.97518
7-Jan-22,21,87373.80096,0,8286.259801,79087.54115
7-Jan-22,22,83334.65555,0,8441.253858,74893.40169
7-Jan-22,23,80610.01808,0,8499.272334,72110.74575
7-Jan-22,24,79008.84815,0,8510.12866,70498.71949
8-Jan-22,1,78445.71172,0,8481.011778,69964.69994
8-Jan-22,2,79184.735,0,8431.999958,70752.73504
8-Jan-22,3,82466.91548,0,8435.156002,74031.75948
8-Jan-22,4,88957.5587,0,8399.989757,80557.56894
8-Jan-22,5,94036.48757,0,8289.971291,85746.51628
8-Jan-22,6,96354.19961,0,8159.351164,88194.84844
8-Jan-22,7,97823.40401,0,8051.061727,89772.34229
8-Jan-22,8,98748.56689,0,8101.28318,90647.28371
8-Jan-22,9,98897.82006,272.1823504,7874.011157,90751.62656
8-Jan-22,10,98771.06112,1151.939746,7455.82555,90163.29582
8-Jan-22,11,98714.98407,1630.09772,6923.68984,90161.19651
8-Jan-22,12,98451.99709,1699.311917,6763.984678,89988.70049
8-Jan-22,13,98592.21787,1686.690219,6852.397324,90053.13033
8-Jan-22,14,100273.9961,1672.679956,6866.674459,91734.6417
8-Jan-22,15,103611.916,1493.038324,7097.493957,95021.38374
8-Jan-22,16,104667.8631,1115.510476,7510.21357,96042.13909
8-Jan-22,17,103992.856,498.6362298,7921.225474,95572.99426
8-Jan-22,18,101965.6474,7.717611209,8190.953772,93766.97597
8-Jan-22,19,99474.84641,0,8085.633791,91389.21262
8-Jan-22,20,96083.31912,0,8130.493616,87952.8255
8-Jan-22,21,92367.3873,0,8272.055365,84095.33194
8-Jan-22,22,88894.46106,0,8171.078257,80723.3828
8-Jan-22,23,86839.75328,0,8155.924344,78683.82894
8-Jan-22,24,85639.74966,0,8114.909658,77524.84
9-Jan-22,1,85323.60028,0,7957.184063,77366.41622
9-Jan-22,2,85816.32112,0,7606.843466,78209.47765
9-Jan-22,3,87705.92204,0,7395.893795,80310.02824
9-Jan-22,4,91095.8798,0,7241.970154,83853.90964
9-Jan-22,5,95390.16423,0,6890.159433,88500.0048
9-Jan-22,6,99624.94176,0,6549.397005,93075.54476
9-Jan-22,7,103071.9358,0,6181.845518,96890.09029
9-Jan-22,8,104446.9097,0,5794.463141,98652.44651
9-Jan-22,9,104339.6147,443.2966395,5401.017121,98495.30098
9-Jan-22,10,103736.3516,1965.210715,4519.199192,97251.94171
9-Jan-22,11,103149.9076,2301.780497,3803.785739,97044.34138
9-Jan-22,12,102873.679,2281.047618,3458.108306,97134.52303
9-Jan-22,13,103834.4001,2104.202596,3253.305949,98476.89159
9-Jan-22,14,106578.5017,2195.552925,3104.589395,101278.3594
9-Jan-22,15,111755.8958,2387.890726,2976.765577,106391.2395
9-Jan-22,16,114426.8785,2481.12247,2747.822325,109197.9337
9-Jan-22,17,114807.7049,1441.30001,2974.805405,110391.5995
9-Jan-22,18,114594.2506,55.52392282,3437.061441,111101.6653
9-Jan-22,19,112954.5948,0,3629.052468,109325.5424
9-Jan-22,20,110906.3325,0,3528.16429,107378.1683
9-Jan-22,21,108093.0611,0,3672.762495,104420.2986
9-Jan-22,22,105830.0067,0,3603.265471,102226.7413
9-Jan-22,23,104368.933,0,3201.641356,101167.2916
9-Jan-22,24,103890.3413,0,3213.581527,100676.7598
10-Jan-22,1,104201.5936,0,3322.134826,100879.4588
10-Jan-22,2,105109.9829,0,3581.554971,101528.4279
10-Jan-22,3,106921.2817,0,4036.874436,102884.4072
10-Jan-22,4,109676.9208,0,4563.792973,105113.1278
10-Jan-22,5,112764.7385,0,5008.097246,107756.6412
10-Jan-22,6,114560.6407,0,5323.613343,109237.0273
10-Jan-22,7,113870.9359,0,5585.967749,108284.9681
10-Jan-22,8,111897.8662,0,5526.008387,106371.8578
10-Jan-22,9,109827.3672,307.3511392,5375.501498,104144.5146
10-Jan-22,10,108221.1828,1513.525966,5007.181705,101700.4751
10-Jan-22,11,106393.4389,1695.656621,4357.10927,100340.6731
10-Jan-22,12,105503.221,1697.780495,4097.825574,99707.61497
10-Jan-22,13,106163.8874,1767.789376,3936.108822,100459.9892
10-Jan-22,14,109668.9798,1828.861824,3906.471007,103933.647
10-Jan-22,15,116188.0452,1826.128448,4147.066957,110214.8498
10-Jan-22,16,119281.8959,1530.553815,4521.58942,113229.7527
10-Jan-22,17,119730.0063,1102.728658,5222.12643,113405.1512
10-Jan-22,18,119232.737,45.23377611,6024.000521,113163.5027
10-Jan-22,19,117570.9794,0,6528.955259,111042.0242
10-Jan-22,20,114452.114,0,7022.470507,107429.6435
10-Jan-22,21,111519.4096,0,7179.195802,104340.2138
10-Jan-22,22,109352.8574,0,7249.909731,102102.9477
10-Jan-22,23,108025.0238,0,7325.946345,100699.0775
10-Jan-22,24,107432.2474,0,7363.701943,100068.5455
11-Jan-22,1,107831.1848,0,7317.735322,100513.4495
11-Jan-22,2,109134.3825,0,7262.01589,101872.3666
11-Jan-22,3,112615.1442,0,7168.882552,105446.2616
11-Jan-22,4,117325.8457,0,7018.784504,110307.0612
11-Jan-22,5,121266.5267,0,6915.088084,114351.4386
11-Jan-22,6,123068.643,0,6833.457445,116235.1855
11-Jan-22,7,123031.3611,0,6664.92546,116366.4356
11-Jan-22,8,121456.4304,0,6701.266242,114755.1642
11-Jan-22,9,119470.6981,154.1618007,6730.106488,112586.4298
11-Jan-22,10,117187.2581,909.7676317,6746.243535,109531.2469
11-Jan-22,11,115511.5398,1369.442644,6709.628108,107432.469
11-Jan-22,12,113909.5734,1354.91046,6579.273638,105975.3893
11-Jan-22,13,113605.4507,1338.19778,6413.259502,105853.9934
11-Jan-22,14,115540.0818,1402.799906,6302.451933,107834.83
11-Jan-22,15,120111.0848,1278.86682,6466.447007,112365.771
11-Jan-22,16,122388.5073,921.5556827,6892.457488,114574.4941
11-Jan-22,17,122211.3678,444.5073529,7442.689547,114324.1709
11-Jan-22,18,120261.0757,15.43522177,7971.078171,112274.5623
11-Jan-22,19,116344.42,0,8559.880564,107784.5394
11-Jan-22,20,111667.1616,0,8702.662603,102964.499
11-Jan-22,21,106941.0038,0,8824.526794,98116.47699
11-Jan-22,22,103713.0804,0,8822.607024,94890.47339
11-Jan-22,23,101718.8004,0,9069.729335,92649.0711
11-Jan-22,24,100844.3796,0,8867.996377,91976.38318
12-Jan-22,1,101126.8571,0,8816.086084,92310.77105
12-Jan-22,2,102801.9542,0,8551.212928,94250.74124
12-Jan-22,3,106923.6575,0,8407.316904,98516.3406
12-Jan-22,4,113566.6537,0,8451.13335,105115.5204
12-Jan-22,5,118329.1194,0,8686.92343,109642.196
12-Jan-22,6,119686.4606,0,8720.0806,110966.38
12-Jan-22,7,119125.7519,0,8765.889908,110359.862
12-Jan-22,8,117374.4803,0,8894.020982,108480.4593
12-Jan-22,9,114976.4387,128.5309739,8688.794583,106159.1131
12-Jan-22,10,112975.249,567.5529716,8951.159686,103456.5364
12-Jan-22,11,111564.2141,524.8947675,9066.721789,101972.5975
12-Jan-22,12,110644.4682,552.5884508,8709.82021,101382.0596
12-Jan-22,13,111040.1019,749.4069088,8207.055483,102083.6395
12-Jan-22,14,113429.068,780.8250055,8301.897031,104346.346
12-Jan-22,15,118631.7495,606.5499012,8192.070211,109833.1294
12-Jan-22,16,121282.2592,493.3680626,8153.486949,112635.4042
12-Jan-22,17,121775.6345,281.3970546,8180.683079,113313.5543
12-Jan-22,18,120079.5895,2.993266851,8168.522666,111908.0735
12-Jan-22,19,116767.542,0,8690.092022,108077.45
12-Jan-22,20,112109.0673,0,8560.366108,103548.7012
12-Jan-22,21,107511.1046,0,8560.231982,98950.8726
12-Jan-22,22,104200.1406,0,8545.48011,95654.66046
12-Jan-22,23,102267.0468,0,8705.030587,93562.01619
12-Jan-22,24,101487.0822,0,8775.520945,92711.56124
13-Jan-22,1,101631.5809,0,8563.673121,93067.90782
13-Jan-22,2,103289.0293,0,8912.154893,94376.87446
13-Jan-22,3,107406.5728,0,9116.703851,98289.86897
13-Jan-22,4,113914.8065,0,9165.604159,104749.2023
13-Jan-22,5,118622.5495,0,8944.262289,109678.2873
13-Jan-22,6,121486.827,0,9110.550144,112376.2768
13-Jan-22,7,122096.6812,0,8959.324082,113137.3571
13-Jan-22,8,121500.9963,0,8847.544939,112653.4514
13-Jan-22,9,120445.7271,304.4280175,8635.220834,111506.0783
13-Jan-22,10,119336.2792,986.2650542,8156.484575,110193.5296
13-Jan-22,11,118477.5699,1552.772619,7610.871417,109313.9258
13-Jan-22,12,117518.9925,2034.497106,7538.467957,107946.0274
13-Jan-22,13,117774.8515,2035.746209,7425.158089,108313.9472
13-Jan-22,14,119722.1761,2044.081655,7409.13433,110268.9602
13-Jan-22,15,124786.6913,1992.233548,7149.091516,115645.3663
13-Jan-22,16,127628.0505,1950.239095,7015.248694,118662.5627
13-Jan-22,17,127991.475,1140.049482,7002.524106,119848.9014
13-Jan-22,18,126512.8394,33.6926629,6976.16047,119502.9863
13-Jan-22,19,123722.0919,0,6936.479168,116785.6127
13-Jan-22,20,119459.0311,0,6765.475923,112693.5552
13-Jan-22,21,115639.0669,0,6599.826815,109039.2401
13-Jan-22,22,112755.081,0,6295.841394,106459.2396
13-Jan-22,23,111180.816,0,5967.027973,105213.788
13-Jan-22,24,110626.0414,0,5665.128223,104960.9132
14-Jan-22,1,110940.0753,0,5415.749441,105524.3259
14-Jan-22,2,112451.2668,0,5235.978093,107215.2887
14-Jan-22,3,116509.3951,0,5061.667821,111447.7272
14-Jan-22,4,123184.8695,0,4905.129762,118279.7397
14-Jan-22,5,127359.6779,0,4903.630541,122456.0473
14-Jan-22,6,127213.3195,0,4877.209477,122336.11
14-Jan-22,7,124145.1306,0,4861.813835,119283.3168
14-Jan-22,8,120322.6043,0,4693.815683,115628.7887
14-Jan-22,9,116778.661,465.0076652,4554.177841,111759.4755
14-Jan-22,10,113693.7499,2463.401169,3707.418168,107522.9306
14-Jan-22,11,111374.0294,3240.846643,3100.673441,105032.5093
14-Jan-22,12,109414.9945,2911.907142,2459.045256,104044.0421
14-Jan-22,13,108850.3975,2705.520016,2128.62697,104016.2505
14-Jan-22,14,110919.8338,2813.119689,1892.35879,106214.3553
14-Jan-22,15,116419.7147,2977.097922,1735.083356,111707.5334
14-Jan-22,16,120065.857,3169.916971,1760.017305,115135.9227
14-Jan-22,17,120758.7012,1721.987537,1943.616805,117093.0969
14-Jan-22,18,119344.0919,121.3097444,2910.653259,116312.1289
14-Jan-22,19,116367.7164,0,4105.722284,112261.9941
14-Jan-22,20,111831.3777,0,4934.473751,106896.9039
14-Jan-22,21,107443.4348,0,5480.942666,101962.4921
14-Jan-22,22,104006.0689,0,5605.546508,98400.5224
14-Jan-22,23,102244.7742,0,5850.694748,96394.07942
14-Jan-22,24,101359.8641,0,6021.74904,95338.1151
15-Jan-22,1,101554.8632,0,5913.171933,95641.69128
15-Jan-22,2,103197.117,0,5878.746919,97318.37011
15-Jan-22,3,107311.9114,0,5921.810983,101390.1004
15-Jan-22,4,114251.9409,0,5920.48552,108331.4554
15-Jan-22,5,118686.7744,0,5813.863247,112872.9111
15-Jan-22,6,118436.9824,0,5815.085762,112621.8966
15-Jan-22,7,115033.3819,0,5770.449483,109262.9324
15-Jan-22,8,111314.1181,0,5540.896542,105773.2215
15-Jan-22,9,107793.5961,435.1781616,5339.178275,102019.2397
15-Jan-22,10,104951.9727,1647.89836,4545.111177,98758.96313
15-Jan-22,11,102904.5707,1924.31468,3597.063548,97383.19246
15-Jan-22,12,101190.9062,1900.268085,3288.290288,96002.3478
15-Jan-22,13,100616.6363,1749.925144,3202.260113,95664.45101
15-Jan-22,14,102174.3396,1789.188009,3203.384695,97181.76687
15-Jan-22,15,106908.6823,2148.984485,3306.458093,101453.2397
15-Jan-22,16,110366.5592,2162.947374,3290.722344,104912.8895
15-Jan-22,17,110567.2126,1242.461868,3469.323961,105855.4268
15-Jan-22,18,109396.97,68.72266443,4281.389027,105046.8583
15-Jan-22,19,106889.6222,0,5144.556597,101745.0656
15-Jan-22,20,103465.1352,0,5590.391218,97874.744
15-Jan-22,21,99370.10402,0,5740.842775,93629.26125
15-Jan-22,22,95543.95127,0,5577.64341,89966.30786
15-Jan-22,23,93211.60823,0,5222.007244,87989.60098
15-Jan-22,24,92023.03943,0,4874.509319,87148.53011
16-Jan-22,1,91463.73086,0,4717.476728,86746.25414
16-Jan-22,2,91739.85497,0,4301.220574,87438.63439
16-Jan-22,3,93098.21475,0,3999.315866,89098.89889
16-Jan-22,4,95526.85349,0,3640.980669,91885.87282
16-Jan-22,5,98119.81125,0,3614.330408,94505.48084
16-Jan-22,6,99295.90276,0,3393.509864,95902.3929
16-Jan-22,7,98499.8302,0,2929.475333,95570.35487
16-Jan-22,8,96903.4443,0,2618.030321,94285.41398
16-Jan-22,9,94732.86096,299.7527936,2279.595731,92153.51244
16-Jan-22,10,92595.16122,1183.996262,1578.213243,89832.95171
16-Jan-22,11,90603.03566,1548.322283,1120.736581,87933.97679
16-Jan-22,12,89293.03962,1780.795543,957.0993401,86555.14474
16-Jan-22,13,88927.13896,1765.620339,926.0280873,86235.49053
16-Jan-22,14,90496.35145,1766.296415,922.6823449,87807.37269
16-Jan-22,15,94794.98019,1792.245628,898.6681393,92104.06642
16-Jan-22,16,97566.82642,1525.125911,951.363993,95090.33651
16-Jan-22,17,97631.76325,1034.354561,1047.871065,95549.53762
16-Jan-22,18,96659.23912,104.0674162,1348.806635,95206.36507
16-Jan-22,19,94805.99484,0,1798.245077,93007.74976
16-Jan-22,20,92105.4212,0,2239.764303,89865.65689
16-Jan-22,21,89013.9424,0,2405.173778,86608.76862
16-Jan-22,22,86082.30515,0,2473.248732,83609.05642
16-Jan-22,23,84340.85517,0,2577.339412,81763.51576
16-Jan-22,24,83204.95021,0,2930.713088,80274.23712
17-Jan-22,1,82738.30118,0,3385.631037,79352.67014
17-Jan-22,2,82937.80308,0,3964.791492,78973.01159
17-Jan-22,3,84189.46797,0,4380.367074,79809.1009
17-Jan-22,4,86166.33413,0,4761.164001,81405.17013
17-Jan-22,5,88682.31467,0,5127.245546,83555.06912
17-Jan-22,6,90716.62574,0,5162.057306,85554.56844
17-Jan-22,7,91198.00519,0,5192.430151,86005.57504
17-Jan-22,8,90558.52411,0,5462.047485,85096.47662
17-Jan-22,9,90089.80611,139.2157262,5724.757029,84225.83336
17-Jan-22,10,89378.98633,969.4944031,5113.440687,83296.05124
17-Jan-22,11,88585.54944,1469.680445,4770.524783,82345.34422
17-Jan-22,12,88219.62766,1446.02217,4646.223426,82127.38206
17-Jan-22,13,88457.57474,1469.379226,4760.866874,82227.32864
17-Jan-22,14,90481.86584,1605.204261,4964.182014,83912.47956
17-Jan-22,15,94329.42808,1593.664629,5253.789962,87481.97349
17-Jan-22,16,96793.41331,1612.678973,5633.577246,89547.15709
17-Jan-22,17,96363.42076,999.4319493,6213.642156,89150.34665
17-Jan-22,18,94926.22845,107.1890419,6956.36808,87862.67133
17-Jan-22,19,92089.97368,0,7538.398184,84551.5755
17-Jan-22,20,88476.91171,0,7901.71786,80575.19385
17-Jan-22,21,84545.69952,0,8134.270146,76411.42938
17-Jan-22,22,81747.47821,0,8199.317009,73548.1612
17-Jan-22,23,79919.68734,0,8223.739509,71695.94783
17-Jan-22,24,79088.56524,0,8270.658481,70817.90676
18-Jan-22,1,79225.59413,0,8323.622725,70901.97141
18-Jan-22,2,80465.32215,0,8432.552394,72032.76976
18-Jan-22,3,84848.86129,0,8596.78876,76252.07253
18-Jan-22,4,91965.06358,0,8685.78255,83279.28103
18-Jan-22,5,97007.04453,0,8491.291341,88515.75318
18-Jan-22,6,98209.58294,0,8429.743613,89779.83933
18-Jan-22,7,98340.55375,0,8199.363631,90141.19012
18-Jan-22,8,97297.63595,0,8127.800804,89169.83515
18-Jan-22,9,95881.04796,497.8742682,8027.682758,87355.49094
18-Jan-22,10,94940.71615,2574.946151,7749.091949,84616.67805
18-Jan-22,11,94351.08425,3464.729998,7344.057808,83542.29645
18-Jan-22,12,93545.81713,3217.319986,7237.739223,83090.75792
18-Jan-22,13,93453.3317,2940.632315,7472.941729,83039.75765
18-Jan-22,14,95009.25373,2971.792591,7676.921318,84360.53982
18-Jan-22,15,98986.36027,3255.597486,7702.19353,88028.56925
18-Jan-22,16,101378.0122,3388.838158,7765.584922,90223.58912
18-Jan-22,17,101260.1237,2251.317305,7853.661005,91155.14543
18-Jan-22,18,99121.26819,201.6448394,8410.390473,90509.23288
18-Jan-22,19,95592.53983,0,8298.830677,87293.70915
18-Jan-22,20,90780.70879,0,8249.220014,82531.48877
18-Jan-22,21,86185.62689,0,7982.277663,78203.34923
18-Jan-22,22,82528.2781,0,7727.972744,74800.30536
18-Jan-22,23,80256.80059,0,7546.639199,72710.16139
18-Jan-22,24,78999.8117,0,7531.859935,71467.95177
19-Jan-22,1,78715.17628,0,7492.885567,71222.29071
19-Jan-22,2,80004.32031,0,7318.240616,72686.07969
19-Jan-22,3,83951.04215,0,7364.617332,76586.42482
19-Jan-22,4,91004.67381,0,7600.980286,83403.69352
19-Jan-22,5,96041.06656,0,7697.775033,88343.29153
19-Jan-22,6,97836.01632,0,7822.364433,90013.65189
19-Jan-22,7,98515.73876,0,7909.001343,90606.73742
19-Jan-22,8,98273.48882,0,8036.668325,90236.8205
19-Jan-22,9,97690.75201,548.4674844,8126.981115,89015.30341
