EIA_Utility_ID,EIA_Plant_Code,EIA_State,EIA_Type,EIA_Utility_Name,EIA_Plant_Name,EIA_Nameplate_Capacity_(MW)_sum,EIA_Zip,EIA_County,geometry,ave_marg_damages_isrm_Krewski,ave_marg_damages_isrm_LePeule,annual_grossLoad_MWh_2016,VOC_shortton_2016,NOx_shortton_2016,NH3_shortton_2016,SOx_shortton_2016,PM2_5_shortton_2016,unique_match
57464,58084,CT,Gas_CCGT,Kimberly-Clark Corporation,"Kimberly Clark-Unit 1,2,3",20.2,6776,LITCHFIELD,POINT (-73.413611 41.558333),,,,,,,,,True
57464,58084,CT,Gas_GT,Kimberly-Clark Corporation,"Kimberly Clark-Unit 1,2,3",16.1,6776,LITCHFIELD,POINT (-73.413611 41.558333),,,,,,,,,True
57495,58116,CT,Gas_IC,Cellu Tissue LLC,Cellu Tissue,3.0,6108,HARTFORD,POINT (-72.606667 41.776111),,,,,,,,,True
58120,58152,CT,Gas_GT,Danbury Hospital,Danbury Hospital Cogen Plant,4.3,6810,FAIRFIELD,POINT (-73.4475 41.405278),,,,,,,,,True
58122,58153,ME,Gas_GT,Eastern Maine Medical Center,Eastern Maine Medical Center,3.8,4402,PENOBSCOT,POINT (-68.750833 44.808333),,,,,,,,,True
58131,58158,CT,Gas_IC,Wesleyan University,Wesleyan University Cogen 1,2.4,6459,MIDDLESEX,POINT (-72.653889 41.556389),,,,,,,,,True
58130,58159,CT,Gas_CCGT,University of Connecticut,UCONN Cogen Facility,25.7,6269,TOLLAND,POINT (-72.254167 41.809167),,,,,,,,,True
58109,58160,MA,Gas_Steam,President & Trustees of Williams College,Williams College - Campus CHP,3.0,1267,BERKSHIRE,POINT (-73.202222 42.709722),,,,,,,,,True
58138,58166,MA,Gas_GT,The Trustees of Smith College,Smith College Central Heating Plant,5.3,1063,HAMPSHIRE,POINT (-72.639444 42.3125),,,,,,,,,True
58156,58184,CT,Gas_GT,Rand Whitney Containerboard L.P.,Rand Whitney CHP Plant,14.6,6353,NEW LONDON,POINT (-72.136111 41.452778),,,,,,,,,True
58152,58185,MA,Gas_GT,Amherst College,Amherst College Co Gen,1.2,1002,HAMPSHIRE,POINT (-72.512222 42.371667),,,,,,,,,True
58152,58185,MA,Gas_Steam,Amherst College,Amherst College Co Gen,0.5,1002,HAMPSHIRE,POINT (-72.512222 42.371667),,,,,,,,,True
58188,58224,CT,Gas_IC,Central Connecticut State University,CCSU Co-Gen-STBY Gen,2.6,6050,HARTFORD,POINT (-72.768611 41.691389),,,,,,,,,True
58188,58224,CT,Oil,Central Connecticut State University,CCSU Co-Gen-STBY Gen,1.0,6050,HARTFORD,POINT (-72.768611 41.691389),,,,,,,,,True
58213,58237,CT,Gas_Other,"New Britain Renewable Energy, LLC",CCSU Fuel Cell Project,1.4,6053,HARTFORD,POINT (-72.761111 41.691944),,,,,,,,,True
58300,58327,CT,Gas_IC,Ameresco Select Inc,Bradley Energy Center,5.8,6096,HARTFORD,POINT (-72.683143 41.927102),,,,,,,,,True
58300,58365,CT,Gas_Other,Ameresco Select Inc,CJTS Energy Center,0.4,6457,MIDDLESEX,POINT (-72.625 41.552778),,,,,,,,,True
58468,58551,CT,Gas_Other,Dominion Renewable Energy,Bridgeport Fuel Cell Park,16.6,6605,FAIRFIELD,POINT (-73.211111 41.168056),,,,,,,,,True
58607,58664,CT,Gas_GT,Frito Lay Incorporated Dayville,Frito Lay Incorporated,4.6,6241,WINDHAM,POINT (-71.891667 41.862778),,,,,,,,,True
58809,58945,MA,Gas_IC,Simonds International,Simonds,1.8,1420,MIDDLESEX,POINT (-71.773889 42.567778),,,,,,,,,True
2265,58948,CT,Oil,Bristol-Myers Squibb Co,Bristol Myers Squibb Wallingford,2.9,6492,NEW HAVEN,POINT (-72.756389 41.483611),,,,,,,,,True
2265,58948,CT,Gas_GT,Bristol-Myers Squibb Co,Bristol Myers Squibb Wallingford,4.8,6492,NEW HAVEN,POINT (-72.756389 41.483611),,,,,,,,,True
4180,59415,CT,Oil,Connecticut Mun Elec Engy Coop,Backus Microgrid Project,10.4,6360,NEW LONDON,POINT (-72.093611 41.542778),,,,,,,,,True
59484,59717,MA,Oil,Framingham State University,Framingham State University Plant,2.0,1701,MIDDLESEX,POINT (-71.436065 42.297949),,,,,,,,,True
57128,59801,CT,Gas_Other,Bloom Energy,IBM Southbury,1.1,6488,NEW HAVEN,POINT (-73.207043 41.472492),,,,,,,,,True
59724,59967,CT,Gas_Other,"Pepperidge Farm, Inc.- Bloomfield",Pepperidge Farm Bloomfield,1.2,6002,HARTFORD,POINT (-72.718315 41.869302),,,,,,,,,True
19497,60040,CT,Gas_Other,United Illuminating Co,UI RCP New Haven Fuel Cell,2.8,6512,NEW HAVEN,POINT (-72.898622 41.288803),,,,,,,,,True
19497,60054,CT,Gas_Other,United Illuminating Co,UI RCP Bridgeport Seaside,2.8,6604,FAIRFIELD,POINT (-73.208084 41.157591),,,,,,,,,True
60058,60276,MA,Gas_GT,Hollingsworth and Vose Co.,West Groton CHP,4.1,1472,MIDDLESEX,POINT (-71.633767 42.61343),,,,,,,,,True
