Utility ID,Plant Code,State,Type,Utility Name,Plant Name,Nameplate Capacity (MW)_sum,Minimum Load (MW)_sum,Zip,County,Latitude,Longitude,index,type,Pmax,Pmin,RUrate,RDrate,c0,c1,c2,SUcost,SDcost,UPtime,DNtime,Zone
13206,1615,MA,Oil,Nantucket Electric Co,Nantucket Hybrid,16.4,7.3999999999999995,2554,NANTUCKET,41.2583,-70.0517,25,Oil,16.4,5.739999999999999,400.0,400.0,0.0,207.0164,0.0,94146.0,0.0,16.0,11.0,SEMASS
56401,1631,MA,Oil,NAEA Energy Massachusetts LLC,Doreen,21.1,15.0,1201,BERKSHIRE,42.4433,-73.2058,26,Oil,21.1,7.385,400.0,400.0,0.0,207.0211,0.0,94146.0,0.0,16.0,11.0,WCMASS
56401,1642,MA,Gas_GT,NAEA Energy Massachusetts LLC,Essential Power Massachusetts LLC,120.0,50.0,1089,HAMPDEN,42.095,-72.595,27,Gas,120.0,24.0,400.0,400.0,0.0,343.12,0.0,0.0,0.0,1.0,1.0,WCMASS
56401,1642,MA,Oil,NAEA Energy Massachusetts LLC,Essential Power Massachusetts LLC,17.0,15.0,1089,HAMPDEN,42.095,-72.595,28,Oil,17.0,5.949999999999999,400.0,400.0,0.0,207.017,0.0,94146.0,0.0,16.0,11.0,WCMASS
56401,1643,MA,Oil,NAEA Energy Massachusetts LLC,Woodland Road,20.4,15.0,1238,BERKSHIRE,42.336215,-73.235486,29,Oil,20.4,7.139999999999999,400.0,400.0,0.0,207.0204,0.0,94146.0,0.0,16.0,11.0,WCMASS
2144,1660,MA,Gas_CCGT,Town of Braintree - (MA),Potter Station 2,101.0,45.0,2184,NORFOLK,42.235,-70.9672,30,Gas,101.0,20.200000000000003,400.0,400.0,0.0,56.101,0.0,14238.0,0.0,8.0,6.0,SEMASS
2144,1660,MA,Gas_GT,Town of Braintree - (MA),Potter Station 2,116.0,56.0,2184,NORFOLK,42.235,-70.9672,31,Gas,116.0,23.200000000000003,400.0,400.0,0.0,343.116,0.0,0.0,0.0,1.0,1.0,SEMASS
9442,1670,MA,Gas_IC,Town of Ipswich - (MA),High Street Station,8.5,4.9,1938,ESSEX,42.6986,-70.8697,32,Gas,8.5,1.7000000000000002,400.0,400.0,0.0,56.0085,0.0,14238.0,0.0,8.0,6.0,SEMASS
9442,1670,MA,Oil,Town of Ipswich - (MA),High Street Station,2.4000000000000004,1.4,1938,ESSEX,42.6986,-70.8697,33,Oil,2.4000000000000004,0.8400000000000001,400.0,400.0,0.0,207.0024,0.0,94146.0,0.0,16.0,11.0,SEMASS
14605,1678,MA,Gas_GT,City of Peabody - (MA),Waters River,64.9,35.0,1960,ESSEX,42.542949,-70.928314,34,Gas,64.9,12.980000000000002,400.0,400.0,0.0,343.0649,0.0,0.0,0.0,1.0,1.0,SEMASS
18488,1682,MA,Gas_CCGT,City of Taunton,Cleary Flood Hybrid,118.0,73.0,2780,BRISTOL,41.8653,-71.1061,35,Gas,118.0,23.6,400.0,400.0,0.0,56.118,0.0,14238.0,0.0,8.0,6.0,SEMASS
62032,2362,NH,Oil,Granite Shore Power,Lost Nation,18.0,4.0,3852,COOS,44.595117,-71.494398,36,Oil,18.0,6.3,400.0,400.0,0.0,207.018,0.0,94146.0,0.0,16.0,11.0,NH
62032,2364,NH,Coal,Granite Shore Power,Merrimack,459.20000000000005,200.0,3301,MERRIMACK,43.1411,-71.4692,37,Coal,459.20000000000005,183.68000000000004,120.0,120.0,0.0,25.4592,0.0,12586.0,0.0,16.0,16.0,NH
62032,2364,NH,Oil,Granite Shore Power,Merrimack,37.2,8.0,3301,MERRIMACK,43.1411,-71.4692,38,Oil,37.2,13.02,400.0,400.0,0.0,207.0372,0.0,94146.0,0.0,16.0,11.0,NH
62032,2367,NH,Coal,Granite Shore Power,Schiller,100.0,26.0,3801,ROCKINGHAM,43.0978,-70.7842,39,Coal,100.0,40.0,120.0,120.0,0.0,25.1,0.0,12586.0,0.0,16.0,16.0,NH
62032,2367,NH,Oil,Granite Shore Power,Schiller,21.2,5.0,3801,ROCKINGHAM,43.0978,-70.7842,40,Oil,21.2,7.419999999999999,400.0,400.0,0.0,207.0212,0.0,94146.0,0.0,16.0,11.0,NH
62032,2369,NH,Oil,Granite Shore Power,White Lake,18.6,4.0,3886,CARROLL,43.8478,-71.2069,41,Oil,18.6,6.51,400.0,400.0,0.0,207.0186,0.0,94146.0,0.0,16.0,11.0,NH
63350,3236,RI,Gas_CCGT,"Manchester Street, LLC.",Manchester Street,515.0,330.0,2903,PROVIDENCE,41.8167,-71.4042,42,Gas,515.0,103.0,400.0,400.0,0.0,56.515,0.0,14238.0,0.0,8.0,6.0,RI
7601,3708,VT,Oil,Green Mountain Power Corp,Ascutney,13.2,7.0,5030,WINDSOR,43.4011,-72.4203,43,Oil,13.2,4.619999999999999,400.0,400.0,0.0,207.0132,0.0,94146.0,0.0,16.0,11.0,VT
7601,3723,VT,Oil,Green Mountain Power Corp,Rutland,13.2,7.0,5701,RUTLAND,43.603,-72.9923,44,Oil,13.2,4.619999999999999,400.0,400.0,0.0,207.0132,0.0,94146.0,0.0,16.0,11.0,VT
7601,3734,VT,Oil,Green Mountain Power Corp,Berlin 5,41.8,24.0,5641,WASHINGTON,44.251,-72.6027,45,Oil,41.8,14.629999999999997,400.0,400.0,0.0,207.0418,0.0,94146.0,0.0,16.0,11.0,VT
7601,3735,VT,Oil,Green Mountain Power Corp,Colchester 16,18.0,3.0,5446,CHITTENDEN,44.4906,-73.1703,46,Oil,18.0,6.3,400.0,400.0,0.0,207.018,0.0,94146.0,0.0,16.0,11.0,VT
7601,3737,VT,Oil,Green Mountain Power Corp,Essex Junction 19,8.0,7.2,5452,CHITTENDEN,44.4821,-73.1164,47,Oil,8.0,2.8,400.0,400.0,0.0,207.008,0.0,94146.0,0.0,16.0,11.0,VT
2548,3754,VT,Oil,City of Burlington Electric - (VT),Burlington GT,25.5,5.0,5401,CHITTENDEN,44.4814,-73.2239,48,Oil,25.5,8.924999999999999,400.0,400.0,0.0,207.0255,0.0,94146.0,0.0,16.0,11.0,VT
64488,6049,MA,Oil,Vineyard Reliability LLC,West Tisbury Generating Facility,5.4,4.0,2575,DUKES,41.392486,-70.620089,49,Oil,5.4,1.89,400.0,400.0,0.0,207.0054,0.0,94146.0,0.0,16.0,11.0,SEMASS
11806,6081,MA,Oil,Massachusetts Mun Wholes Electric Co,Stony Brook,279.6,100.60000000000001,1056,HAMPDEN,42.1978,-72.5106,50,Oil,279.6,97.86,400.0,400.0,0.0,207.2796,0.0,94146.0,0.0,16.0,11.0,WCMASS
11806,6081,MA,Gas_CCGT,Massachusetts Mun Wholes Electric Co,Stony Brook,255.0,135.0,1056,HAMPDEN,42.1978,-72.5106,51,Gas,255.0,51.0,400.0,400.0,0.0,56.255,0.0,14238.0,0.0,8.0,6.0,WCMASS
6854,6115,NH,Nuclear,NextEra Energy Seabrook LLC,Seabrook,1242.0,360.0,3874,ROCKINGHAM,42.899167,-70.848889,52,Nuclear,1242.0,993.6,120.0,120.0,0.0,12.242,0.0,900000.0,0.0,24.0,48.0,NH
17127,6125,MA,Oil,Town of Shrewsbury - (MA),Shrewsbury,14.0,3.0,1545,WORCESTER,42.2747,-71.7172,53,Oil,14.0,4.8999999999999995,400.0,400.0,0.0,207.014,0.0,94146.0,0.0,16.0,11.0,WCMASS
15452,6156,CT,Gas_Steam,PSEG Power Connecticut LLC,New Haven Harbor,460.0,100.0,6512,NEW HAVEN,41.283997,-72.904323,54,Gas,460.0,92.0,400.0,400.0,0.0,56.46,0.0,14238.0,0.0,8.0,6.0,CT
15452,6156,CT,Oil,PSEG Power Connecticut LLC,New Haven Harbor,181.5,129.0,6512,NEW HAVEN,41.283997,-72.904323,55,Oil,181.5,63.525,400.0,400.0,0.0,207.1815,0.0,94146.0,0.0,16.0,11.0,CT
11624,6586,MA,Oil,Town of Marblehead - (MA),Wilkins Station,5.4,5.0,1945,ESSEX,42.5131,-70.8583,56,Oil,5.4,1.89,400.0,400.0,0.0,207.0054,0.0,94146.0,0.0,16.0,11.0,SEMASS
4180,6635,CT,Gas_GT,Connecticut Mun Elec Engy Coop,A L Pierce,84.0,40.0,6492,NEW HAVEN,41.44823,-72.834884,57,Gas,84.0,16.8,400.0,400.0,0.0,343.084,0.0,0.0,0.0,1.0,1.0,CT
3477,7396,MA,Oil,City of Chicopee - (MA),Front Street,8.100000000000001,3.9000000000000004,1020,HAMPDEN,42.1483,-72.5911,58,Oil,8.100000000000001,2.8350000000000004,400.0,400.0,0.0,207.0081,0.0,94146.0,0.0,16.0,11.0,WCMASS
62032,8002,NH,Gas_Steam,Granite Shore Power,Newington,414.0,60.0,3801,ROCKINGHAM,43.1,-70.790833,59,Gas,414.0,82.80000000000001,400.0,400.0,0.0,56.414,0.0,14238.0,0.0,8.0,6.0,NH
8973,9038,MA,Gas_IC,Town of Hudson - (MA),Cherry Street,14.0,2.0,1749,MIDDLESEX,42.388611,-71.56,60,Gas,14.0,2.8000000000000003,400.0,400.0,0.0,56.014,0.0,14238.0,0.0,8.0,6.0,SEMASS
8973,9038,MA,Oil,Town of Hudson - (MA),Cherry Street,3.3,0.5,1749,MIDDLESEX,42.388611,-71.56,61,Oil,3.3,1.1549999999999998,400.0,400.0,0.0,207.0033,0.0,94146.0,0.0,16.0,11.0,SEMASS
6636,10108,NH,Gas_GT,Foss Manufacturing Company LLC,Hampton Facility,5.0,1.2,3842,ROCKINGHAM,42.9383,-70.8406,62,Gas,5.0,1.0,400.0,400.0,0.0,343.005,0.0,0.0,0.0,1.0,1.0,NH
11724,10176,MA,Oil,Massachusetts Bay Trans Auth,M Street Jet,69.0,5.0,2127,SUFFOLK,42.339387,-71.031407,63,Oil,69.0,24.15,400.0,400.0,0.0,207.069,0.0,94146.0,0.0,16.0,11.0,SEMASS
21970,10307,MA,Gas_CCGT,Northeast Energy Associates LP,Bellingham Cogeneration Facility,386.09999999999997,200.0,2019,NORFOLK,42.0925,-71.4833,64,Gas,386.09999999999997,77.22,400.0,400.0,0.0,56.3861,0.0,14238.0,0.0,8.0,6.0,SEMASS
3692,10408,MA,Gas_IC,Clark University,Clark University,2.0,1.0,1610,WORCESTER,42.2508,-71.8226,65,Gas,2.0,0.4,400.0,400.0,0.0,56.002,0.0,14238.0,0.0,8.0,6.0,WCMASS
39878,10417,MA,Gas_Steam,Solutia Inc-Indian,Indian Orchard Plant 1,5.7,1.0,1151,HAMPDEN,42.156898,-72.524153,66,Gas,5.7,1.1400000000000001,400.0,400.0,0.0,56.0057,0.0,14238.0,0.0,8.0,6.0,WCMASS
61813,10491,ME,Gas_Steam,"ND Paper, Inc.",Mead Rumford Cogen,12.5,12.5,4276,OXFORD,44.546503,-70.544286,67,Gas,12.5,2.5,400.0,400.0,0.0,56.0125,0.0,14238.0,0.0,8.0,6.0,ME
291,10567,CT,Gas_CCGT,Algonquin Windsor Locks LLC,Algonquin Windsor Locks,71.0,25.0,6096,HARTFORD,41.9227,-72.6255,68,Gas,71.0,14.200000000000001,400.0,400.0,0.0,56.071,0.0,14238.0,0.0,8.0,6.0,CT
11741,10726,MA,Gas_CCGT,Masspower,Masspower,260.9,188.0,1151,HAMPDEN,42.1575,-72.5225,69,Gas,260.9,52.18,400.0,400.0,0.0,56.2609,0.0,14238.0,0.0,8.0,6.0,WCMASS
11427,10823,MA,Oil,Massachusetts Wtr Rauth-Deer I,Deer Island Treatment Plant,52.0,16.0,2152,SUFFOLK,42.353333,-70.962778,70,Oil,52.0,18.2,400.0,400.0,0.0,207.052,0.0,94146.0,0.0,16.0,11.0,SEMASS
12258,10883,MA,Gas_GT,MATEP LLC,Medical Area Total Energy Plant,38.8,20.0,2215,SUFFOLK,42.33685,-71.10815,71,Gas,38.8,7.76,400.0,400.0,0.0,343.0388,0.0,0.0,0.0,1.0,1.0,SEMASS
12258,10883,MA,Oil,MATEP LLC,Medical Area Total Energy Plant,34.0,10.0,2215,SUFFOLK,42.33685,-71.10815,72,Oil,34.0,11.899999999999999,400.0,400.0,0.0,207.034,0.0,94146.0,0.0,16.0,11.0,SEMASS
12258,10883,MA,Gas_Steam,MATEP LLC,Medical Area Total Energy Plant,22.0,2.0,2215,SUFFOLK,42.33685,-71.10815,73,Gas,22.0,4.4,400.0,400.0,0.0,56.022,0.0,14238.0,0.0,8.0,6.0,SEMASS
15114,50002,MA,Gas_CCGT,"Pittsfield Generating Company, LP",Pittsfield Generating LP,175.5,81.0,1201,BERKSHIRE,42.4564,-73.2181,74,Gas,175.5,35.1,400.0,400.0,0.0,56.1755,0.0,14238.0,0.0,8.0,6.0,WCMASS
16544,50041,MA,Gas_Steam,Saint - Gobain Abrasives Inc,Norton Powerhouse,5.6,0.8,1606,WORCESTER,42.309555,-71.805218,75,Gas,5.6,1.1199999999999999,400.0,400.0,0.0,56.0056,0.0,14238.0,0.0,8.0,6.0,WCMASS
23955,50087,MA,Gas_Steam,University of Massachusetts Medical,Univ of Massachusetts Medical Center,10.0,2.5,1655,WORCESTER,42.279015,-71.759772,76,Gas,10.0,2.0,400.0,400.0,0.0,56.01,0.0,14238.0,0.0,8.0,6.0,WCMASS
23955,50087,MA,Gas_GT,University of Massachusetts Medical,Univ of Massachusetts Medical Center,7.5,4.5,1655,WORCESTER,42.279015,-71.759772,77,Gas,7.5,1.5,400.0,400.0,0.0,343.0075,0.0,0.0,0.0,1.0,1.0,WCMASS
16191,50230,ME,Oil,Robbins Lumber Inc,Robbins Lumber,2.0,0.5,4973,WALDO,44.3331,-69.2019,78,Oil,2.0,0.7,400.0,400.0,0.0,207.002,0.0,94146.0,0.0,16.0,11.0,ME
9303,50243,ME,Gas_GT,Bucksport Generation LLC,Bucksport Generation LLC,186.8,110.0,4416,HANCOCK,44.5738,-68.8046,79,Gas,186.8,37.36000000000001,400.0,400.0,0.0,343.1868,0.0,0.0,0.0,1.0,1.0,ME
18000,50621,RI,Gas_Steam,State of Rhode Island,Central Power Plant,2.0,0.5,2920,PROVIDENCE,41.744973,-71.458415,80,Gas,2.0,0.4,400.0,400.0,0.0,56.002,0.0,14238.0,0.0,8.0,6.0,RI
18000,50621,RI,Gas_GT,State of Rhode Island,Central Power Plant,7.0,1.6,2920,PROVIDENCE,41.744973,-71.458415,81,Gas,7.0,1.4000000000000001,400.0,400.0,0.0,343.007,0.0,0.0,0.0,1.0,1.0,RI
18000,50621,RI,Gas_IC,State of Rhode Island,Central Power Plant,2.0,1.2,2920,PROVIDENCE,41.744973,-71.458415,82,Gas,2.0,0.4,400.0,400.0,0.0,56.002,0.0,14238.0,0.0,8.0,6.0,RI
5623,50955,MA,Gas_Steam,Rousselot Inc,Rousselot Inc,6.7,1.3,1960,ESSEX,42.521747,-70.938657,83,Gas,6.7,1.34,400.0,400.0,0.0,56.0067,0.0,14238.0,0.0,8.0,6.0,SEMASS
27769,51030,RI,Gas_CCGT,Ocean State Power Co,Ocean State Power,254.2,128.0,2830,PROVIDENCE,42.009722,-71.668909,84,Gas,254.2,50.84,400.0,400.0,0.0,56.2542,0.0,14238.0,0.0,8.0,6.0,RI
16001,52024,RI,Gas_Steam,Rhode Island Hospital,Rhode Island Hospital,10.4,1.2,2903,PROVIDENCE,41.8103,-71.41,85,Gas,10.4,2.08,400.0,400.0,0.0,56.0104,0.0,14238.0,0.0,8.0,6.0,RI
56516,52026,MA,Gas_CCGT,"Morris Energy Operations Company, LLC",Dartmouth Power Associates LP,74.1,36.0,2747,BRISTOL,41.6731,-70.9994,86,Gas,74.1,14.82,400.0,400.0,0.0,56.0741,0.0,14238.0,0.0,8.0,6.0,SEMASS
56516,52026,MA,Gas_GT,"Morris Energy Operations Company, LLC",Dartmouth Power Associates LP,23.3,19.0,2747,BRISTOL,41.6731,-70.9994,87,Gas,23.3,4.66,400.0,400.0,0.0,343.0233,0.0,0.0,0.0,1.0,1.0,SEMASS
8153,52061,CT,Gas_CCGT,Hartford Steam Co,Hartford Hospital Cogeneration,10.4,3.3,6103,HARTFORD,41.7631,-72.6733,88,Gas,10.4,2.08,400.0,400.0,0.0,56.0104,0.0,14238.0,0.0,8.0,6.0,CT
8153,52061,CT,Gas_Other,Hartford Steam Co,Hartford Hospital Cogeneration,1.4,0.0,6103,HARTFORD,41.7631,-72.6733,89,Gas,1.4,0.27999999999999997,400.0,400.0,0.0,56.0014,0.0,14238.0,0.0,8.0,6.0,CT
55738,54085,ME,Gas_Steam,Pixelle Androscoggin LLC,Androscoggin Mill,80.0,26.0,4239,FRANKLIN,44.506273,-70.239474,90,Gas,80.0,16.0,400.0,400.0,0.0,56.08,0.0,14238.0,0.0,8.0,6.0,ME
7209,54225,MA,Gas_GT,The Gillette Company,Gillette SBMC,7.2,3.8,2127,SUFFOLK,42.3436,-71.0559,91,Gas,7.2,1.4400000000000002,400.0,400.0,0.0,343.0072,0.0,0.0,0.0,1.0,1.0,SEMASS
7209,54225,MA,Oil,The Gillette Company,Gillette SBMC,2.0,0.5,2127,SUFFOLK,42.3436,-71.0559,92,Oil,2.0,0.7,400.0,400.0,0.0,207.002,0.0,94146.0,0.0,16.0,11.0,SEMASS
7209,54225,MA,Gas_Steam,The Gillette Company,Gillette SBMC,5.0,0.5,2127,SUFFOLK,42.3436,-71.0559,93,Gas,5.0,1.0,400.0,400.0,0.0,56.005,0.0,14238.0,0.0,8.0,6.0,SEMASS
5989,54228,MA,Gas_Steam,Erving Paper Mills Inc,Erving Paper Mills,0.6,0.0,1344,FRANKLIN,42.5983,-72.3875,94,Gas,0.6,0.12,400.0,400.0,0.0,56.0006,0.0,14238.0,0.0,8.0,6.0,WCMASS
5989,54228,MA,Gas_GT,Erving Paper Mills Inc,Erving Paper Mills,5.6,2.8,1344,FRANKLIN,42.5983,-72.3875,95,Gas,5.6,1.1199999999999999,400.0,400.0,0.0,343.0056,0.0,0.0,0.0,1.0,1.0,WCMASS
14928,54236,CT,Gas_GT,Pfizer Inc,Pfizer Groton Plant,10.0,4.5,6340,NEW LONDON,41.3315,-72.0786,96,Gas,10.0,2.0,400.0,400.0,0.0,343.01,0.0,0.0,0.0,1.0,1.0,CT
14928,54236,CT,Gas_Steam,Pfizer Inc,Pfizer Groton Plant,27.5,2.1,6340,NEW LONDON,41.3315,-72.0786,97,Gas,27.5,5.5,400.0,400.0,0.0,56.0275,0.0,14238.0,0.0,8.0,6.0,CT
27770,54324,RI,Gas_CCGT,Ocean State Power II,Ocean State Power II,254.2,125.0,2830,PROVIDENCE,42.0099,-71.6701,98,Gas,254.2,50.84,400.0,400.0,0.0,56.2542,0.0,14238.0,0.0,8.0,6.0,RI
4823,54409,NH,Oil,Dartmouth College,Dartmouth College Heating Plant,7.0,0.6000000000000001,3755,GRAFTON,43.701916,-72.286735,99,Oil,7.0,2.4499999999999997,400.0,400.0,0.0,207.007,0.0,94146.0,0.0,16.0,11.0,NH
4566,54515,NH,Oil,Crotched Mt Rehab Ctr Inc,Crotched Mountain Rehabilitation Center,2.0999999999999996,2.0999999999999996,3047,HILLSBOROUGH,42.971653,-71.87268,100,Oil,2.0999999999999996,0.7349999999999999,400.0,400.0,0.0,207.0021,0.0,94146.0,0.0,16.0,11.0,NH
56171,54586,MA,Gas_CCGT,Bicent Power,Tanner Street Generation,85.0,55.0,1852,MIDDLESEX,42.632124,-71.313235,101,Gas,85.0,17.0,400.0,400.0,0.0,56.085,0.0,14238.0,0.0,8.0,6.0,SEMASS
21621,54605,CT,Gas_GT,United Technologies,Pratt & Whitney,25.8,12.0,6108,HARTFORD,41.748327,-72.636693,102,Gas,25.8,5.16,400.0,400.0,0.0,343.0258,0.0,0.0,0.0,1.0,1.0,CT
59190,54803,NH,Oil,Plymouth State University,Plymouth State College Cogeneration,2.8,0.8,3264,GRAFTON,43.7644,-71.6881,103,Oil,2.8,0.9799999999999999,400.0,400.0,0.0,207.0028,0.0,94146.0,0.0,16.0,11.0,NH
12469,54805,MA,Gas_CCGT,Milford Power LLC,Milford Power LP,249.3,100.0,1757,WORCESTER,42.129361,-71.511496,104,Gas,249.3,49.86000000000001,400.0,400.0,0.0,56.2493,0.0,14238.0,0.0,8.0,6.0,WCMASS
11820,54907,MA,Gas_GT,Massachusetts Inst of Tech,Mass Inst Tech Cntrl Utilities/Cogen Plt,43.4,18.0,2139,MIDDLESEX,42.360986,-71.093876,105,Gas,43.4,8.68,400.0,400.0,0.0,343.0434,0.0,0.0,0.0,1.0,1.0,SEMASS
20347,54937,MA,Gas_IC,Wellesley College,Wellesley College Central Utility Plant,7.1,3.5999999999999996,2481,NORFOLK,42.293927,-71.308111,106,Gas,7.1,1.42,400.0,400.0,0.0,56.0071,0.0,14238.0,0.0,8.0,6.0,SEMASS
20347,54937,MA,Oil,Wellesley College,Wellesley College Central Utility Plant,3.0,1.5,2481,NORFOLK,42.293927,-71.308111,107,Oil,3.0,1.0499999999999998,400.0,400.0,0.0,207.003,0.0,94146.0,0.0,16.0,11.0,SEMASS
55773,55026,MA,Gas_CCGT,"Dighton Power, LLC",Dighton Power Plant,200.0,108.0,2715,BRISTOL,41.8312,-71.1239,108,Gas,200.0,40.0,400.0,400.0,0.0,56.2,0.0,14238.0,0.0,8.0,6.0,SEMASS
55738,55031,ME,Gas_GT,Pixelle Androscoggin LLC,Androscoggin Energy Center,163.5,114.0,4239,FRANKLIN,44.506315,-70.242312,109,Gas,163.5,32.7,400.0,400.0,0.0,343.1635,0.0,0.0,0.0,1.0,1.0,ME
