latitude,zone,longitude,fuel,node,ave_marg_damages_isrm_LePeule,unit,tech,status,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
41.37778,PJM_ATSI,-83.1655,Gas,2,8.079041113,Existing NG-CC 1023,NG-CC,Existing,141006.4592458918,24889750.839114413,124315544.00875755,SO X5
41.37778,PJM_ATSI,-83.1655,Gas,2,9.538110219,Existing NG-CC 1025,NG-CC,Existing,57966.21943145717,10145750.106503258,62679779.72248737,SO X5
41.3883,PJM_ATSI,-83.6401,Gas,2,67.57087617,Existing NG-CT 533,NG-CT,Existing,2.4868995751603507e-14,3.570477230940838e-12,1.9848542517959727e-10,SO X5
41.39778,PJM_ATSI,-83.635,Gas,2,40.93329349,Existing NG-CT 885,NG-CT,Existing,1.4210854715202004e-14,3.552713669208174e-12,1.196409078995957e-10,SO X5
41.40722,PJM_ATSI,-84.10889,Gas,2,54.09153317,Existing NG-CT 889,NG-CT,Existing,3.197442310920451e-14,4.103384303366654e-12,1.8260568232768417e-10,SO X5
41.41324667,PJM_COMD,-88.33022667,Gas,3,13.44148982,Existing NG-CC 830,NG-CC,Existing,16443.453941945158,3409126.4429461923,33652304.72899831,SO X5
41.43743,PJM_COMD,-88.12379,Gas,3,24.0886921,Existing NG-CT 818,NG-CT,Existing,3.255871511559336,813.9678756921207,16131.074222644735,SO X5
41.43779,PJM_COMD,-88.1238,Gas,3,22.42913649,Existing NG-CT 819,NG-CT,Existing,3.255871511559336,813.9678756921207,15019.747189596044,SO X5
41.43884,PJM_COMD,-88.12386,Gas,3,23.24774369,Existing NG-CT 820,NG-CT,Existing,3.255871511559336,813.9678756921207,15567.930272661453,SO X5
41.4392,PJM_COMD,-88.12386,Gas,3,23.26271614,Existing NG-CT 821,NG-CT,Existing,3.255871511559336,813.9678756921207,15577.95662449667,SO X5
41.43988,PJM_COMD,-87.75298,Gas,3,22.31933917,Existing NG-CT 880,NG-CT,Existing,8.526512829121202e-14,3.026912055190678e-11,5.558069059501955e-10,SO X5
41.440135,PJM_COMD,-87.75295,Gas,3,23.59253769,Existing NG-CT 879,NG-CT,Existing,8.526512829121202e-14,1.5987211524404187e-11,3.1030600661042105e-10,SO X5
41.44038,PJM_COMD,-88.11544,Gas,3,21.83539515,Existing NG-CT 822,NG-CT,Existing,3.255871511559336,813.9678756921207,14622.146291015397,SO X5
41.44039,PJM_COMD,-87.75296,Gas,3,23.62099737,Existing NG-CT 878,NG-CT,Existing,1.1368683772161605e-13,1.421085478057194e-11,2.761602940316775e-10,SO X5
41.44074,PJM_COMD,-88.11546,Gas,3,19.71777436,Existing NG-CT 823,NG-CT,Existing,3.255871511559336,813.9678756921207,13204.074359293309,SO X5
41.44116,PJM_COMD,-87.75291,Gas,3,23.12143975,Existing NG-CT 875,NG-CT,Existing,2.1316282072803008e-13,3.907985046502916e-11,7.433794832121851e-10,SO X5
41.44183,PJM_COMD,-88.11551,Gas,3,19.80823621,Existing NG-CT 824,NG-CT,Existing,3.255871511559336,813.9678756921207,13264.65244342548,SO X5
41.4422,PJM_COMD,-88.11552,Gas,3,20.21946742,Existing NG-CT 825,NG-CT,Existing,3.255871511559336,813.9678756921207,13540.034815521058,SO X5
41.44265,PJM_COMD,-88.1154,Gas,3,20.20806868,Existing NG-CT 826,NG-CT,Existing,3.255871511559336,813.9678756921207,13532.401610686968,SO X5
41.47684,PJM_ATSI,-83.46102,Gas,2,7.076490561,Existing NG-CT 943,NG-CT,Existing,173.4,21675.000099705,98872.00660402392,SO X5
41.47684,PJM_ATSI,-83.46102,Gas,2,7.389630692,Existing NG-CT 942,NG-CT,Existing,111.27543135810028,14030.481436487891,66833.10158270402,SO X5
41.47684,PJM_ATSI,-83.46102,Gas,2,7.850650805,Existing NG-CT 944,NG-CT,Existing,285.5333332,35691.66681418167,180621.23148440663,SO X5
41.48058,PJM_COMD,-88.25838,Gas,3,13.75738347,Existing NG-CC 790,NG-CC,Existing,21737.083654740527,4558377.588623996,51592781.59841154,SO X5
41.48058,PJM_COMD,-88.25838,Gas,3,13.75738347,Existing NG-CC 794,NG-CC,Existing,34079.03509383114,6980374.657432935,70292550.93046208,SO X5
41.4806,PJM_COMD,-88.25748,Gas,3,10.95323383,Existing NG-CC 791,NG-CC,Existing,21737.083654740527,4558377.588623996,41076691.801157065,SO X5
41.4806,PJM_COMD,-88.25748,Gas,3,10.95323383,Existing NG-CC 795,NG-CC,Existing,34079.03509383114,6980374.657432935,55964911.389399186,SO X5
41.48061,PJM_COMD,-88.25705,Gas,3,13.69802891,Existing NG-CC 792,NG-CC,Existing,21737.083654740527,4558377.588623996,51370190.80870014,SO X5
41.48061,PJM_COMD,-88.25705,Gas,3,13.69802891,Existing NG-CC 796,NG-CC,Existing,34079.03509383114,6980374.657432935,69989282.25725447,SO X5
41.48064,PJM_COMD,-88.25614,Gas,3,12.27134763,Existing NG-CC 793,NG-CC,Existing,21737.083654740527,4558377.588623996,46019867.0461844,SO X5
41.48064,PJM_COMD,-88.25614,Gas,3,12.27134763,Existing NG-CC 797,NG-CC,Existing,34079.03509383114,6980374.657432935,62699737.210071385,SO X5
41.71217,PJM_COMD,-90.27933,Gas,3,7.729298667,Existing NG-CC 807,NG-CC,Existing,51976.00408969688,10615364.351172952,60107740.96673677,SO X5
41.774885,PJM_COMD,-89.6075,Gas,3,8.098491983,Existing NG-CC 801,NG-CC,Existing,69887.24196543125,14000390.37463602,74390059.56536286,SO X5
41.774885,PJM_COMD,-89.6075,Gas,3,8.098491983,Existing NG-CC 803,NG-CC,Existing,57988.78577594597,11494521.225643734,58912192.02447872,SO X5
41.774895,PJM_COMD,-89.606175,Gas,3,8.229878788,Existing NG-CC 802,NG-CC,Existing,69887.24196543125,14000390.37463602,75596935.15041864,SO X5
41.774895,PJM_COMD,-89.606175,Gas,3,8.229878788,Existing NG-CC 804,NG-CC,Existing,57988.78577594598,11494521.225643737,59867960.666577876,SO X5
41.82875,PJM_COMD,-89.405,Gas,3,14.5452821,Existing NG-CT 851,NG-CT,Existing,54.69999960000001,7749.166632335835,56928.135668497685,SO X5
41.82875,PJM_COMD,-89.405,Gas,3,15.30734507,Existing NG-CT 852,NG-CT,Existing,54.69999960000001,7749.166632335835,59910.740189045166,SO X5
42.09291,PJM_COMD,-88.23873,Gas,3,234.6815277,Existing NG-CT 780,NG-CT,Existing,3.452421365665123e-14,-3.167525455637816e-12,-6.115638755109006e-10,SO X5
