longitude,latitude,fuel,zone,status,node,tech,ave_marg_damages_isrm_LePeule,unit,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
-74.211871,40.624411,Gas,PJM_EMAC,Existing,5,NG-CC,19.8779153,Existing NG-CC 148,6778.8,861472.5006637576,14088185.397214836,MO EM190 X5
-74.168576,40.062369,Gas,PJM_EMAC,Existing,5,NG-CC,39.31088066,Existing NG-CC 722,1848.6026450413594,224123.93669156978,7248427.828595446,MO EM190 X5
-74.097155,40.73799,Gas,PJM_EMAC,Existing,5,NG-CT,84.30951116,Existing NG-CT 139,703.5,96145.0003224375,3445570.5329884407,MO EM190 X5
-74.097155,40.73799,Gas,PJM_EMAC,Existing,5,NG-CT,84.41651762,Existing NG-CT 140,703.5,96145.0003224375,3449943.684965513,MO EM190 X5
-74.097155,40.73799,Gas,PJM_EMAC,Existing,5,NG-CT,84.45006042,Existing NG-CT 138,703.5,96145.0003224375,3451314.515868027,MO EM190 X5
-74.097155,40.73799,Gas,PJM_EMAC,Existing,5,NG-CT,84.76556683,Existing NG-CT 141,703.5,96145.0003224375,3464208.6671246025,MO EM190 X5
-74.097155,40.73799,Gas,PJM_EMAC,Existing,5,NG-CT,85.9958989,Existing NG-CT 137,703.5,96145.0003224375,3514490.015786886,MO EM190 X5
-74.097155,40.73799,Gas,PJM_EMAC,Existing,5,NG-CT,87.1882248,Existing NG-CT 136,675.4142046201924,92634.27588381222,3408619.939108772,MO EM190 X5
-74.025002,40.8396,Gas,PJM_EMAC,Existing,5,NG-CC,94.45324995,Existing NG-CC 126,1950.3000000000002,265950.00089979754,20666156.105072513,MO EM190 X5
-74.025002,40.8396,Gas,PJM_EMAC,Existing,5,NG-CC,94.77943172,Existing NG-CC 127,5241.865626207844,719466.4089237023,49941788.37040872,MO EM190 X5
-74.025002,40.8396,Gas,PJM_EMAC,Existing,5,NG-CC,95.1056135,Existing NG-CC 125,1950.2999999999383,265950.0008997887,20808891.764974434,MO EM190 X5
