0.139726027,N1,268
0.120547945,N2,276
0.183561644,N3,343
0.139726027,N4,76
0.084931507,N5,24
0.063013699,E1,215
0.095890411,E2,226
0.063013699,E3,14
0.030136986,E4,6
0.079452055,E5,257
