index,type,location_node,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,c2,c1,c0,SUcost,SDcost,RUrate,RDrate,UPtime,DNtime,Zone,PlannedRetirementYear,CO2mtonperMWh,SO2mtonperMWh,NOxmtonperMWh,PM25mtonperMWh,*Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,Owner Name,Owner Percent,Holding Company,Holding Company Percent,Latitude,Longitude,ave_marg_damages_isrm_Krewski,ave_marg_damages_isrm_LePeule,ave_marg_damages_imputed
1,Combustion Turbine,9,0,0,0,0,0,1,0,104,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2029,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT1,54,G,GT1,50,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,104,12578,1999,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,,0.05603,0.05603,0.05603,0.05603,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,13.52992448,30.42484127,FALSE
2,Combustion Turbine,9,0,0,0,0,0,1,0,104,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2029,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT2,54,G,GT2,51,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,104,12578,1999,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,,0.08005,0.08005,0.08005,0.08005,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,29.86001312,67.14580827,FALSE
3,Combustion Turbine,9,0,0,0,0,0,1,0,104,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2029,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT3,54,G,GT3,52,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,104,12578,1999,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,,0.0755,0.0755,0.0755,0.0755,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,37.36331439,84.01822041,FALSE
4,Combustion Turbine,9,0,0,0,0,0,1,0,74,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2031,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT4,54,G,GT4,9271,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,74,12578,2001,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O,,,,,,,,,,0.03337,0.03337,0.03337,0.03337,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,6.830643814,15.36017259,FALSE
5,Combustion Turbine,9,0,0,0,0,0,1,0,74,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2031,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT5,54,G,GT5,9272,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,74,12578,2001,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O,,,,,,,,,,0.03396,0.03396,0.03396,0.03396,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,5.76774169,12.96915216,FALSE
6,Combustion Turbine,9,0,0,0,0,0,1,0,74,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2035,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT6,54,G,GT6,89572,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,74,12578,2005,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O,,,,,,,,,,0.03624,0.03624,0.03624,0.03624,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,5.422231337,12.19275549,FALSE
7,Combustion Turbine,9,0,0,0,0,0,1,0,74,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2035,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT7,54,G,GT7,89573,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,74,12578,2005,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O,,,,,,,,,,0.03237,0.03237,0.03237,0.03237,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,6.25152141,14.05763666,FALSE
8,Combustion Turbine,9,0,0,0,0,0,1,0,88,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2040,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT10,54,G,GT10,90542,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,88,12578,2010,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,,0.01224,0.0118,0.01224,0.0118,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,6.159469722,13.85084452,FALSE
9,Combustion Turbine,9,0,0,0,0,0,1,0,88,0,0,343.0438267,0,0,0,400,400,1,1,PJM_West,2040,0.877847527,0.001864909,0.021010779,3.83E-05,J K Smith,54_G_GT9,54,G,GT9,90541,Combustion Turbine,,PJM_West,Kentucky,21,Clark,49,21049,88,12578,2010,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,,0.01307,0.01248,0.01307,0.01248,,,,,,,,,,,,East Kentucky Power Coop,100,East Kentucky Power Coop,100,37.8824,-84.1025,5.192090871,11.67561276,FALSE
10,Combustion Turbine,5,0,0,0,0,0,1,0,25,0,0,343.0438267,0,0,0,400,400,1,1,PJM_EMAC,2003,0.877847527,0.001864909,0.021010779,3.83E-05,Christiana,591_G_CH11,591,G,CH11,378,Combustion Turbine,,PJM_EMAC,Delaware,10,New Castle,3,10003,25,23603,1973,9999,,,N,Distillate Fuel Oil,,,,H2O,,,,,,,,,,0.52275,0.52275,0.52275,0.52275,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.731945,-75.537222,134.0091168,301.3442509,FALSE
11,Combustion Turbine,5,0,0,0,0,0,1,0,25,0,0,343.0438267,0,0,0,400,400,1,1,PJM_EMAC,2003,0.877847527,0.001864909,0.021010779,3.83E-05,Christiana,591_G_CH14,591,G,CH14,379,Combustion Turbine,,PJM_EMAC,Delaware,10,New Castle,3,10003,25,23618,1973,9999,,,N,Distillate Fuel Oil,,,,H2O,,,,,,,,,,0.54917,0.54917,0.54917,0.54917,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.732223,-75.536666,124.5988107,280.1830802,FALSE
12,Combustion Turbine,5,0,0,0,0,0,1,0,18,0,0,343.0438267,0,0,0,400,400,1,1,PJM_EMAC,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Delaware City 10,592_G_DC10,592,G,DC10,380,Combustion Turbine,,PJM_EMAC,Delaware,10,New Castle,3,10003,18,14445,1968,9999,,,N,Distillate Fuel Oil,,,,H2O,,,,,,,,,0.3,0.28474,0.28474,0.28474,0.28474,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.595833,-75.632778,54.20406131,121.8875296,FALSE
13,O/G Steam,5,0,0,0,0,0,1,0,86,0,0,56.03448333,0,0,0,400,400,8,6,PJM_EMAC,2002,0.877847527,0.001864909,0.021010779,3.83E-05,Edge Moor,593_B_3,593,B,3,382,O/G Steam,,PJM_EMAC,Delaware,10,New Castle,3,10003,86,11893,1957,9999,tangential,dry,N,"Natural Gas, Residual Fuel Oil",Dry Scrubber,2009,0.65,LNB,SNCR,,,ESPC,No,,,,0.26,0.0577,0.0577,0.0577,0.0577,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.74,-75.503056,8.163211364,18.35629338,FALSE
14,Combustion Turbine,5,0,0,0,0,0,1,0,15,0,0,343.0438267,0,0,0,400,400,1,1,PJM_EMAC,1993,0.877847527,0.001864909,0.021010779,3.83E-05,Edge Moor,593_G_10,593,G,10,381,Combustion Turbine,,PJM_EMAC,Delaware,10,New Castle,3,10003,15,10745,1963,9999,,,N,Distillate Fuel Oil,,,,H2O,,,,,,,,,0.3,0.23691,0.23691,0.23691,0.23691,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.739166,-75.503611,433.4553175,974.7035016,FALSE
15,O/G Steam,5,0,0,0,0,0,1,0,174,0,0,56.03448333,0,0,0,400,400,8,6,PJM_EMAC,2014,0.877847527,0.001864909,0.021010779,3.83E-05,Edge Moor,593_B_4,593,B,4,383,O/G Steam,,PJM_EMAC,Delaware,10,New Castle,3,10003,174,11627,1966,9999,tangential,dry,N,"Natural Gas, Residual Fuel Oil",Dry Scrubber,2009,0.65,LNC2,SNCR,,,ESPC,No,,,,0.26,0.05003,0.04116,0.05003,0.04116,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.739722,-75.503056,5.005122471,11.25519184,FALSE
16,O/G Steam,5,0,0,0,0,0,1,0,450,0,0,56.03448333,0,0,0,400,400,8,6,PJM_EMAC,2021,0.877847527,0.001864909,0.021010779,3.83E-05,Edge Moor,593_B_5,593,B,5,384,O/G Steam,,PJM_EMAC,Delaware,10,New Castle,3,10003,450,11463,1973,9999,wall,dry,N,"Natural Gas, Residual Fuel Oil",,,,LNBO,SNCR,,,C,,,,,0.5,0.09453,0.0696,0.09453,0.0696,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.7389215,-75.5034415,4.901245772,11.02163654,FALSE
17,Combustion Turbine,5,0,0,0,0,0,1,0,16.1,0,0,343.0438267,0,0,0,400,400,1,1,PJM_EMAC,1997,0.877847527,0.001864909,0.021010779,3.83E-05,Indian River Generating Station,594_G_10,594,G,10,386,Combustion Turbine,,PJM_EMAC,Delaware,10,Sussex,5,10005,16.1,14972,1967,9999,,,N,Distillate Fuel Oil,,,,H2O,,,,,,,,,0.3,0.24678,0.24678,0.24678,0.24678,,,,,,,,,,,,Indian River Power LLC,100,NRG Energy Inc,100,38.586111,-75.234722,91.40253666,205.5347224,FALSE
18,Combustion Turbine,5,0,0,0,0,0,1,0,15,0,0,343.0438267,0,0,0,400,400,1,1,PJM_EMAC,1994,0.877847527,0.001864909,0.021010779,3.83E-05,West Station (DE),597_G_WEST,597,G,WEST,391,Combustion Turbine,,PJM_EMAC,Delaware,10,New Castle,3,10003,15,25000,1964,9999,,,N,Distillate Fuel Oil,,,,H2O,,,,,,,,,0.3,0.23776,0.23776,0.23776,0.23776,,,,,,,,,,,,Calpine Mid Atlantic Generation LLC,100,Energy Capital Partners,100,39.730556,-75.627223,116.8819865,262.8305697,FALSE
19,Nuclear,3,0,0,0,0,0,1,0,902,0,0,12.3583,0,0,0,120,120,24,48,PJM_COMD,2023,0,0,0,0,Dresden Generating Station,869_G_2,869,G,2,,Nuclear,,PJM_COMD,Illinois,17,Grundy,63,17063,902,10456,1970,9999,,,N,Nuclear Fuel,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,Exelon Generation Supply LLC,100,Exelon Corp,100,,,0,0,FALSE
20,Nuclear,3,0,0,0,0,0,1,0,895,0,0,12.3583,0,0,0,120,120,24,48,PJM_COMD,2023,0,0,0,0,Dresden Generating Station,869_G_3,869,G,3,,Nuclear,,PJM_COMD,Illinois,17,Grundy,63,17063,895,10456,1971,9999,,,N,Nuclear Fuel,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,Exelon Generation Supply LLC,100,Exelon Corp,100,,,0,0,FALSE
21,Nuclear,3,0,0,0,0,0,1,0,908,0,0,12.3583,0,0,0,120,120,24,48,PJM_COMD,2000,0,0,0,0,Quad Cities Generating Station,880_G_1,880,G,1,,Nuclear,,PJM_COMD,Illinois,17,Rock Island,161,17161,908,10456,1972,9999,,,N,Nuclear Fuel,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,Exelon Generation Supply LLC,75,Exelon Corp,75,,,0,0,FALSE
22,Nuclear,3,0,0,0,0,0,1,0,911,0,0,12.3583,0,0,0,120,120,24,48,PJM_COMD,2000,0,0,0,0,Quad Cities Generating Station,880_G_2,880,G,2,,Nuclear,,PJM_COMD,Illinois,17,Rock Island,161,17161,911,10456,1972,9999,,,N,Nuclear Fuel,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,Exelon Generation Supply LLC,75,Exelon Corp,75,,,0,0,FALSE
23,Combustion Turbine,3,0,0,0,0,0,1,0,24.6,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Waukegan,883_G_311,883,G,311,9161,Combustion Turbine,,PJM_COMD,Illinois,17,Lake,97,17097,24.6,17378,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
24,Combustion Turbine,3,0,0,0,0,0,1,0,28.5,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Waukegan,883_G_312,883,G,312,9162,Combustion Turbine,,PJM_COMD,Illinois,17,Lake,97,17097,28.5,17378,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
25,Combustion Turbine,3,0,0,0,0,0,1,0,28,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Waukegan,883_G_321,883,G,321,9163,Combustion Turbine,,PJM_COMD,Illinois,17,Lake,97,17097,28,17376,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
26,Combustion Turbine,3,0,0,0,0,0,1,0,26.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Waukegan,883_G_322,883,G,322,9164,Combustion Turbine,,PJM_COMD,Illinois,17,Lake,97,17097,26.7,17376,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
27,Combustion Turbine,3,0,0,0,0,0,1,0,25.4,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_311,886,G,311,9165,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,25.4,17437,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
28,Combustion Turbine,3,0,0,0,0,0,1,0,23.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_312,886,G,312,9166,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,23.7,17440,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
29,Combustion Turbine,3,0,0,0,0,0,1,0,25.4,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_321,886,G,321,9167,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,25.4,17436,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
30,Combustion Turbine,3,0,0,0,0,0,1,0,25.4,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_322,886,G,322,9168,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,25.4,17436,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
31,Combustion Turbine,3,0,0,0,0,0,1,0,23.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_331,886,G,331,9169,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,23.7,17440,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
32,Combustion Turbine,3,0,0,0,0,0,1,0,25.4,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_332,886,G,332,9170,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,25.4,17436,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
33,Combustion Turbine,3,0,0,0,0,0,1,0,25.4,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_341,886,G,341,9172,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,25.4,17436,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
34,Combustion Turbine,3,0,0,0,0,0,1,0,22.8,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1998,0.877847527,0.001864909,0.021010779,3.83E-05,Fisk Street,886_G_342,886,G,342,9172,Combustion Turbine,,PJM_COMD,Illinois,17,Cook,31,17031,22.8,17438,1968,2030,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.25,0.25,0.25,0.25,,,,,,,,,,,,Midwest Generations EME LLC,100,NRG Energy Inc,100,,,440.5545755,990.6706297,TRUE
35,Combustion Turbine,3,0,0,0,0,0,1,0,2.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2041,0.877847527,0.001864909,0.021010779,3.83E-05,Peru (IL),955_G_11,955,G,11,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,LaSalle,99,17099,2.7,12969,2011,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Peru IL (City of),100,Peru IL (City of),100,,,440.5545755,990.6706297,TRUE
36,Combustion Turbine,3,0,0,0,0,0,1,0,2.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2041,0.877847527,0.001864909,0.021010779,3.83E-05,Peru (IL),955_G_12,955,G,12,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,LaSalle,99,17099,2.7,12981,2011,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Peru IL (City of),100,Peru IL (City of),100,,,440.5545755,990.6706297,TRUE
37,Combustion Turbine,3,0,0,0,0,0,1,0,2.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2041,0.877847527,0.001864909,0.021010779,3.83E-05,Peru (IL),955_G_13,955,G,13,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,LaSalle,99,17099,2.7,12981,2011,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Peru IL (City of),100,Peru IL (City of),100,,,440.5545755,990.6706297,TRUE
38,Combustion Turbine,3,0,0,0,0,0,1,0,2.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2041,0.877847527,0.001864909,0.021010779,3.83E-05,Peru (IL),955_G_14,955,G,14,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,LaSalle,99,17099,2.7,12981,2011,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Peru IL (City of),100,Peru IL (City of),100,,,440.5545755,990.6706297,TRUE
39,Combustion Turbine,3,0,0,0,0,0,1,0,2.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2041,0.877847527,0.001864909,0.021010779,3.83E-05,Peru (IL),955_G_15,955,G,15,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,LaSalle,99,17099,2.7,12981,2011,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Peru IL (City of),100,Peru IL (City of),100,,,440.5545755,990.6706297,TRUE
40,Combustion Turbine,3,0,0,0,0,0,1,0,2.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2041,0.877847527,0.001864909,0.021010779,3.83E-05,Peru (IL),955_G_16,955,G,16,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,LaSalle,99,17099,2.7,12981,2011,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Peru IL (City of),100,Peru IL (City of),100,,,440.5545755,990.6706297,TRUE
41,Combustion Turbine,3,0,0,0,0,0,1,0,2.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2041,0.877847527,0.001864909,0.021010779,3.83E-05,Peru (IL),955_G_17,955,G,17,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,LaSalle,99,17099,2.7,12981,2011,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Peru IL (City of),100,Peru IL (City of),100,,,440.5545755,990.6706297,TRUE
42,Combustion Turbine,3,0,0,0,0,0,1,0,0.6,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1970,0.877847527,0.001864909,0.021010779,3.83E-05,North Ninth Street,960_G_1,960,G,1,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,Ogle,141,17141,0.6,10745,1940,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Rochelle Municipal Utilities,100,Rochelle Municipal Utilities,100,,,440.5545755,990.6706297,TRUE
43,Combustion Turbine,3,0,0,0,0,0,1,0,0.7,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1976,0.877847527,0.001864909,0.021010779,3.83E-05,North Ninth Street,960_G_4,960,G,4,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,Ogle,141,17141,0.7,10745,1946,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,0.11025,0.11025,0.11025,0.11025,,,,,,,,,,,,Rochelle Municipal Utilities,100,Rochelle Municipal Utilities,100,,,440.5545755,990.6706297,TRUE
44,Combustion Turbine,3,0,0,0,0,0,1,0,0.5,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1979,0.877847527,0.001864909,0.021010779,3.83E-05,North Ninth Street,960_G_8,960,G,8,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,Ogle,141,17141,0.5,10745,1949,9999,,,N,Distillate Fuel Oil,,,,,,,,,,,,,1,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,Rochelle Municipal Utilities,100,Rochelle Municipal Utilities,100,,,440.5545755,990.6706297,TRUE
45,Combustion Turbine,3,0,0,0,0,0,1,0,2,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1989,0.877847527,0.001864909,0.021010779,3.83E-05,North Ninth Street,960_G_6,960,G,6,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,Ogle,141,17141,2,10745,1954,2045,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,1,1.06095,1.06095,1.06095,1.06095,,,,,,,,,,,,Rochelle Municipal Utilities,100,Rochelle Municipal Utilities,100,,,7.24962564,16.30276396,TRUE
46,Combustion Turbine,3,0,0,0,0,0,1,0,2,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,1991,0.877847527,0.001864909,0.021010779,3.83E-05,North Ninth Street,960_G_3,960,G,3,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,Ogle,141,17141,2,10745,1956,2045,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,1,3.41157,3.41157,3.41157,3.41157,,,,,,,,,,,,Rochelle Municipal Utilities,100,Rochelle Municipal Utilities,100,,,7.24962564,16.30276396,TRUE
47,Combustion Turbine,3,0,0,0,0,0,1,0,3.5,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2002,0.877847527,0.001864909,0.021010779,3.83E-05,North Ninth Street,960_G_7,960,G,7,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,Ogle,141,17141,3.5,10745,1967,2045,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,1,3.94822,3.94822,3.94822,3.94822,,,,,,,,,,,,Rochelle Municipal Utilities,100,Rochelle Municipal Utilities,100,,,7.24962564,16.30276396,TRUE
48,Combustion Turbine,3,0,0,0,0,0,1,0,2,0,0,343.0438267,0,0,0,400,400,1,1,PJM_COMD,2024,0.877847527,0.001864909,0.021010779,3.83E-05,North Ninth Street,960_G_10,960,G,10,,Combustion Turbine,IC Engine,PJM_COMD,Illinois,17,Ogle,141,17141,2,10745,1989,2045,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,1,2.01599,2.01599,2.01599,2.01599,,,,,,,,,,,,Rochelle Municipal Utilities,100,Rochelle Municipal Utilities,100,,,7.24962564,16.30276396,TRUE
