datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
2/6/2022 4:00:00 PM,2/6/2022 11:00:00 AM,SOUTH,87.622
2/6/2022 4:00:00 PM,2/6/2022 11:00:00 AM,WEST,4325.353
2/6/2022 4:00:00 PM,2/6/2022 11:00:00 AM,RTO,4462.896
2/6/2022 4:00:00 PM,2/6/2022 11:00:00 AM,RFC,4375.274
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,MIDATL,38.221
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,SOUTH,96.706
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,WEST,3724.647
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,RTO,3859.574
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,RFC,3762.868
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,MIDATL,39.676
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,SOUTH,58.641
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,WEST,3266.622
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,RTO,3364.939
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,RFC,3306.298
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,MIDATL,46.475
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,SOUTH,73.568
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,WEST,2895.244
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,RTO,3015.287
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,RFC,2941.719
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,MIDATL,48.550
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,SOUTH,75.808
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,WEST,3043.486
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,RTO,3167.844
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,RFC,3092.036
2/6/2022 9:00:00 PM,2/6/2022 4:00:00 PM,MIDATL,55.939
2/6/2022 9:00:00 PM,2/6/2022 4:00:00 PM,SOUTH,74.020
2/6/2022 9:00:00 PM,2/6/2022 4:00:00 PM,WEST,3365.283
2/6/2022 9:00:00 PM,2/6/2022 4:00:00 PM,RTO,3495.242
2/6/2022 9:00:00 PM,2/6/2022 4:00:00 PM,RFC,3421.222
2/6/2022 10:00:00 PM,2/6/2022 5:00:00 PM,MIDATL,85.364
2/6/2022 10:00:00 PM,2/6/2022 5:00:00 PM,SOUTH,76.132
2/6/2022 10:00:00 PM,2/6/2022 5:00:00 PM,WEST,3971.469
2/6/2022 10:00:00 PM,2/6/2022 5:00:00 PM,RTO,4132.965
2/6/2022 10:00:00 PM,2/6/2022 5:00:00 PM,RFC,4056.833
2/6/2022 11:00:00 PM,2/6/2022 6:00:00 PM,MIDATL,107.554
2/6/2022 11:00:00 PM,2/6/2022 6:00:00 PM,SOUTH,52.025
2/6/2022 11:00:00 PM,2/6/2022 6:00:00 PM,WEST,4998.840
2/6/2022 11:00:00 PM,2/6/2022 6:00:00 PM,RTO,5158.419
2/6/2022 11:00:00 PM,2/6/2022 6:00:00 PM,RFC,5106.394
2/7/2022 12:00:00 AM,2/6/2022 7:00:00 PM,MIDATL,127.124
2/7/2022 12:00:00 AM,2/6/2022 7:00:00 PM,SOUTH,58.997
2/7/2022 12:00:00 AM,2/6/2022 7:00:00 PM,WEST,5583.718
2/7/2022 12:00:00 AM,2/6/2022 7:00:00 PM,RTO,5769.839
2/7/2022 12:00:00 AM,2/6/2022 7:00:00 PM,RFC,5710.842
2/7/2022 1:00:00 AM,2/6/2022 8:00:00 PM,MIDATL,138.904
2/7/2022 1:00:00 AM,2/6/2022 8:00:00 PM,SOUTH,47.666
2/7/2022 1:00:00 AM,2/6/2022 8:00:00 PM,WEST,6099.410
2/7/2022 1:00:00 AM,2/6/2022 8:00:00 PM,RTO,6285.980
2/7/2022 1:00:00 AM,2/6/2022 8:00:00 PM,RFC,6238.314
2/7/2022 2:00:00 AM,2/6/2022 9:00:00 PM,MIDATL,160.882
2/7/2022 2:00:00 AM,2/6/2022 9:00:00 PM,SOUTH,59.955
2/7/2022 2:00:00 AM,2/6/2022 9:00:00 PM,WEST,6456.919
2/7/2022 2:00:00 AM,2/6/2022 9:00:00 PM,RTO,6677.756
2/7/2022 2:00:00 AM,2/6/2022 9:00:00 PM,RFC,6617.801
2/7/2022 3:00:00 AM,2/6/2022 10:00:00 PM,MIDATL,178.780
2/7/2022 3:00:00 AM,2/6/2022 10:00:00 PM,SOUTH,75.781
2/7/2022 3:00:00 AM,2/6/2022 10:00:00 PM,WEST,6390.603
2/7/2022 3:00:00 AM,2/6/2022 10:00:00 PM,RTO,6645.164
2/7/2022 3:00:00 AM,2/6/2022 10:00:00 PM,RFC,6569.383
2/7/2022 4:00:00 AM,2/6/2022 11:00:00 PM,MIDATL,180.692
2/7/2022 4:00:00 AM,2/6/2022 11:00:00 PM,SOUTH,71.147
2/7/2022 4:00:00 AM,2/6/2022 11:00:00 PM,WEST,5815.870
2/7/2022 4:00:00 AM,2/6/2022 11:00:00 PM,RTO,6067.709
2/7/2022 4:00:00 AM,2/6/2022 11:00:00 PM,RFC,5996.562
2/7/2022 5:00:00 AM,2/7/2022 12:00:00 AM,MIDATL,159.785
2/7/2022 5:00:00 AM,2/7/2022 12:00:00 AM,SOUTH,59.074
2/7/2022 5:00:00 AM,2/7/2022 12:00:00 AM,WEST,5743.319
2/7/2022 5:00:00 AM,2/7/2022 12:00:00 AM,RTO,5962.178
2/7/2022 5:00:00 AM,2/7/2022 12:00:00 AM,RFC,5903.104
2/7/2022 6:00:00 AM,2/7/2022 1:00:00 AM,MIDATL,173.309
2/7/2022 6:00:00 AM,2/7/2022 1:00:00 AM,SOUTH,44.406
2/7/2022 6:00:00 AM,2/7/2022 1:00:00 AM,WEST,5566.950
2/7/2022 6:00:00 AM,2/7/2022 1:00:00 AM,RTO,5784.665
2/7/2022 6:00:00 AM,2/7/2022 1:00:00 AM,RFC,5740.259
2/7/2022 7:00:00 AM,2/7/2022 2:00:00 AM,MIDATL,174.446
2/7/2022 7:00:00 AM,2/7/2022 2:00:00 AM,SOUTH,23.805
2/7/2022 7:00:00 AM,2/7/2022 2:00:00 AM,WEST,5519.800
2/7/2022 7:00:00 AM,2/7/2022 2:00:00 AM,RTO,5718.051
2/7/2022 7:00:00 AM,2/7/2022 2:00:00 AM,RFC,5694.246
2/7/2022 8:00:00 AM,2/7/2022 3:00:00 AM,MIDATL,162.721
2/7/2022 8:00:00 AM,2/7/2022 3:00:00 AM,SOUTH,23.113
2/7/2022 8:00:00 AM,2/7/2022 3:00:00 AM,WEST,5263.236
2/7/2022 8:00:00 AM,2/7/2022 3:00:00 AM,RTO,5449.070
2/7/2022 8:00:00 AM,2/7/2022 3:00:00 AM,RFC,5425.957
2/7/2022 9:00:00 AM,2/7/2022 4:00:00 AM,MIDATL,166.425
2/7/2022 9:00:00 AM,2/7/2022 4:00:00 AM,SOUTH,30.755
2/7/2022 9:00:00 AM,2/7/2022 4:00:00 AM,WEST,5295.593
2/7/2022 9:00:00 AM,2/7/2022 4:00:00 AM,RTO,5492.773
2/7/2022 9:00:00 AM,2/7/2022 4:00:00 AM,RFC,5462.018
2/7/2022 10:00:00 AM,2/7/2022 5:00:00 AM,MIDATL,168.315
2/7/2022 10:00:00 AM,2/7/2022 5:00:00 AM,SOUTH,30.581
2/7/2022 10:00:00 AM,2/7/2022 5:00:00 AM,WEST,4864.970
2/7/2022 10:00:00 AM,2/7/2022 5:00:00 AM,RTO,5063.866
2/7/2022 10:00:00 AM,2/7/2022 5:00:00 AM,RFC,5033.285
2/7/2022 11:00:00 AM,2/7/2022 6:00:00 AM,MIDATL,170.634
2/7/2022 11:00:00 AM,2/7/2022 6:00:00 AM,SOUTH,36.557
2/7/2022 11:00:00 AM,2/7/2022 6:00:00 AM,WEST,4530.915
2/7/2022 11:00:00 AM,2/7/2022 6:00:00 AM,RTO,4738.106
2/7/2022 11:00:00 AM,2/7/2022 6:00:00 AM,RFC,4701.549
2/7/2022 12:00:00 PM,2/7/2022 7:00:00 AM,MIDATL,163.111
2/7/2022 12:00:00 PM,2/7/2022 7:00:00 AM,SOUTH,25.173
2/7/2022 12:00:00 PM,2/7/2022 7:00:00 AM,WEST,4102.841
2/7/2022 12:00:00 PM,2/7/2022 7:00:00 AM,RTO,4291.125
2/7/2022 12:00:00 PM,2/7/2022 7:00:00 AM,RFC,4265.952
2/7/2022 1:00:00 PM,2/7/2022 8:00:00 AM,MIDATL,150.531
2/7/2022 1:00:00 PM,2/7/2022 8:00:00 AM,SOUTH,15.821
2/7/2022 1:00:00 PM,2/7/2022 8:00:00 AM,WEST,3707.280
2/7/2022 1:00:00 PM,2/7/2022 8:00:00 AM,RTO,3873.632
2/7/2022 1:00:00 PM,2/7/2022 8:00:00 AM,RFC,3857.811
2/7/2022 2:00:00 PM,2/7/2022 9:00:00 AM,MIDATL,101.363
2/7/2022 2:00:00 PM,2/7/2022 9:00:00 AM,SOUTH,17.566
2/7/2022 2:00:00 PM,2/7/2022 9:00:00 AM,WEST,3028.454
2/7/2022 2:00:00 PM,2/7/2022 9:00:00 AM,RTO,3147.383
2/7/2022 2:00:00 PM,2/7/2022 9:00:00 AM,RFC,3129.817
2/7/2022 3:00:00 PM,2/7/2022 10:00:00 AM,MIDATL,57.812
2/7/2022 3:00:00 PM,2/7/2022 10:00:00 AM,SOUTH,19.254
2/7/2022 3:00:00 PM,2/7/2022 10:00:00 AM,WEST,2345.200
2/7/2022 3:00:00 PM,2/7/2022 10:00:00 AM,RTO,2422.266
2/7/2022 3:00:00 PM,2/7/2022 10:00:00 AM,RFC,2403.012
2/7/2022 4:00:00 PM,2/7/2022 11:00:00 AM,MIDATL,40.372
2/7/2022 4:00:00 PM,2/7/2022 11:00:00 AM,SOUTH,31.947
2/7/2022 4:00:00 PM,2/7/2022 11:00:00 AM,WEST,1712.867
2/7/2022 4:00:00 PM,2/7/2022 11:00:00 AM,RTO,1785.186
2/7/2022 4:00:00 PM,2/7/2022 11:00:00 AM,RFC,1753.239
2/7/2022 5:00:00 PM,2/7/2022 12:00:00 PM,MIDATL,26.692
2/7/2022 5:00:00 PM,2/7/2022 12:00:00 PM,SOUTH,68.542
2/7/2022 5:00:00 PM,2/7/2022 12:00:00 PM,WEST,1550.536
2/7/2022 5:00:00 PM,2/7/2022 12:00:00 PM,RTO,1645.770
2/7/2022 5:00:00 PM,2/7/2022 12:00:00 PM,RFC,1577.228
2/7/2022 6:00:00 PM,2/7/2022 1:00:00 PM,MIDATL,30.793
2/7/2022 6:00:00 PM,2/7/2022 1:00:00 PM,SOUTH,83.397
2/7/2022 6:00:00 PM,2/7/2022 1:00:00 PM,WEST,1625.797
2/7/2022 6:00:00 PM,2/7/2022 1:00:00 PM,RTO,1739.987
2/7/2022 6:00:00 PM,2/7/2022 1:00:00 PM,RFC,1656.590
2/7/2022 7:00:00 PM,2/7/2022 2:00:00 PM,MIDATL,34.774
2/7/2022 7:00:00 PM,2/7/2022 2:00:00 PM,SOUTH,135.625
2/7/2022 7:00:00 PM,2/7/2022 2:00:00 PM,WEST,1621.808
2/7/2022 7:00:00 PM,2/7/2022 2:00:00 PM,RTO,1792.207
2/7/2022 7:00:00 PM,2/7/2022 2:00:00 PM,RFC,1656.582
2/7/2022 8:00:00 PM,2/7/2022 3:00:00 PM,MIDATL,36.216
2/7/2022 8:00:00 PM,2/7/2022 3:00:00 PM,SOUTH,158.226
2/7/2022 8:00:00 PM,2/7/2022 3:00:00 PM,WEST,1279.527
2/7/2022 8:00:00 PM,2/7/2022 3:00:00 PM,RTO,1473.969
2/7/2022 8:00:00 PM,2/7/2022 3:00:00 PM,RFC,1315.743
2/7/2022 9:00:00 PM,2/7/2022 4:00:00 PM,MIDATL,25.855
2/7/2022 9:00:00 PM,2/7/2022 4:00:00 PM,SOUTH,179.178
2/7/2022 9:00:00 PM,2/7/2022 4:00:00 PM,WEST,932.093
2/7/2022 9:00:00 PM,2/7/2022 4:00:00 PM,RTO,1137.126
2/7/2022 9:00:00 PM,2/7/2022 4:00:00 PM,RFC,957.948
2/7/2022 10:00:00 PM,2/7/2022 5:00:00 PM,MIDATL,51.954
2/7/2022 10:00:00 PM,2/7/2022 5:00:00 PM,SOUTH,211.557
2/7/2022 10:00:00 PM,2/7/2022 5:00:00 PM,WEST,778.685
2/7/2022 10:00:00 PM,2/7/2022 5:00:00 PM,RTO,1042.196
2/7/2022 10:00:00 PM,2/7/2022 5:00:00 PM,RFC,830.639
2/7/2022 11:00:00 PM,2/7/2022 6:00:00 PM,MIDATL,75.925
2/7/2022 11:00:00 PM,2/7/2022 6:00:00 PM,SOUTH,211.247
2/7/2022 11:00:00 PM,2/7/2022 6:00:00 PM,WEST,841.591
2/7/2022 11:00:00 PM,2/7/2022 6:00:00 PM,RTO,1128.763
2/7/2022 11:00:00 PM,2/7/2022 6:00:00 PM,RFC,917.516
2/8/2022 12:00:00 AM,2/7/2022 7:00:00 PM,MIDATL,78.398
2/8/2022 12:00:00 AM,2/7/2022 7:00:00 PM,SOUTH,215.710
2/8/2022 12:00:00 AM,2/7/2022 7:00:00 PM,WEST,971.971
2/8/2022 12:00:00 AM,2/7/2022 7:00:00 PM,RTO,1266.079
2/8/2022 12:00:00 AM,2/7/2022 7:00:00 PM,RFC,1050.369
2/8/2022 1:00:00 AM,2/7/2022 8:00:00 PM,MIDATL,85.744
2/8/2022 1:00:00 AM,2/7/2022 8:00:00 PM,SOUTH,213.782
2/8/2022 1:00:00 AM,2/7/2022 8:00:00 PM,WEST,1070.886
2/8/2022 1:00:00 AM,2/7/2022 8:00:00 PM,RTO,1370.412
2/8/2022 1:00:00 AM,2/7/2022 8:00:00 PM,RFC,1156.630
2/8/2022 2:00:00 AM,2/7/2022 9:00:00 PM,MIDATL,97.884
2/8/2022 2:00:00 AM,2/7/2022 9:00:00 PM,SOUTH,141.914
2/8/2022 2:00:00 AM,2/7/2022 9:00:00 PM,WEST,1038.594
2/8/2022 2:00:00 AM,2/7/2022 9:00:00 PM,RTO,1278.392
2/8/2022 2:00:00 AM,2/7/2022 9:00:00 PM,RFC,1136.478
2/8/2022 3:00:00 AM,2/7/2022 10:00:00 PM,MIDATL,150.921
2/8/2022 3:00:00 AM,2/7/2022 10:00:00 PM,SOUTH,132.506
2/8/2022 3:00:00 AM,2/7/2022 10:00:00 PM,WEST,913.797
2/8/2022 3:00:00 AM,2/7/2022 10:00:00 PM,RTO,1197.224
2/8/2022 3:00:00 AM,2/7/2022 10:00:00 PM,RFC,1064.718
2/8/2022 4:00:00 AM,2/7/2022 11:00:00 PM,MIDATL,201.567
2/8/2022 4:00:00 AM,2/7/2022 11:00:00 PM,SOUTH,128.429
2/8/2022 4:00:00 AM,2/7/2022 11:00:00 PM,WEST,994.186
2/8/2022 4:00:00 AM,2/7/2022 11:00:00 PM,RTO,1324.182
2/8/2022 4:00:00 AM,2/7/2022 11:00:00 PM,RFC,1195.753
2/8/2022 5:00:00 AM,2/8/2022 12:00:00 AM,MIDATL,210.612
2/8/2022 5:00:00 AM,2/8/2022 12:00:00 AM,SOUTH,74.263
2/8/2022 5:00:00 AM,2/8/2022 12:00:00 AM,WEST,1116.573
2/8/2022 5:00:00 AM,2/8/2022 12:00:00 AM,RTO,1401.448
2/8/2022 5:00:00 AM,2/8/2022 12:00:00 AM,RFC,1327.185
2/8/2022 6:00:00 AM,2/8/2022 1:00:00 AM,MIDATL,195.500
2/8/2022 6:00:00 AM,2/8/2022 1:00:00 AM,SOUTH,91.305
2/8/2022 6:00:00 AM,2/8/2022 1:00:00 AM,WEST,1432.565
2/8/2022 6:00:00 AM,2/8/2022 1:00:00 AM,RTO,1719.370
2/8/2022 6:00:00 AM,2/8/2022 1:00:00 AM,RFC,1628.065
2/8/2022 7:00:00 AM,2/8/2022 2:00:00 AM,MIDATL,261.076
2/8/2022 7:00:00 AM,2/8/2022 2:00:00 AM,SOUTH,110.728
2/8/2022 7:00:00 AM,2/8/2022 2:00:00 AM,WEST,1762.236
2/8/2022 7:00:00 AM,2/8/2022 2:00:00 AM,RTO,2134.040
2/8/2022 7:00:00 AM,2/8/2022 2:00:00 AM,RFC,2023.312
2/8/2022 8:00:00 AM,2/8/2022 3:00:00 AM,MIDATL,215.848
2/8/2022 8:00:00 AM,2/8/2022 3:00:00 AM,SOUTH,111.931
2/8/2022 8:00:00 AM,2/8/2022 3:00:00 AM,WEST,2122.670
2/8/2022 8:00:00 AM,2/8/2022 3:00:00 AM,RTO,2450.449
2/8/2022 8:00:00 AM,2/8/2022 3:00:00 AM,RFC,2338.518
2/8/2022 9:00:00 AM,2/8/2022 4:00:00 AM,MIDATL,298.680
2/8/2022 9:00:00 AM,2/8/2022 4:00:00 AM,SOUTH,143.254
2/8/2022 9:00:00 AM,2/8/2022 4:00:00 AM,WEST,2794.836
2/8/2022 9:00:00 AM,2/8/2022 4:00:00 AM,RTO,3236.770
2/8/2022 9:00:00 AM,2/8/2022 4:00:00 AM,RFC,3093.516
2/8/2022 10:00:00 AM,2/8/2022 5:00:00 AM,MIDATL,369.378
2/8/2022 10:00:00 AM,2/8/2022 5:00:00 AM,SOUTH,119.679
2/8/2022 10:00:00 AM,2/8/2022 5:00:00 AM,WEST,3516.185
2/8/2022 10:00:00 AM,2/8/2022 5:00:00 AM,RTO,4005.242
2/8/2022 10:00:00 AM,2/8/2022 5:00:00 AM,RFC,3885.563
2/8/2022 11:00:00 AM,2/8/2022 6:00:00 AM,MIDATL,407.627
2/8/2022 11:00:00 AM,2/8/2022 6:00:00 AM,SOUTH,93.357
2/8/2022 11:00:00 AM,2/8/2022 6:00:00 AM,WEST,4136.356
2/8/2022 11:00:00 AM,2/8/2022 6:00:00 AM,RTO,4637.340
2/8/2022 11:00:00 AM,2/8/2022 6:00:00 AM,RFC,4543.983
2/8/2022 12:00:00 PM,2/8/2022 7:00:00 AM,MIDATL,428.439
2/8/2022 12:00:00 PM,2/8/2022 7:00:00 AM,SOUTH,123.063
2/8/2022 12:00:00 PM,2/8/2022 7:00:00 AM,WEST,4548.514
2/8/2022 12:00:00 PM,2/8/2022 7:00:00 AM,RTO,5100.016
2/8/2022 12:00:00 PM,2/8/2022 7:00:00 AM,RFC,4976.953
2/8/2022 1:00:00 PM,2/8/2022 8:00:00 AM,MIDATL,364.547
2/8/2022 1:00:00 PM,2/8/2022 8:00:00 AM,SOUTH,85.186
2/8/2022 1:00:00 PM,2/8/2022 8:00:00 AM,WEST,4652.404
2/8/2022 1:00:00 PM,2/8/2022 8:00:00 AM,RTO,5102.137
2/8/2022 1:00:00 PM,2/8/2022 8:00:00 AM,RFC,5016.951
2/8/2022 2:00:00 PM,2/8/2022 9:00:00 AM,MIDATL,377.707
2/8/2022 2:00:00 PM,2/8/2022 9:00:00 AM,SOUTH,99.189
2/8/2022 2:00:00 PM,2/8/2022 9:00:00 AM,WEST,4553.575
2/8/2022 2:00:00 PM,2/8/2022 9:00:00 AM,RTO,5030.471
2/8/2022 2:00:00 PM,2/8/2022 9:00:00 AM,RFC,4931.282
2/8/2022 3:00:00 PM,2/8/2022 10:00:00 AM,MIDATL,378.845
2/8/2022 3:00:00 PM,2/8/2022 10:00:00 AM,SOUTH,103.779
2/8/2022 3:00:00 PM,2/8/2022 10:00:00 AM,WEST,3809.465
2/8/2022 3:00:00 PM,2/8/2022 10:00:00 AM,RTO,4292.089
2/8/2022 3:00:00 PM,2/8/2022 10:00:00 AM,RFC,4188.310
2/8/2022 4:00:00 PM,2/8/2022 11:00:00 AM,MIDATL,388.717
2/8/2022 4:00:00 PM,2/8/2022 11:00:00 AM,SOUTH,106.752
2/8/2022 4:00:00 PM,2/8/2022 11:00:00 AM,WEST,3344.137
2/8/2022 4:00:00 PM,2/8/2022 11:00:00 AM,RTO,3839.606
2/8/2022 4:00:00 PM,2/8/2022 11:00:00 AM,RFC,3732.854
2/8/2022 5:00:00 PM,2/8/2022 12:00:00 PM,MIDATL,365.400
2/8/2022 5:00:00 PM,2/8/2022 12:00:00 PM,SOUTH,100.378
2/8/2022 5:00:00 PM,2/8/2022 12:00:00 PM,WEST,3320.286
2/8/2022 5:00:00 PM,2/8/2022 12:00:00 PM,RTO,3786.064
2/8/2022 5:00:00 PM,2/8/2022 12:00:00 PM,RFC,3685.686
2/8/2022 6:00:00 PM,2/8/2022 1:00:00 PM,MIDATL,358.492
2/8/2022 6:00:00 PM,2/8/2022 1:00:00 PM,SOUTH,80.743
2/8/2022 6:00:00 PM,2/8/2022 1:00:00 PM,WEST,3586.276
2/8/2022 6:00:00 PM,2/8/2022 1:00:00 PM,RTO,4025.511
2/8/2022 6:00:00 PM,2/8/2022 1:00:00 PM,RFC,3944.768
2/8/2022 7:00:00 PM,2/8/2022 2:00:00 PM,MIDATL,393.339
2/8/2022 7:00:00 PM,2/8/2022 2:00:00 PM,SOUTH,106.096
2/8/2022 7:00:00 PM,2/8/2022 2:00:00 PM,WEST,3961.573
2/8/2022 7:00:00 PM,2/8/2022 2:00:00 PM,RTO,4461.008
2/8/2022 7:00:00 PM,2/8/2022 2:00:00 PM,RFC,4354.912
2/8/2022 8:00:00 PM,2/8/2022 3:00:00 PM,MIDATL,361.937
2/8/2022 8:00:00 PM,2/8/2022 3:00:00 PM,SOUTH,128.196
2/8/2022 8:00:00 PM,2/8/2022 3:00:00 PM,WEST,4864.808
2/8/2022 8:00:00 PM,2/8/2022 3:00:00 PM,RTO,5354.941
2/8/2022 8:00:00 PM,2/8/2022 3:00:00 PM,RFC,5226.745
2/8/2022 9:00:00 PM,2/8/2022 4:00:00 PM,MIDATL,273.967
2/8/2022 9:00:00 PM,2/8/2022 4:00:00 PM,SOUTH,107.668
2/8/2022 9:00:00 PM,2/8/2022 4:00:00 PM,WEST,5541.413
2/8/2022 9:00:00 PM,2/8/2022 4:00:00 PM,RTO,5923.048
2/8/2022 9:00:00 PM,2/8/2022 4:00:00 PM,RFC,5815.380
2/8/2022 10:00:00 PM,2/8/2022 5:00:00 PM,MIDATL,292.926
2/8/2022 10:00:00 PM,2/8/2022 5:00:00 PM,SOUTH,78.177
2/8/2022 10:00:00 PM,2/8/2022 5:00:00 PM,WEST,6185.540
2/8/2022 10:00:00 PM,2/8/2022 5:00:00 PM,RTO,6556.643
2/8/2022 10:00:00 PM,2/8/2022 5:00:00 PM,RFC,6478.466
2/8/2022 11:00:00 PM,2/8/2022 6:00:00 PM,MIDATL,310.229
2/8/2022 11:00:00 PM,2/8/2022 6:00:00 PM,SOUTH,56.816
2/8/2022 11:00:00 PM,2/8/2022 6:00:00 PM,WEST,6602.805
2/8/2022 11:00:00 PM,2/8/2022 6:00:00 PM,RTO,6969.850
2/8/2022 11:00:00 PM,2/8/2022 6:00:00 PM,RFC,6913.034
2/9/2022 12:00:00 AM,2/8/2022 7:00:00 PM,MIDATL,319.468
2/9/2022 12:00:00 AM,2/8/2022 7:00:00 PM,SOUTH,52.683
2/9/2022 12:00:00 AM,2/8/2022 7:00:00 PM,WEST,6889.991
2/9/2022 12:00:00 AM,2/8/2022 7:00:00 PM,RTO,7262.142
2/9/2022 12:00:00 AM,2/8/2022 7:00:00 PM,RFC,7209.459
2/9/2022 1:00:00 AM,2/8/2022 8:00:00 PM,MIDATL,378.344
2/9/2022 1:00:00 AM,2/8/2022 8:00:00 PM,SOUTH,83.506
2/9/2022 1:00:00 AM,2/8/2022 8:00:00 PM,WEST,6942.950
2/9/2022 1:00:00 AM,2/8/2022 8:00:00 PM,RTO,7404.800
2/9/2022 1:00:00 AM,2/8/2022 8:00:00 PM,RFC,7321.294
2/9/2022 2:00:00 AM,2/8/2022 9:00:00 PM,MIDATL,400.925
2/9/2022 2:00:00 AM,2/8/2022 9:00:00 PM,SOUTH,70.364
2/9/2022 2:00:00 AM,2/8/2022 9:00:00 PM,WEST,7110.360
2/9/2022 2:00:00 AM,2/8/2022 9:00:00 PM,RTO,7581.649
2/9/2022 2:00:00 AM,2/8/2022 9:00:00 PM,RFC,7511.285
2/9/2022 3:00:00 AM,2/8/2022 10:00:00 PM,MIDATL,463.374
2/9/2022 3:00:00 AM,2/8/2022 10:00:00 PM,SOUTH,105.769
2/9/2022 3:00:00 AM,2/8/2022 10:00:00 PM,WEST,7361.039
2/9/2022 3:00:00 AM,2/8/2022 10:00:00 PM,RTO,7930.182
2/9/2022 3:00:00 AM,2/8/2022 10:00:00 PM,RFC,7824.413
2/9/2022 4:00:00 AM,2/8/2022 11:00:00 PM,MIDATL,495.288
2/9/2022 4:00:00 AM,2/8/2022 11:00:00 PM,SOUTH,102.419
2/9/2022 4:00:00 AM,2/8/2022 11:00:00 PM,WEST,6932.531
2/9/2022 4:00:00 AM,2/8/2022 11:00:00 PM,RTO,7530.238
2/9/2022 4:00:00 AM,2/8/2022 11:00:00 PM,RFC,7427.819
2/9/2022 5:00:00 AM,2/9/2022 12:00:00 AM,MIDATL,575.881
2/9/2022 5:00:00 AM,2/9/2022 12:00:00 AM,SOUTH,53.171
2/9/2022 5:00:00 AM,2/9/2022 12:00:00 AM,WEST,6040.478
2/9/2022 5:00:00 AM,2/9/2022 12:00:00 AM,RTO,6669.530
2/9/2022 5:00:00 AM,2/9/2022 12:00:00 AM,RFC,6616.359
2/9/2022 6:00:00 AM,2/9/2022 1:00:00 AM,MIDATL,663.775
2/9/2022 6:00:00 AM,2/9/2022 1:00:00 AM,SOUTH,82.978
2/9/2022 6:00:00 AM,2/9/2022 1:00:00 AM,WEST,5372.882
2/9/2022 6:00:00 AM,2/9/2022 1:00:00 AM,RTO,6119.635
2/9/2022 6:00:00 AM,2/9/2022 1:00:00 AM,RFC,6036.657
2/9/2022 7:00:00 AM,2/9/2022 2:00:00 AM,MIDATL,688.277
2/9/2022 7:00:00 AM,2/9/2022 2:00:00 AM,SOUTH,77.045
2/9/2022 7:00:00 AM,2/9/2022 2:00:00 AM,WEST,4985.896
2/9/2022 7:00:00 AM,2/9/2022 2:00:00 AM,RTO,5751.218
2/9/2022 7:00:00 AM,2/9/2022 2:00:00 AM,RFC,5674.173
2/9/2022 8:00:00 AM,2/9/2022 3:00:00 AM,MIDATL,722.379
2/9/2022 8:00:00 AM,2/9/2022 3:00:00 AM,SOUTH,75.701
2/9/2022 8:00:00 AM,2/9/2022 3:00:00 AM,WEST,4702.034
2/9/2022 8:00:00 AM,2/9/2022 3:00:00 AM,RTO,5500.114
2/9/2022 8:00:00 AM,2/9/2022 3:00:00 AM,RFC,5424.413
2/9/2022 9:00:00 AM,2/9/2022 4:00:00 AM,MIDATL,764.481
2/9/2022 9:00:00 AM,2/9/2022 4:00:00 AM,SOUTH,92.233
2/9/2022 9:00:00 AM,2/9/2022 4:00:00 AM,WEST,4716.178
2/9/2022 9:00:00 AM,2/9/2022 4:00:00 AM,RTO,5572.892
2/9/2022 9:00:00 AM,2/9/2022 4:00:00 AM,RFC,5480.659
2/9/2022 10:00:00 AM,2/9/2022 5:00:00 AM,MIDATL,738.233
2/9/2022 10:00:00 AM,2/9/2022 5:00:00 AM,SOUTH,79.990
2/9/2022 10:00:00 AM,2/9/2022 5:00:00 AM,WEST,5016.233
2/9/2022 10:00:00 AM,2/9/2022 5:00:00 AM,RTO,5834.456
2/9/2022 10:00:00 AM,2/9/2022 5:00:00 AM,RFC,5754.466
2/9/2022 11:00:00 AM,2/9/2022 6:00:00 AM,MIDATL,723.022
2/9/2022 11:00:00 AM,2/9/2022 6:00:00 AM,SOUTH,68.889
2/9/2022 11:00:00 AM,2/9/2022 6:00:00 AM,WEST,5391.626
