zone,tech,ave_marg_damages_isrm_LePeule,fuel,unit,latitude,status,longitude,node,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
PJM_Dom,NG-CC,1.86815888,Gas,Existing NG-CC 379,38.5391,Existing,-77.2786,4,4603.499999999758,1477574.9982327705,2270942.5425122525,SO
PJM_Dom,NG-CC,2.100079035,Gas,Existing NG-CC 381,38.5391,Existing,-77.2786,4,29494.363431894766,9761897.614950256,13253042.668958152,SO
PJM_Dom,NG-CC,2.331999191,Gas,Existing NG-CC 380,38.5391,Existing,-77.2786,4,4603.5,1477574.9982328499,2834788.961818034,SO
PJM_Dom,NG-CC,3.332454903,Gas,Existing NG-CC 1165,36.76479,Existing,-77.71313,4,32307.685148090604,11024452.511974758,23883018.59108502,SO
PJM_Dom,NG-CC,3.384191279,Gas,Existing NG-CC 1164,36.76479,Existing,-77.71313,4,32307.685148090604,11024452.511974758,24253802.55240165,SO
PJM_Dom,NG-CC,3.407856829,Gas,Existing NG-CC 1167,36.76479,Existing,-77.71313,4,81153.19148610844,26651016.89869898,53645077.66935806,SO
PJM_Dom,NG-CC,3.506924306,Gas,Existing NG-CC 1166,36.76479,Existing,-77.71313,4,32307.685148090604,11024452.511974758,25133404.902891777,SO
PJM_Dom,NG-CC,5.475829282,Gas,Existing NG-CC 769,38.12583,Existing,-78.205,4,1637.006077874179,560003.1903194854,2522802.2213500394,SO
PJM_Dom,NG-CC,6.747324639,Gas,Existing NG-CC 768,38.12417,Existing,-78.2036,4,1624.0,553174.999432615,3070696.924306637,SO
PJM_Dom,NG-CT,5.057132318,Gas,Existing NG-CT 569,38.07194,Existing,-77.51309,4,93.3333332,48999.999951,125155.57780095177,SO
PJM_Dom,NG-CT,5.234635107,Gas,Existing NG-CT 567,38.07194,Existing,-77.51309,4,11.35302103590618,5960.336046405173,15758.213226590342,SO
PJM_Dom,NG-CT,5.437898621,Gas,Existing NG-CT 568,38.07194,Existing,-77.51309,4,93.3333332,48999.999951,134578.90779559663,SO
PJM_EMAC,NG-CC,1.480886124,Gas,Existing NG-CC 1121,39.18717,Existing,-75.49942,5,31505.97959131979,11636396.828209281,11282933.96055768,SO
PJM_EMAC,NG-CC,1.480886124,Gas,Existing NG-CC 1122,39.18717,Existing,-75.49942,5,24419.488306827152,8961606.354870455,8125298.861294189,SO
PJM_EMAC,NG-CC,6.3125208,Gas,Existing NG-CC 928,40.14695,Existing,-74.74249,5,10571.387268828119,3965198.313654674,20592569.41794421,SO
PJM_EMAC,NG-CC,6.360245321,Gas,Existing NG-CC 930,40.14695,Existing,-74.74249,5,10707.524736697069,4028839.0695909644,21081261.27811183,SO
PJM_EMAC,NG-CC,6.366125242,Gas,Existing NG-CC 932,40.14695,Existing,-74.74249,5,43582.954291685375,16214857.53116742,67422785.54877976,SO
PJM_EMAC,NG-CC,6.419729684,Gas,Existing NG-CC 929,40.14695,Existing,-74.74249,5,10742.386346138632,3937942.828849118,20798353.338172976,SO
PJM_EMAC,NG-CC,6.434402293,Gas,Existing NG-CC 933,40.14695,Existing,-74.74249,5,43582.954291685375,16214857.531167421,68145898.71298604,SO
PJM_EMAC,NG-CC,6.508559264,Gas,Existing NG-CC 931,40.14695,Existing,-74.74249,5,10707.524736697069,4028839.0695909644,21572853.16266486,SO
PJM_EMAC,NG-CC,7.859726755,Gas,Existing NG-CC 1035,39.806687,Existing,-75.422206,5,9485.355853240777,3445662.338891636,22280399.194724392,SO
PJM_EMAC,NG-CC,8.107978147,Gas,Existing NG-CC 1038,39.806687,Existing,-75.422206,5,32811.3333328,12033813.324795667,71425234.01437023,SO
PJM_EMAC,NG-CC,8.166343395,Gas,Existing NG-CC 1036,39.806687,Existing,-75.422206,5,10413.9,3914347.4975335496,26298429.837129902,SO
PJM_EMAC,NG-CC,8.29786429,Gas,Existing NG-CC 1037,39.806687,Existing,-75.422206,5,9485.355853240777,3445662.338891636,23522411.73361863,SO
PJM_EMAC,NG-CC,10.12751862,Gas,Existing NG-CC 457,39.74564767,Existing,-75.506389,5,21078.30348155425,7789212.624546184,57683704.51260416,SO
PJM_EMAC,NG-CC,12.56593167,Gas,Existing NG-CC 1119,39.841001,Existing,-75.220256,5,37850.89448968732,14130763.576427367,116659650.98587678,SO
PJM_EMAC,NG-CC,12.59769993,Gas,Existing NG-CC 1118,39.841001,Existing,-75.220256,5,37850.89448968732,14130763.576427367,116954581.29596883,SO
PJM_EMAC,NG-CC,17.93124232,Gas,Existing NG-CC 843,39.86248,Existing,-75.33577,5,9318.672541838154,3477632.4308255343,51302302.90220497,SO
PJM_EMAC,NG-CC,18.04513825,Gas,Existing NG-CC 845,39.86248,Existing,-75.33577,5,25098.71954277859,9281661.08671416,123051257.28330301,SO
PJM_EMAC,NG-CC,18.15903418,Gas,Existing NG-CC 844,39.86248,Existing,-75.33577,5,9318.672541838154,3477632.4308255343,51954028.35389563,SO
PJM_EMAC,NG-CC,18.39028323,Gas,Existing NG-CC 453,39.74564767,Existing,-75.50444433,5,10443.12916540412,3788701.1111626765,57322030.642045096,SO
PJM_EMAC,NG-CC,19.3843234,Gas,Existing NG-CC 150,40.624411,Existing,-74.211871,5,11670.145049096696,4412354.648209175,70366161.79997417,SO
PJM_EMAC,NG-CC,19.43511979,Gas,Existing NG-CC 149,40.624411,Existing,-74.211871,5,40019.645121253656,14772135.303111818,186857208.30980176,SO
PJM_EMAC,NG-CC,19.48591618,Gas,Existing NG-CC 151,40.624411,Existing,-74.211871,5,11670.145049096696,4412354.648209175,70734949.18799254,SO
PJM_EMAC,NG-CC,19.85026591,Gas,Existing NG-CC 147,40.624411,Existing,-74.211871,5,11670.145049096685,4412354.6482091695,72057558.77946042,SO
PJM_EMAC,NG-CC,19.86409061,Gas,Existing NG-CC 146,40.624411,Existing,-74.211871,5,40019.64512125364,14772135.303111812,190981509.61268377,SO
PJM_EMAC,NG-CC,19.8779153,Gas,Existing NG-CC 148,40.624411,Existing,-74.211871,5,11670.145049096696,4412354.648209175,72157927.5883306,SO
PJM_EMAC,NG-CC,26.96637334,Gas,Existing NG-CC 992,39.73872,Existing,-76.30826,5,13585.9999996,4953819.996194633,98356597.15324177,SO
PJM_EMAC,NG-CC,29.85848294,Gas,Existing NG-CC 994,39.73872,Existing,-76.30826,5,39007.9999968,14409039.988159833,263108535.98882934,SO
PJM_EMAC,NG-CC,31.14855732,Gas,Existing NG-CC 993,39.73872,Existing,-76.30826,5,13585.9999996,4953819.996194633,113610609.24286306,SO
PJM_EMAC,NG-CC,31.46051817,Gas,Existing NG-CC 991,39.73872,Existing,-76.30826,5,12296.6666664,4484464.996561475,103280269.31388697,SO
PJM_EMAC,NG-CC,39.31088066,Gas,Existing NG-CC 722,40.062369,Existing,-74.168576,5,4542.900000000001,1684857.99886029,54490260.10540322,SO
PJM_EMAC,NG-CC,40.42742977,Gas,Existing NG-CC 633,39.918222,Existing,-75.118141,5,3912.0,1493731.9991035,49681147.66086842,SO
PJM_EMAC,NG-CC,94.45324995,Gas,Existing NG-CC 126,40.8396,Existing,-74.025002,5,9959.12010770711,3722598.3236248866,289271659.3804371,SO
PJM_EMAC,NG-CC,94.77943172,Gas,Existing NG-CC 127,40.8396,Existing,-74.025002,5,26395.216441187382,9825614.277558185,680269371.3079602,SO
PJM_EMAC,NG-CC,95.1056135,Gas,Existing NG-CC 125,40.8396,Existing,-74.025002,5,9959.12010770695,3722598.323624819,291269582.02182007,SO
PJM_EMAC,NG-CT,6.21194926,Gas,Existing NG-CT 157,39.489029,Existing,-75.035192,5,4.1922021409845916e-13,1.5695889017326437e-10,5.177652631841507e-10,SO
PJM_EMAC,NG-CT,7.42920719,Gas,Existing NG-CT 952,37.9892,Existing,-75.5405,5,1.8435821581348887e-13,4.457657346826633e-11,2.7245322688880243e-10,SO
PJM_EMAC,NG-CT,7.915474544,Gas,Existing NG-CT 609,39.150556,Existing,-75.546944,5,7.105427357601003e-14,1.9113599582354373e-11,1.2446929905817848e-10,SO
PJM_EMAC,NG-CT,8.098248727,Gas,Existing NG-CT 953,37.9892,Existing,-75.5405,5,-7.848343643608681e-14,-3.3205205096928545e-11,-2.2122799443110677e-10,SO
PJM_EMAC,NG-CT,8.677263375,Gas,Existing NG-CT 955,37.9892,Existing,-75.5405,5,4.62514217046101e-14,9.4815414390385e-12,6.76868854170956e-11,SO
PJM_EMAC,NG-CT,8.729224771,Gas,Existing NG-CT 957,37.9892,Existing,-75.5405,5,1.2789769243681806e-13,3.0695446111295164e-11,2.2044102903758275e-10,SO
PJM_EMAC,NG-CT,9.075311829,Gas,Existing NG-CT 407,39.375774,Existing,-74.96519,5,126.3333332,66324.99995842499,450051.8915259172,SO
PJM_EMAC,NG-CT,11.92481178,Gas,Existing NG-CT 550,39.7197,Existing,-76.1604,5,163.0,85575.00003667499,839539.7131942697,SO
PJM_EMAC,NG-CT,12.06153055,Gas,Existing NG-CT 551,39.7197,Existing,-76.1604,5,168.6,88515.00003793498,878338.8625856953,SO
PJM_EMAC,NG-CT,12.3790769,Gas,Existing NG-CT 552,39.7197,Existing,-76.1604,5,169.4,88935.00003811499,905740.4719830344,SO
PJM_EMAC,NG-CT,15.95566143,Gas,Existing NG-CT 954,37.9892,Existing,-75.5405,5,1.2789769243681806e-13,6.714628855810646e-11,8.814133588488166e-10,SO
PJM_EMAC,NG-CT,16.06881938,Gas,Existing NG-CT 958,37.9892,Existing,-75.5405,5,2.3447910280083306e-13,8.583356238656137e-11,1.1347074609707816e-09,SO
PJM_EMAC,NG-CT,46.98498697,Gas,Existing NG-CT 131,40.071433,Existing,-74.875878,5,1.705302565824241e-13,7.446487858544516e-11,2.878414940326117e-09,SO
PJM_EMAC,NG-CT,47.41675781,Gas,Existing NG-CT 129,40.071433,Existing,-74.875878,5,7.105427357601002e-15,3.232969441313571e-12,1.2611776287114657e-10,SO
PJM_EMAC,NG-CT,50.56726238,Gas,Existing NG-CT 130,40.071433,Existing,-74.875878,5,5.684341886080803e-14,2.5863755530508574e-11,1.0759790926977159e-09,SO
PJM_EMAC,NG-CT,84.30951116,Gas,Existing NG-CT 139,40.73799,Existing,-74.097155,5,3.1942049558956936e-13,1.3844256539772192e-10,7.018342943389548e-09,SO
PJM_EMAC,NG-CT,84.41651762,Gas,Existing NG-CT 140,40.73799,Existing,-74.097155,5,6.590244113056598e-15,-4.82767578071263e-12,-1.1047949052458647e-09,SO
PJM_EMAC,NG-CT,84.45006042,Gas,Existing NG-CT 138,40.73799,Existing,-74.097155,5,1.4883107902548381e-13,6.837868867249478e-11,1.3433069716092269e-09,SO
PJM_EMAC,NG-CT,84.76556683,Gas,Existing NG-CT 141,40.73799,Existing,-74.097155,5,1.6342482922482304e-13,7.293721178367463e-11,3.348212385732482e-09,SO
PJM_EMAC,NG-CT,85.9958989,Gas,Existing NG-CT 137,40.73799,Existing,-74.097155,5,1.0632381874174284e-13,4.155694677690916e-11,2.3537564214354155e-11,SO
PJM_EMAC,NG-CT,87.1882248,Gas,Existing NG-CT 136,40.73799,Existing,-74.097155,5,3.407367776623723e-13,1.4837348746836554e-10,9.826896330155608e-09,SO
PJM_EMAC,NG-CT,160.4799427,Gas,Existing NG-CT 135,40.73799,Existing,-74.097155,5,4.121147867408582e-13,9.656275762814917e-11,1.2748914957137707e-08,SO
PJM_PENE,NG-CT,4.256989655,Gas,Existing NG-CT 849,41.2908,Existing,-79.8061,6,3.5527136788005016e-14,1.8651746821696235e-11,6.532281777048863e-11,SO
PJM_PENE,NG-CT,13.23055649,Gas,Existing NG-CT 846,41.2908,Existing,-79.8061,6,3.552713678800501e-14,1.460165321649498e-11,1.5893624383110083e-10,SO
PJM_PENE,NG-CT,14.02616591,Gas,Existing NG-CT 847,41.2908,Existing,-79.8061,6,1.4210854715202004e-14,7.460698728678494e-12,8.609169897149489e-11,SO
PJM_SMAC,NG-CC,7.452279932,Gas,Existing NG-CC 88,38.5444,Existing,-76.6861,7,32450.6803242029,12134231.968465386,74395087.14070983,SO
PJM_SMAC,NG-CC,55.72897316,Gas,Existing NG-CC 69,39.178421,Existing,-76.527476,7,14237.99999999973,5332949.996569545,218170526.9470087,SO
PJM_WMAC,NG-CC,9.051536797,Gas,Existing NG-CC 1051,39.8729,Existing,-77.1668,8,8676.247814578499,3219890.7998643112,23977630.766845975,SO
PJM_WMAC,NG-CC,9.493148215,Gas,Existing NG-CC 1020,40.61842,Existing,-75.313775,8,7263.340614939548,2705644.824314056,21131184.91522439,SO
PJM_WMAC,NG-CC,9.493148215,Gas,Existing NG-CC 1022,40.61842,Existing,-75.313775,8,32512.532415239875,11980277.935866239,74597553.04359551,SO
PJM_WMAC,NG-CC,9.864313262,Gas,Existing NG-CC 1053,39.87165333,Existing,-77.16694,8,50292.1693307673,18730594.71753338,120917750.16548882,SO
PJM_WMAC,NG-CC,9.956977323,Gas,Existing NG-CC 1012,40.8022,Existing,-75.1072,8,10273.311790946891,3833025.7138251117,31398727.987645082,SO
PJM_WMAC,NG-CC,9.985430136,Gas,Existing NG-CC 1014,40.8022,Existing,-75.1072,8,36978.76940850143,13753078.989163388,90253508.55050889,SO
PJM_WMAC,NG-CC,10.01388295,Gas,Existing NG-CC 1013,40.8022,Existing,-75.1072,8,10273.311790946891,3833025.7138251117,31578176.453296605,SO
PJM_WMAC,NG-CC,10.20320074,Gas,Existing NG-CC 1050,39.86916,Existing,-77.16722,8,8676.247814578499,3219890.7998643112,27028402.52108513,SO
PJM_WMAC,NG-CC,10.33820225,Gas,Existing NG-CC 1052,39.8729,Existing,-77.1668,8,8676.247814578499,3219890.7998643112,27386023.15859052,SO
PJM_WMAC,NG-CC,10.61978306,Gas,Existing NG-CC 347,41.201997,Existing,-76.070093,8,5286.5,1910414.99859835,14991870.895636976,SO
PJM_WMAC,NG-CC,11.42180143,Gas,Existing NG-CC 346,41.201997,Existing,-76.070093,8,5363.835228559236,1938200.2204325257,16358787.21919837,SO
PJM_WMAC,NG-CC,11.75631665,Gas,Existing NG-CC 808,40.42083,Existing,-75.9375,8,9924.768449414838,3605587.3772490663,34873063.72647859,SO
PJM_WMAC,NG-CC,11.76790149,Gas,Existing NG-CC 810,40.42083,Existing,-75.9375,8,20266.94174130052,7482831.908999604,64532368.90925873,SO
PJM_WMAC,NG-CC,11.77948633,Gas,Existing NG-CC 809,40.42083,Existing,-75.9375,8,9924.768449414838,3605587.3772490663,34941792.542758144,SO
PJM_WMAC,NG-CC,14.81925424,Gas,Existing NG-CC 936,40.3509,Existing,-76.3658,8,24522.530582736297,9115073.83276748,98524676.03608347,SO
PJM_WMAC,NG-CT,24.75900568,Gas,Existing NG-CT 1089,41.20334,Existing,-76.06848,8,5.684341886080802e-14,2.010835940247091e-11,4.0959310958809024e-10,SO
PJM_WMAC,NG-CT,36.42868488,Gas,Existing NG-CT 637,40.9282,Existing,-76.0416,8,28.300000000000075,14857.500006367527,445278.8176420817,SO
PJM_WMAC,NG-CT,75.60402009,Gas,Existing NG-CT 639,40.9282,Existing,-76.0416,8,2.131628207280301e-14,6.288303213430881e-12,3.911300353085307e-10,SO
PJM_WMAC,NG-CT,97.66540458,Gas,Existing NG-CT 638,40.9282,Existing,-76.0416,8,8.144241713306148,4275.7269013181585,343552.818170065,SO
PJM_West,Coal,39.49324355,Coal,Existing Coal 424,38.700049,Existing,-83.817613,9,71568.2943258011,27634334.497856036,647000693.5373417,SO
PJM_West,Coal,41.68817601,Coal,Existing Coal 422,38.700049,Existing,-83.817613,9,68710.00000008,26757299.980486497,819390372.5160441,SO
PJM_West,Coal,45.84847857,Coal,Existing Coal 423,38.700049,Existing,-83.817613,9,71568.294325801,27634334.497856,751115754.6446172,SO
PJM_West,Coal,46.76057225,Coal,Existing Coal 435,38.9794,Existing,-81.9344,9,88848.0,34655639.97730079,1333203804.6110928,SO
PJM_West,Coal,92.91355026,Coal,Existing Coal 412,38.905053,Existing,-84.851009,9,80974.73219501304,31552103.126358673,2152817808.393282,SO
PJM_West,Coal,134.826744,Coal,Existing Coal 421,38.700049,Existing,-83.817613,9,20159.999999999978,7864499.99450099,872348395.943325,SO
PJM_West,Coal,139.8577554,Coal,Existing Coal 165,40.2522,Existing,-80.6486,9,42299.99999999837,16543799.988080364,1903551489.0355077,SO
PJM_West,NG-CC,1.390103444,Gas,Existing NG-CC 985,39.53305,Existing,-81.71694,9,7728.0,2719079.9976438,3109652.8456650535,SO
PJM_West,NG-CC,1.418876091,Gas,Existing NG-CC 984,39.53333,Existing,-81.71694,9,7728.0,2719079.9976438,3174017.079857157,SO
PJM_West,NG-CC,1.418956326,Gas,Existing NG-CC 987,39.53296,Existing,-81.71694,9,30885.247770119684,10654435.069193715,11023286.945906114,SO
