latitude,unit,tech,longitude,status,node,fuel,ave_marg_damages_isrm_LePeule,zone,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
39.86248,Existing NG-CC 845,NG-CC,-75.33577,Existing,5,Gas,18.04513825,PJM_EMAC,12110.705624336902,3759118.518138633,47352483.591054685,MO
39.86916,Existing NG-CC 1050,NG-CC,-77.16722,Existing,8,Gas,10.20320074,PJM_WMAC,7344.0,2598704.997747075,21814045.592982057,MO
39.87165333,Existing NG-CC 1053,NG-CC,-77.16694,Existing,8,Gas,9.864313262,PJM_WMAC,43953.0,15791684.9872327,102287125.2422485,MO
39.8729,Existing NG-CC 1051,NG-CC,-77.1668,Existing,8,Gas,9.051536797,PJM_WMAC,7497.0,2679029.9977815,19949990.882552907,MO
39.8729,Existing NG-CC 1052,NG-CC,-77.1668,Existing,8,Gas,10.33820225,PJM_WMAC,7344.0,2598704.997747075,22102673.560744792,MO
39.918222,Existing NG-CC 633,NG-CC,-75.118141,Existing,5,Gas,40.42742977,PJM_EMAC,591.3085094874205,142635.4034559802,4744017.363902698,MO
40.062369,Existing NG-CC 722,NG-CC,-74.168576,Existing,5,Gas,39.31088066,PJM_EMAC,797.0,204031.9995596575,6598631.299107568,MO
40.09285,Existing NG-CC 947,NG-CC,-82.02727,Existing,9,Gas,8.825121559,PJM_West,18713.772246344884,6220503.221366227,35955977.497668676,MO
40.09285,Existing NG-CC 948,NG-CC,-82.02727,Existing,9,Gas,8.88857821,PJM_West,18679.4,6207734.4933909755,36157194.272753775,MO
40.09285,Existing NG-CC 949,NG-CC,-82.02727,Existing,9,Gas,8.856849885,PJM_West,34896.995136703634,11576275.836205523,60713209.84055999,MO
40.14695,Existing NG-CC 928,NG-CC,-74.74249,Existing,5,Gas,6.3125208,PJM_EMAC,9698.999999999989,3542879.997300744,18399332.52080348,MO
40.14695,Existing NG-CC 929,NG-CC,-74.74249,Existing,5,Gas,6.419729684,PJM_EMAC,9741.0,3521084.997206625,18596707.237379014,MO
40.14695,Existing NG-CC 930,NG-CC,-74.74249,Existing,5,Gas,6.360245321,PJM_EMAC,10285.164098298757,3734277.9967972254,19539944.082099784,MO
40.14695,Existing NG-CC 931,NG-CC,-74.74249,Existing,5,Gas,6.508559264,PJM_EMAC,10098.0,3650129.99710425,19545014.603962056,MO
40.14695,Existing NG-CC 932,NG-CC,-74.74249,Existing,5,Gas,6.366125242,PJM_EMAC,39473.99999999999,14268689.988680245,59721192.57258383,MO
40.14695,Existing NG-CC 933,NG-CC,-74.74249,Existing,5,Gas,6.434402293,PJM_EMAC,39465.43124545476,14264191.392542072,60343047.0131481,MO
40.3509,Existing NG-CC 936,NG-CC,-76.3658,Existing,8,Gas,14.81925424,PJM_WMAC,15844.974439427624,5144062.359378137,53939763.93709562,MO
40.42083,Existing NG-CC 808,NG-CC,-75.9375,Existing,8,Gas,11.75631665,PJM_WMAC,6624.0,2087479.9972584,20190003.834460646,MO
40.42083,Existing NG-CC 809,NG-CC,-75.9375,Existing,8,Gas,11.77948633,PJM_WMAC,6150.085783819837,1904354.3108878047,18455121.536873598,MO
40.42083,Existing NG-CC 810,NG-CC,-75.9375,Existing,8,Gas,11.76790149,PJM_WMAC,15225.518205894945,5082960.216726176,42756260.855662145,MO
40.545,Existing NG-CC 1026,NG-CC,-79.76917,Existing,1,Gas,11.40922873,PJM_AP,4735.387707035915,1273750.080351205,11955928.660657052,MO
40.545,Existing NG-CC 1027,NG-CC,-79.76917,Existing,1,Gas,9.758405555,PJM_AP,5511.0,1625744.9974574249,13051910.686762815,MO
40.545,Existing NG-CC 1028,NG-CC,-79.76917,Existing,1,Gas,10.58381714,PJM_AP,17851.950230692164,5415523.8632782,36890523.93928137,MO
40.61842,Existing NG-CC 1020,NG-CC,-75.313775,Existing,8,Gas,9.493148215,PJM_WMAC,6223.0,2223769.9981585,17367724.920039624,MO
40.61842,Existing NG-CC 1022,NG-CC,-75.313775,Existing,8,Gas,9.493148215,PJM_WMAC,28665.0,10298924.9916735,64198931.78175946,MO
40.624411,Existing NG-CC 146,NG-CC,-74.211871,Existing,5,Gas,19.86409061,PJM_EMAC,20583.36461594744,6470651.016302014,77888597.06892474,MO
40.624411,Existing NG-CC 147,NG-CC,-74.211871,Existing,5,Gas,19.85026591,PJM_EMAC,2824.5,738135.9984606475,12054397.784616247,MO
40.624411,Existing NG-CC 148,NG-CC,-74.211871,Existing,5,Gas,19.8779153,PJM_EMAC,2658.741395907064,671832.5568814885,10986887.695125105,MO
40.624411,Existing NG-CC 149,NG-CC,-74.211871,Existing,5,Gas,19.43511979,PJM_EMAC,21505.95057686423,6890687.977017742,81109624.33847287,MO
40.624411,Existing NG-CC 150,NG-CC,-74.211871,Existing,5,Gas,19.3843234,PJM_EMAC,3201.1000000000004,858647.9982864701,13693315.42766446,MO
40.624411,Existing NG-CC 151,NG-CC,-74.211871,Existing,5,Gas,19.48591618,PJM_EMAC,2901.1985388527246,768815.4139748928,12324965.59734412,MO
40.73799,Existing NG-CT 136,NG-CT,-74.097155,Existing,5,Gas,87.1882248,PJM_EMAC,46.9,18759.999983585,647282.6804462047,MO
40.73799,Existing NG-CT 137,NG-CT,-74.097155,Existing,5,Gas,85.9958989,PJM_EMAC,46.9,18759.999983585,638430.8898943523,MO
40.73799,Existing NG-CT 138,NG-CT,-74.097155,Existing,5,Gas,84.45006042,PJM_EMAC,138.17148788000003,40665.1570223039,1359019.6489851472,MO
40.73799,Existing NG-CT 139,NG-CT,-74.097155,Existing,5,Gas,84.30951116,PJM_EMAC,234.5,63783.999875715,2128098.076167913,MO
40.73799,Existing NG-CT 140,NG-CT,-74.097155,Existing,5,Gas,84.41651762,PJM_EMAC,234.5,63783.999875715,2130799.079157141,MO
40.73799,Existing NG-CT 141,NG-CT,-74.097155,Existing,5,Gas,84.76556683,PJM_EMAC,46.9,18759.999983585,629296.9427135796,MO
40.8022,Existing NG-CC 1012,NG-CC,-75.1072,Existing,8,Gas,9.956977323,PJM_WMAC,9197.860067546175,3279527.532717245,26864675.745945152,MO
40.8022,Existing NG-CC 1013,NG-CC,-75.1072,Existing,8,Gas,10.01388295,PJM_WMAC,9052.8,3203370.997222865,26390799.892320205,MO
40.8022,Existing NG-CC 1014,NG-CC,-75.1072,Existing,8,Gas,9.985430136,PJM_WMAC,31652.799999999992,11336471.990693856,74142322.88841465,MO
40.8396,Existing NG-CC 125,NG-CC,-74.025002,Existing,5,Gas,95.1056135,PJM_EMAC,856.7866476213806,205628.79493647898,16089142.03090237,MO
40.8396,Existing NG-CC 126,NG-CC,-74.025002,Existing,5,Gas,94.45324995,PJM_EMAC,1241.0999999999929,297863.99928636575,23146094.70391594,MO
40.8396,Existing NG-CC 127,NG-CC,-74.025002,Existing,5,Gas,94.77943172,PJM_EMAC,4193.530385030154,1044271.290049147,70254390.0036529,MO
41.201997,Existing NG-CC 346,NG-CC,-76.070093,Existing,8,Gas,11.42180143,PJM_WMAC,4083.599999999965,1368005.9985313686,11207483.40958361,MO
41.201997,Existing NG-CC 347,NG-CC,-76.070093,Existing,8,Gas,10.61978306,PJM_WMAC,4704.499999999999,1673007.498582587,13010764.838951835,MO
41.20334,Existing NG-CT 1089,NG-CT,-76.06848,Existing,8,Gas,24.75900568,PJM_WMAC,2.1316282072803006e-13,7.322142884920169e-11,1.4914689025869675e-09,MO
41.37778,Existing NG-CC 1023,NG-CC,-83.1655,Existing,2,Gas,8.079041113,PJM_ATSI,58039.31850952029,19566294.883459847,92079327.66657108,MO
41.37778,Existing NG-CC 1024,NG-CC,-83.1655,Existing,2,Gas,6.619972007,PJM_ATSI,21625.8,7366592.992508205,32014818.211235326,MO
41.37778,Existing NG-CC 1025,NG-CC,-83.1655,Existing,2,Gas,9.538110219,PJM_ATSI,19024.2,6311318.993268359,39539985.81825802,MO
41.41324667,Existing NG-CC 830,NG-CC,-88.33022667,Existing,3,Gas,13.44148982,PJM_COMD,7316.0,2792479.9980996996,27439877.590717036,MO
41.48058,Existing NG-CC 790,NG-CC,-88.25838,Existing,3,Gas,13.75738347,PJM_COMD,7840.0,2910399.998052,32940586.54514414,MO
41.48058,Existing NG-CC 794,NG-CC,-88.25838,Existing,3,Gas,13.75738347,PJM_COMD,13274.290547662955,5054091.21560668,50292566.94489854,MO
41.4806,Existing NG-CC 791,NG-CC,-88.25748,Existing,3,Gas,10.95323383,PJM_COMD,9570.759193877573,3665672.948090745,33032304.806942277,MO
41.4806,Existing NG-CC 795,NG-CC,-88.25748,Existing,3,Gas,10.95323383,PJM_COMD,15263.508512393166,5822188.035625483,46682720.35014856,MO
41.48061,Existing NG-CC 792,NG-CC,-88.25705,Existing,3,Gas,13.69802891,PJM_COMD,8461.374941192586,3195388.5476743574,36010118.9975175,MO
41.48061,Existing NG-CC 796,NG-CC,-88.25705,Existing,3,Gas,13.69802891,PJM_COMD,14084.324757992803,5325442.988916431,52977676.16940325,MO
41.48064,Existing NG-CC 793,NG-CC,-88.25614,Existing,3,Gas,12.27134763,PJM_COMD,9124.851342875529,3499807.3587319995,35332893.382516526,MO
41.48064,Existing NG-CC 797,NG-CC,-88.25614,Existing,3,Gas,12.27134763,PJM_COMD,14825.934222762167,5664550.067457195,50779574.34861177,MO
41.71217,Existing NG-CC 807,NG-CC,-90.27933,Existing,3,Gas,7.729298667,PJM_COMD,25817.182767747665,9918134.275898192,56209732.94275375,MO
41.774885,Existing NG-CC 801,NG-CC,-89.6075,Existing,3,Gas,8.098491983,PJM_COMD,35214.01501971682,13598976.821913539,71606252.50174543,MO
41.774885,Existing NG-CC 803,NG-CC,-89.6075,Existing,3,Gas,8.098491983,PJM_COMD,32731.436718690544,12590928.695774041,61038855.03841426,MO
41.774895,Existing NG-CC 802,NG-CC,-89.606175,Existing,3,Gas,8.229878788,PJM_COMD,34283.298105093585,13185368.58700276,70266524.39714788,MO
41.774895,Existing NG-CC 804,NG-CC,-89.606175,Existing,3,Gas,8.229878788,PJM_COMD,31864.267013465418,12188318.112704547,59937618.3317029,MO
