0.0,0.0,0.0,0.0
0.0,1792.3506144160217,2203.0477102130244,0.0
3173.71066231642,891.3837610974788,2531.510916898981,253.15895178921696
0.0,36.83023582762312,1130.4867495014719,909.0925669192886
693.2597289967968,992.5521957457877,181.76168668135756,178.86040866608096
0.0,823.2662979535107,0.0,0.0
645.2834443816143,65.4467318344166,0.0,0.0
0.0,809.4634332052574,0.0,0.0
3263.9305512427645,237.6014088101678,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
