status,latitude,ave_marg_damages_isrm_LePeule,longitude,unit,tech,fuel,zone,node,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
Existing,37.9892,8.729224771,-75.5405,Existing NG-CT 957,NG-CT,Gas,PJM_EMAC,5,90.0,11250.000051750001,80792.49212045383,MO X5
Existing,38.07194,5.057132318,-77.51309,Existing NG-CT 569,NG-CT,Gas,PJM_Dom,4,1760.0,240000.000812,777910.9686008272,MO X5
Existing,38.07194,5.064132646,-77.51309,Existing NG-CT 566,NG-CT,Gas,PJM_Dom,4,453.0,60400.00022272501,251642.97834446258,MO X5
Existing,38.07194,5.234635107,-77.51309,Existing NG-CT 567,NG-CT,Gas,PJM_Dom,4,1771.0,241500.00081707502,810247.8458371641,MO X5
Existing,38.07194,5.275309188,-77.51309,Existing NG-CT 565,NG-CT,Gas,PJM_Dom,4,453.0,60400.00022272501,262136.60039192985,MO X5
Existing,38.07194,5.437898621,-77.51309,Existing NG-CT 568,NG-CT,Gas,PJM_Dom,4,1760.0,240000.000812,836482.1636876168,MO X5
Existing,38.1169,10.21531045,-78.2144,Existing NG-CT 560,NG-CT,Gas,PJM_Dom,4,632.0,79000.0003634,592067.1374699246,MO X5
Existing,38.1169,11.59778176,-78.2144,Existing NG-CT 556,NG-CT,Gas,PJM_Dom,4,306.0,38250.00017595,325460.78460893454,MO X5
Existing,38.1169,11.85436063,-78.2144,Existing NG-CT 558,NG-CT,Gas,PJM_Dom,4,154.6,19325.000088895,168069.89667336002,MO X5
Existing,38.1169,11.8819614,-78.2144,Existing NG-CT 557,NG-CT,Gas,PJM_Dom,4,154.0,19250.00008855,167807.42237832828,MO X5
Existing,38.1169,12.2640199,-78.2144,Existing NG-CT 559,NG-CT,Gas,PJM_Dom,4,154.4,19300.00008878,173653.06415260414,MO X5
Existing,38.12417,6.747324639,-78.2036,Existing NG-CC 768,NG-CC,Gas,PJM_Dom,4,3207.4,400722.0001421,2224424.123650662,MO X5
Existing,38.12583,5.475829282,-78.205,Existing NG-CC 769,NG-CC,Gas,PJM_Dom,4,3369.8,433811.00010759,1954309.142583879,MO X5
Existing,38.191734,2.048647681,-82.604615,Existing NG-CT 815,NG-CT,Gas,PJM_West,9,533.3266112106858,71748.99193743402,120927.72533807362,MO X5
Existing,38.191734,2.073030169,-82.604615,Existing NG-CT 816,NG-CT,Gas,PJM_West,9,1320.0,181500.00059400004,266904.07208275003,MO X5
Existing,38.191734,2.106171706,-82.604615,Existing NG-CT 813,NG-CT,Gas,PJM_West,9,495.0,66000.000243375,114361.67696265613,MO X5
Existing,38.191734,2.357446841,-82.604615,Existing NG-CT 817,NG-CT,Gas,PJM_West,9,1320.0,181500.00059400004,303522.91587007546,MO X5
Existing,38.191734,2.454704049,-82.604615,Existing NG-CT 814,NG-CT,Gas,PJM_West,9,495.0,66000.000243375,133286.41282709455,MO X5
Existing,38.3441,7.800039409,-82.5939,Existing NG-CT 917,NG-CT,Gas,PJM_West,9,100.0,12500.000057500001,80213.89693471527,MO X5
Existing,38.3441,9.057435321,-82.5939,Existing NG-CT 916,NG-CT,Gas,PJM_West,9,100.0,12500.000057500001,93144.68110164182,MO X5
Existing,38.3441,9.831173851,-82.5939,Existing NG-CT 915,NG-CT,Gas,PJM_West,9,100.0,12500.000057500001,101101.63868165425,MO X5
Existing,38.5292,11.73940391,-77.7686,Existing NG-CT 555,NG-CT,Gas,PJM_Dom,4,602.4306222995169,75303.82813383722,653999.665576639,MO X5
Existing,38.5292,11.76288831,-77.7686,Existing NG-CT 553,NG-CT,Gas,PJM_Dom,4,373.16819896497964,46646.02508519417,409250.4976743258,MO X5
Existing,38.5292,12.05382666,-77.7686,Existing NG-CT 554,NG-CT,Gas,PJM_Dom,4,318.6,39825.00018319501,352186.7571377382,MO X5
Existing,38.5391,1.86815888,-77.2786,Existing NG-CC 379,NG-CC,Gas,PJM_Dom,4,15146.99999999896,2151022.5009836634,3305990.2294146484,MO X5
Existing,38.5391,2.100079035,-77.2786,Existing NG-CC 381,NG-CC,Gas,PJM_Dom,4,76998.48639231068,10838021.004817758,14823183.159420615,MO X5
Existing,38.5391,2.331999191,-77.2786,Existing NG-CC 380,NG-CC,Gas,PJM_Dom,4,14308.822642454648,1944797.038871158,3731173.8391363556,MO X5
Existing,38.5444,7.452279932,-76.6861,Existing NG-CC 88,NG-CC,Gas,PJM_SMAC,7,61933.31059078747,8944968.479938569,54841683.53344027,MO X5
Existing,38.54573,7.659567836,-77.77069,Existing NG-CT 564,NG-CT,Gas,PJM_Dom,4,304.0,38000.0001748,239458.72685302308,MO X5
Existing,38.54573,7.76911235,-77.77069,Existing NG-CT 562,NG-CT,Gas,PJM_Dom,4,906.0,120800.00044545002,657203.1144414056,MO X5
Existing,38.54573,7.894826684,-77.77069,Existing NG-CT 561,NG-CT,Gas,PJM_Dom,4,918.0,122400.00045135,676683.0448852442,MO X5
Existing,38.54573,8.187206639,-77.77069,Existing NG-CT 563,NG-CT,Gas,PJM_Dom,4,733.7149357827727,94857.24075787325,556020.8626549502,MO X5
Existing,38.57278,8.122713767,-82.785,Existing NG-CC 1030,NG-CC,Gas,PJM_West,9,16836.0,2251815.0015280503,15047926.502762957,MO X5
Existing,38.57292,9.206402713,-82.78486,Existing NG-CC 1031,NG-CC,Gas,PJM_West,9,90397.87094274983,12826304.191440776,76157945.22307058,MO X5
Existing,38.57306,10.29009166,-82.78472,Existing NG-CC 1029,NG-CC,Gas,PJM_West,9,16109.0,2122225.0015701754,17966085.973890092,MO X5
Existing,38.57417,6.699543491,-82.78389,Existing NG-CC 1033,NG-CC,Gas,PJM_West,9,19158.0,2812320.00140895,15500751.361869542,MO X5
Existing,38.574305,6.741203522,-82.78375,Existing NG-CC 1034,NG-CC,Gas,PJM_West,9,100437.63864334297,15297848.51557444,66798111.162374064,MO X5
Existing,38.57444,6.782863554,-82.78361,Existing NG-CC 1032,NG-CC,Gas,PJM_West,9,18685.0,2723200.0014661252,15196214.778983923,MO X5
Existing,38.700049,39.49324355,-83.817613,Existing Coal 424,Coal,Coal,PJM_West,9,20846.948638681883,2794985.738455547,66307662.48487723,MO X5
Existing,38.700049,41.68817601,-83.817613,Existing Coal 422,Coal,Coal,PJM_West,9,21390.0,2853450.00875025,86769288.65294722,MO X5
Existing,38.700049,45.84847857,-83.817613,Existing Coal 423,Coal,Coal,PJM_West,9,19512.0,2609300.0077644,71893295.17737226,MO X5
Existing,38.700049,134.826744,-83.817613,Existing Coal 421,Coal,Coal,PJM_West,9,1980.0,273000.00088350003,30281786.894242153,MO X5
Existing,38.905053,92.91355026,-84.851009,Existing Coal 412,Coal,Coal,PJM_West,9,14511.235813939169,1994262.3228448809,133726824.45316228,MO X5
Existing,38.97014,0.975389303,-78.17795,Existing NG-CC 1043,NG-CC,Gas,PJM_AP,1,95291.1449841338,14313562.235567153,9076548.449714957,MO X5
Existing,38.97014,1.187291644,-78.17795,Existing NG-CC 1045,NG-CC,Gas,PJM_AP,1,236387.2379275803,35495632.86988083,24831278.493399397,MO X5
Existing,38.97014,1.269545686,-78.17795,Existing NG-CC 1044,NG-CC,Gas,PJM_AP,1,93640.71484051686,13845855.414731652,11465887.607149368,MO X5
Existing,38.97014,1.316939942,-78.17795,Existing NG-CC 1042,NG-CC,Gas,PJM_AP,1,93117.5,13689462.50318325,11761164.5993064,MO X5
Existing,38.9794,46.76057225,-81.9344,Existing Coal 435,Coal,Coal,PJM_West,9,26319.0,3540300.0117531754,136195477.7988679,MO X5
Existing,39.0908,6.39997462,-84.8666,Existing NG-CC 982,NG-CC,Gas,PJM_West,9,17264.0,2551420.0011454,13433927.840593932,MO X5
Existing,39.0908,6.729722522,-84.8666,Existing NG-CC 981,NG-CC,Gas,PJM_West,9,17613.0,2585520.001295325,14314884.998574559,MO X5
Existing,39.0908,6.740131596,-84.8666,Existing NG-CC 980,NG-CC,Gas,PJM_West,9,16976.136565905403,2491640.486103655,13816452.828819301,MO X5
Existing,39.0908,8.676986998,-84.8666,Existing NG-CC 983,NG-CC,Gas,PJM_West,9,15272.0,2042630.0013861,14581474.972878098,MO X5
Existing,39.150556,7.915474544,-75.546944,Existing NG-CT 609,NG-CT,Gas,PJM_EMAC,5,132.0,16500.000075900003,107449.32868653248,MO X5
Existing,39.178421,55.72897316,-76.527476,Existing NG-CC 69,NG-CC,Gas,PJM_SMAC,7,9443.041974679252,1210620.2478231548,49658653.69646701,MO X5
Existing,39.18717,1.480886124,-75.49942,Existing NG-CC 1121,NG-CC,Gas,PJM_EMAC,5,74906.42309518871,12259498.17190661,11860346.72225656,MO X5
Existing,39.18717,1.480886124,-75.49942,Existing NG-CC 1122,NG-CC,Gas,PJM_EMAC,5,62212.843181958175,10370315.272613095,9037018.585175287,MO X5
Existing,39.3331,0.466590209,-81.3636,Existing NG-CT 946,NG-CT,Gas,PJM_AP,1,515.0999999999999,68680.0002532575,26363.84277932546,MO X5
Existing,39.3331,6.273263383,-81.3636,Existing NG-CT 945,NG-CT,Gas,PJM_AP,1,515.0999999999999,68680.0002532575,354459.49433266255,MO X5
Existing,39.375774,9.075311829,-74.96519,Existing NG-CT 407,NG-CT,Gas,PJM_EMAC,5,868.5,113387.50045113752,635099.0726769702,MO X5
Existing,39.489029,6.21194926,-75.035192,Existing NG-CT 157,NG-CT,Gas,PJM_EMAC,5,1189.4491337565053,163806.1422522464,538250.0135380339,MO X5
Existing,39.5325,1.447889442,-81.71694,Existing NG-CC 986,NG-CC,Gas,PJM_West,9,17944.13370288737,2670793.426549753,3181401.662117648,MO X5
Existing,39.53296,1.418956326,-81.71694,Existing NG-CC 987,NG-CC,Gas,PJM_West,9,79105.47610088493,12115026.074123867,12565520.219009044,MO X5
Existing,39.53305,1.390103444,-81.71694,Existing NG-CC 985,NG-CC,Gas,PJM_West,9,18648.0,2899680.0007434,3316194.5119832354,MO X5
Existing,39.53333,1.418876091,-81.71694,Existing NG-CC 984,NG-CC,Gas,PJM_West,9,18490.69503696342,2848574.614586233,3325177.813002562,MO X5
Existing,39.5798,7.338844988,-81.6571,Existing NG-CC 962,NG-CC,Gas,PJM_West,9,17603.740943277135,2497873.5867660386,15081376.219081987,MO X5
Existing,39.5798,7.352794065,-81.6571,Existing NG-CC 964,NG-CC,Gas,PJM_West,9,61307.21157852056,8900659.91508678,47572502.87239775,MO X5
Existing,39.5798,7.366743142,-81.6571,Existing NG-CC 963,NG-CC,Gas,PJM_West,9,17184.0,2420080.001606525,14667228.37083414,MO X5
Existing,39.7197,11.92481178,-76.1604,Existing NG-CT 550,NG-CT,Gas,PJM_EMAC,5,489.0,61125.000281175,513129.1400806104,MO X5
Existing,39.7197,12.00933098,-76.1604,Existing NG-CT 549,NG-CT,Gas,PJM_EMAC,5,492.0,61500.000282900015,519936.37683570746,MO X5
Existing,39.7197,12.06153055,-76.1604,Existing NG-CT 551,NG-CT,Gas,PJM_EMAC,5,415.3810469087298,51922.63110243533,448967.7113147404,MO X5
Existing,39.7197,12.3790769,-76.1604,Existing NG-CT 552,NG-CT,Gas,PJM_EMAC,5,338.8,42350.00019481001,384621.8663213832,MO X5
Existing,39.73872,26.96637334,-76.30826,Existing NG-CC 992,NG-CC,Gas,PJM_EMAC,5,16086.85655226046,2169754.138155987,41803044.81809567,MO X5
Existing,39.73872,29.85848294,-76.30826,Existing NG-CC 994,NG-CC,Gas,PJM_EMAC,5,38286.21749237013,5454035.589241734,101109986.91451465,MO X5
Existing,39.73872,31.14855732,-76.30826,Existing NG-CC 993,NG-CC,Gas,PJM_EMAC,5,15893.207516741435,2134378.2758900602,47553755.43195868,MO X5
Existing,39.73872,31.46051817,-76.30826,Existing NG-CC 991,NG-CC,Gas,PJM_EMAC,5,12870.176205372756,1669444.05195007,37575511.115695536,MO X5
Existing,39.74564767,10.12751862,-75.506389,Existing NG-CC 457,NG-CC,Gas,PJM_EMAC,5,41805.64561332914,6477824.317163809,48009667.071308926,MO X5
Existing,39.74564767,18.39028323,-75.50444433,Existing NG-CC 453,NG-CC,Gas,PJM_EMAC,5,11705.1604806348,1463950.1203968918,22149172.288247336,MO X5
Existing,39.74751,11.09927979,-79.83877,Existing NG-CT 950,NG-CT,Gas,PJM_AP,1,88.0,11000.000050600001,100445.45493009481,MO X5
Existing,39.74751,12.85790455,-79.83877,Existing NG-CT 951,NG-CT,Gas,PJM_AP,1,44.0,5500.000025300001,58180.26468420461,MO X5
Existing,39.806687,7.859726755,-75.422206,Existing NG-CC 1035,NG-CC,Gas,PJM_EMAC,5,20867.964199316375,3280111.049009218,21209908.68723946,MO X5
Existing,39.806687,8.107978147,-75.422206,Existing NG-CC 1038,NG-CC,Gas,PJM_EMAC,5,70066.59114715623,10898713.186099827,64920355.00381557,MO X5
Existing,39.806687,8.166343395,-75.422206,Existing NG-CC 1036,NG-CC,Gas,PJM_EMAC,5,21491.31258542406,3367934.0758021525,22627367.15234688,MO X5
Existing,39.806687,8.29786429,-75.422206,Existing NG-CC 1037,NG-CC,Gas,PJM_EMAC,5,20527.105602480282,3221212.9194514924,21990168.832783196,MO X5
Existing,39.841001,12.56593167,-75.220256,Existing NG-CC 1119,NG-CC,Gas,PJM_EMAC,5,67638.67150320282,10359160.362141304,84367639.34944093,MO X5
Existing,39.841001,12.59769993,-75.220256,Existing NG-CC 1118,NG-CC,Gas,PJM_EMAC,5,66473.78453942481,10165106.324582648,82892182.68555258,MO X5
Existing,39.8589,3.192184906,-79.9181,Existing NG-CC 988,NG-CC,Gas,PJM_AP,1,17347.861478690887,2449680.8259697026,6433396.91357251,MO X5
Existing,39.85905,3.348843429,-79.91815,Existing NG-CC 990,NG-CC,Gas,PJM_AP,1,94827.99999999993,13549100.004333194,29543440.571649387,MO X5
Existing,39.8592,3.505501953,-79.9182,Existing NG-CC 989,NG-CC,Gas,PJM_AP,1,16335.51600535351,2214557.401801219,6386750.621022951,MO X5
Existing,39.86248,17.93124232,-75.33577,Existing NG-CC 843,NG-CC,Gas,PJM_EMAC,5,10822.4,1366328.0002240576,20156176.457849216,MO X5
Existing,39.86248,18.04513825,-75.33577,Existing NG-CC 845,NG-CC,Gas,PJM_EMAC,5,32789.5160970676,4513188.631468747,58309055.410054825,MO X5
Existing,39.86248,18.15903418,-75.33577,Existing NG-CC 844,NG-CC,Gas,PJM_EMAC,5,10822.4,1366328.0002240576,20412233.05693385,MO X5
Existing,39.86666,7.530104892,-77.68334,Existing NG-CT 1010,NG-CT,Gas,PJM_AP,1,93.71461181111772,11857.191824124908,73455.72938043333,MO X5
Existing,39.86666,7.842758213,-77.68334,Existing NG-CT 1011,NG-CT,Gas,PJM_AP,1,88.0,11000.000050600001,70974.82282780821,MO X5
Existing,39.86916,10.20320074,-77.16722,Existing NG-CC 1050,NG-CC,Gas,PJM_WMAC,8,15912.0,2454885.00002295,20606791.983874258,MO X5
Existing,39.87165333,9.864313262,-77.16694,Existing NG-CC 1053,NG-CC,Gas,PJM_WMAC,8,101023.22928699628,15711074.245910732,101730203.15241401,MO X5
Existing,39.8729,9.051536797,-77.1668,Existing NG-CC 1051,NG-CC,Gas,PJM_WMAC,8,17442.0,2743289.999651925,20428517.234437514,MO X5
Existing,39.8729,10.33820225,-77.1668,Existing NG-CC 1052,NG-CC,Gas,PJM_WMAC,8,15912.0,2454885.00002295,20879446.42878513,MO X5
Existing,39.918222,40.42742977,-75.118141,Existing NG-CC 633,NG-CC,Gas,PJM_EMAC,5,2965.5124676325145,372601.5576555096,12392633.361046657,MO X5
Existing,40.062369,18.56093291,-74.168576,Existing NG-CT 1041,NG-CT,Gas,PJM_EMAC,5,162.8,20350.000093610004,243478.44805861497,MO X5
Existing,40.062369,18.91508727,-74.168576,Existing NG-CT 1040,NG-CT,Gas,PJM_EMAC,5,162.8,20350.000093610004,248124.17111381417,MO X5
Existing,40.062369,39.31088066,-74.168576,Existing NG-CC 722,NG-CC,Gas,PJM_EMAC,5,3700.504723482677,464832.8548491623,15033233.176565336,MO X5
Existing,40.09285,8.825121559,-82.02727,Existing NG-CC 947,NG-CC,Gas,PJM_West,9,46067.42920308856,6559916.370551549,37368353.05916914,MO X5
Existing,40.09285,8.856849885,-82.02727,Existing NG-CC 949,NG-CC,Gas,PJM_West,9,79713.4251581577,11616821.343468003,61052059.40866502,MO X5
Existing,40.09285,8.88857821,-82.02727,Existing NG-CC 948,NG-CC,Gas,PJM_West,9,45432.100000000006,6477636.003403451,37142747.71492274,MO X5
Existing,40.14695,6.3125208,-74.74249,Existing NG-CC 928,NG-CC,Gas,PJM_EMAC,5,22874.999999999927,3660914.998792183,19012326.82012752,MO X5
Existing,40.14695,6.360245321,-74.74249,Existing NG-CC 930,NG-CC,Gas,PJM_EMAC,5,24494.80856418285,3895956.3401795677,20385940.494709406,MO X5
Existing,40.14695,6.366125242,-74.74249,Existing NG-CC 932,NG-CC,Gas,PJM_EMAC,5,96167.33333319996,15449359.994624173,64121174.09839796,MO X5
Existing,40.14695,6.419729684,-74.74249,Existing NG-CC 929,NG-CC,Gas,PJM_EMAC,5,23155.501104369472,3639331.129087967,19221227.434504144,MO X5
Existing,40.14695,6.434402293,-74.74249,Existing NG-CC 933,NG-CC,Gas,PJM_EMAC,5,94552.69664258677,15026350.96349765,63054519.828818426,MO X5
Existing,40.14695,6.508559264,-74.74249,Existing NG-CC 931,NG-CC,Gas,PJM_EMAC,5,23760.0,3726359.9988714,19953196.367072135,MO X5
Existing,40.2522,139.8577554,-80.6486,Existing Coal 165,Coal,Coal,PJM_West,9,1559.9999999998945,216000.00068698474,24853245.52011159,MO X5
Existing,40.3509,14.81925424,-76.3658,Existing NG-CC 936,NG-CC,Gas,PJM_WMAC,8,39541.16385942304,5668645.411060585,60422370.34737426,MO X5
Existing,40.42083,11.75631665,-75.9375,Existing NG-CC 808,NG-CC,Gas,PJM_WMAC,8,16043.065284569537,2201050.855636366,21288455.589277763,MO X5
Existing,40.42083,11.76790149,-75.9375,Existing NG-CC 810,NG-CC,Gas,PJM_WMAC,8,34663.852390963344,5003088.430168534,42524039.583641164,MO X5
Existing,40.42083,11.77948633,-75.9375,Existing NG-CC 809,NG-CC,Gas,PJM_WMAC,8,15733.568625252488,2113336.862663991,20480374.070010383,MO X5
Existing,40.545,9.758405555,-79.76917,Existing NG-CC 1027,NG-CC,Gas,PJM_AP,1,14362.0,1882925.0012859,15116619.755922033,MO X5
Existing,40.545,10.58381714,-79.76917,Existing NG-CC 1028,NG-CC,Gas,PJM_AP,1,45850.0,6097875.003215625,41941371.399338365,MO X5
Existing,40.545,11.40922873,-79.76917,Existing NG-CC 1026,NG-CC,Gas,PJM_AP,1,13861.0,1771035.0011857,16623644.195464622,MO X5
Existing,40.61842,9.493148215,-75.313775,Existing NG-CC 1020,NG-CC,Gas,PJM_WMAC,8,14457.627630335435,2274054.144254769,17760445.93793369,MO X5
Existing,40.61842,9.493148215,-75.313775,Existing NG-CC 1022,NG-CC,Gas,PJM_WMAC,8,66735.68864858891,10428501.592193635,64997911.73620903,MO X5
Existing,40.624411,19.3843234,-74.211871,Existing NG-CC 150,NG-CC,Gas,PJM_EMAC,5,11674.6,1446144.0003154026,23062426.034488477,MO X5
Existing,40.624411,19.43511979,-74.211871,Existing NG-CC 149,NG-CC,Gas,PJM_EMAC,5,51189.333333200004,7265413.333481974,89952170.36626501,MO X5
Existing,40.624411,19.48591618,-74.211871,Existing NG-CC 151,NG-CC,Gas,PJM_EMAC,5,11674.6,1446144.0003154026,23183295.663313806,MO X5
Existing,40.624411,19.85026591,-74.211871,Existing NG-CC 147,NG-CC,Gas,PJM_EMAC,5,11662.229845284668,1444102.924785208,23583446.862897746,MO X5
Existing,40.624411,19.86409061,-74.211871,Existing NG-CC 146,NG-CC,Gas,PJM_EMAC,5,50787.367636765804,7170805.382291183,90733498.16480535,MO X5
Existing,40.624411,19.8779153,-74.211871,Existing NG-CC 148,NG-CC,Gas,PJM_EMAC,5,11374.507354506673,1387126.3389845784,22684523.32247122,MO X5
Existing,40.73799,84.30951116,-74.097155,Existing NG-CT 139,NG-CT,Gas,PJM_EMAC,5,469.0,66832.5001876,2283848.5706959968,MO X5
Existing,40.73799,84.41651762,-74.097155,Existing NG-CT 140,NG-CT,Gas,PJM_EMAC,5,469.0,66832.5001876,2286747.2537433035,MO X5
Existing,40.73799,84.45006042,-74.097155,Existing NG-CT 138,NG-CT,Gas,PJM_EMAC,5,469.0,66832.5001876,2287655.889966941,MO X5
Existing,40.73799,84.76556683,-74.097155,Existing NG-CT 141,NG-CT,Gas,PJM_EMAC,5,469.0,66832.5001876,2296202.599034634,MO X5
Existing,40.73799,85.9958989,-74.097155,Existing NG-CT 137,NG-CT,Gas,PJM_EMAC,5,469.0,66832.5001876,2329530.8926149206,MO X5
Existing,40.73799,87.1882248,-74.097155,Existing NG-CT 136,NG-CT,Gas,PJM_EMAC,5,469.0,66832.5001876,2361829.642365124,MO X5
Existing,40.8022,9.956977323,-75.1072,Existing NG-CC 1012,NG-CC,Gas,PJM_WMAC,8,20368.8,3202427.999985855,26233104.909497093,MO X5
Existing,40.8022,9.985430136,-75.1072,Existing NG-CC 1014,NG-CC,Gas,PJM_WMAC,8,72219.52136101092,11216965.69462327,73368986.8515602,MO X5
Existing,40.8022,10.01388295,-75.1072,Existing NG-CC 1013,NG-CC,Gas,PJM_WMAC,8,19991.6,3107184.9999057003,25598376.720030386,MO X5
Existing,40.8396,94.45324995,-74.025002,Existing NG-CC 126,NG-CC,Gas,PJM_EMAC,5,2659.4999999999927,341302.500793417,26521566.973432414,MO X5
Existing,40.8396,94.77943172,-74.025002,Existing NG-CC 127,NG-CC,Gas,PJM_EMAC,5,7596.441727887371,1015885.2585995726,69714167.03504202,MO X5
Existing,40.8396,95.1056135,-74.025002,Existing NG-CC 125,NG-CC,Gas,PJM_EMAC,5,2482.199999999913,328005.000926381,25664299.82912184,MO X5
Existing,40.93,32.0176362,-84.73917,Existing NG-CT 573,NG-CT,Gas,PJM_West,9,145.0,18125.000083375002,374079.22631538543,MO X5
Existing,40.93,32.47767447,-84.73917,Existing NG-CT 574,NG-CT,Gas,PJM_West,9,138.32594525626973,17290.743236571136,361988.6007343068,MO X5
Existing,41.201997,10.61978306,-76.070093,Existing NG-CC 347,NG-CC,Gas,PJM_WMAC,8,10524.499999999993,1623537.4998738982,12585887.629483115,MO X5
Existing,41.201997,11.42180143,-76.070093,Existing NG-CC 346,NG-CC,Gas,PJM_WMAC,8,9347.999999999955,1360626.0001316033,11270741.640544906,MO X5
Existing,41.20334,24.75900568,-76.06848,Existing NG-CT 1089,NG-CT,Gas,PJM_WMAC,8,5.400124791776761e-13,9.325873405661156e-11,1.8996146882973697e-09,MO X5
Existing,41.2908,4.256989655,-79.8061,Existing NG-CT 849,NG-CT,Gas,PJM_PENE,6,107.0,13375.000061525003,46842.40570341476,MO X5
Existing,41.37778,6.619972007,-83.1655,Existing NG-CC 1024,NG-CC,Gas,PJM_ATSI,2,53700.885211438464,8404538.363811562,36014753.72802966,MO X5
Existing,41.37778,8.079041113,-83.1655,Existing NG-CC 1023,NG-CC,Gas,PJM_ATSI,2,132370.95495960285,20050086.335951827,96276559.53013273,MO X5
Existing,41.37778,9.538110219,-83.1655,Existing NG-CC 1025,NG-CC,Gas,PJM_ATSI,2,46031.35956783161,6514922.971282981,40046947.103848375,MO X5
Existing,41.39326,11.72894043,-87.94555,Existing NG-CT 831,NG-CT,Gas,PJM_COMD,3,465.0,69750.000151125,673047.6266699871,MO X5
Existing,41.39327,10.53271152,-87.94502,Existing NG-CT 832,NG-CT,Gas,PJM_COMD,3,466.79999999999995,70020.00015171,606743.4554353937,MO X5
Existing,41.39328,11.69332245,-87.94449,Existing NG-CT 833,NG-CT,Gas,PJM_COMD,3,468.0,70200.0001521,675332.798797665,MO X5
Existing,41.3933,11.03021841,-87.9429,Existing NG-CT 836,NG-CT,Gas,PJM_COMD,3,463.79999999999995,69570.000150735,631319.0873731335,MO X5
