Scenario,Zone Number,Zone,Technology,Epoch,Capacity (MW)
MO,1,PJM_AP,Battery,1,71.53409156214845
MO,1,PJM_AP,Battery,2,0.0
MO,1,PJM_AP,Battery,3,0.0
MO,1,PJM_AP,Battery,4,0.0
MO,1,PJM_AP,NG-CC-CCS,1,0.0
MO,1,PJM_AP,NG-CC-CCS,2,0.0
MO,1,PJM_AP,NG-CC-CCS,3,0.0
MO,1,PJM_AP,NG-CC-CCS,4,0.0
MO,1,PJM_AP,NG-CT,1,2000.0
MO,1,PJM_AP,NG-CT,2,2438.7820244531094
MO,1,PJM_AP,NG-CT,3,1104.1626126217925
MO,1,PJM_AP,NG-CT,4,0.0
MO,1,PJM_AP,Solar PV,1,0.0
MO,1,PJM_AP,Solar PV,2,0.0
MO,1,PJM_AP,Solar PV,3,0.0
MO,1,PJM_AP,Solar PV,4,0.0
MO,1,PJM_AP,Wind,1,24357.287699359236
MO,1,PJM_AP,Wind,2,0.0
MO,1,PJM_AP,Wind,3,0.0
MO,1,PJM_AP,Wind,4,0.0
MO,2,PJM_ATSI,Battery,1,0.0
MO,2,PJM_ATSI,Battery,2,0.0
MO,2,PJM_ATSI,Battery,3,0.0
MO,2,PJM_ATSI,Battery,4,0.0
MO,2,PJM_ATSI,NG-CC-CCS,1,0.0
MO,2,PJM_ATSI,NG-CC-CCS,2,0.0
MO,2,PJM_ATSI,NG-CC-CCS,3,0.0
MO,2,PJM_ATSI,NG-CC-CCS,4,0.0
MO,2,PJM_ATSI,NG-CT,1,800.0
MO,2,PJM_ATSI,NG-CT,2,1133.3333332
MO,2,PJM_ATSI,NG-CT,3,5338.145680522049
MO,2,PJM_ATSI,NG-CT,4,3967.286764862227
MO,2,PJM_ATSI,Solar PV,1,0.0
MO,2,PJM_ATSI,Solar PV,2,0.0
MO,2,PJM_ATSI,Solar PV,3,0.0
MO,2,PJM_ATSI,Solar PV,4,0.0
MO,2,PJM_ATSI,Wind,1,1674.3326188782548
MO,2,PJM_ATSI,Wind,2,214.0598635009415
MO,2,PJM_ATSI,Wind,3,224.9790678625216
MO,2,PJM_ATSI,Wind,4,236.45526138564293
MO,3,PJM_COMD,Battery,1,209.26811071652264
MO,3,PJM_COMD,Battery,2,369.54463995392007
MO,3,PJM_COMD,Battery,3,347.9905680499925
MO,3,PJM_COMD,Battery,4,1540.243587324998
MO,3,PJM_COMD,NG-CC-CCS,1,3660.396360101202
MO,3,PJM_COMD,NG-CC-CCS,2,0.0
MO,3,PJM_COMD,NG-CC-CCS,3,0.0
MO,3,PJM_COMD,NG-CC-CCS,4,0.0
MO,3,PJM_COMD,NG-CT,1,7545.422419463086
