942.0271756,435.8568206,202.0362433,157.1635742,129.1548803,563.4225477,91.07877444,128.7722726,2161.430306,1359,990,1033.2,108,761.4,243,728.1,2328.3
1173.35536,490.495162,189.1172875,315.8073396,306.547566,654.5759489,153.2435715,202.5341312,2180.590078,1359,984.489957,1033.2,108,761.4,243,728.1,2328.3
1214.912694,548.8444349,146.0587068,398.5822074,634.4129393,703.677185,248.3048622,312.6604285,2077.82291,1359,990,1033.2,108,761.4,243,728.1,2328.3
1374.716566,628.7259243,88.68190584,502.5937924,1225.10279,749.5746299,356.8762689,522.4678103,1840.892953,679.5,495,516.6,54,380.7,121.5,364.05,1164.15
1306.910279,551.7722616,31.46451675,556.1119922,1411.968672,739.8895687,287.2422264,586.6665183,1448.232139,1359,990,1033.2,108,761.4,243,728.1,2328.3
1271.008518,482.6831868,5.651575779,585.0997877,1471.169148,703.3708966,426.6011333,578.4741453,1181.29819,1359,990,1033.2,108,761.4,243,728.1,2328.3
1271.909676,397.9097634,40.56974994,408.5784511,1482.988921,658.7986888,397.5149825,589.5950527,989.4672537,1359,990,1033.2,108,761.4,243,728.1,2328.3
1222.409176,295.8622215,168.6121722,484.9368896,1479.515208,675.4035754,288.2671778,603.2445185,817.5505761,1359,990,1033.2,108,761.4,243,728.1,2328.3
1092.231375,171.5120823,237.6217206,431.2796287,1268.081045,711.4512467,236.7757109,599.6655221,660.2583546,1359,990,1033.2,108,761.4,243,728.1,2328.3
787.8036418,50.09284596,309.4770328,311.7354153,964.9354433,621.0832569,109.6932374,586.6563629,499.1382849,1359,990,1033.2,108,761.4,243,728.1,2328.3
425.3058831,35.68346355,374.6629306,351.8936464,647.1916418,394.5121365,120.189048,459.5129677,472.9945831,1359,990,1033.2,108,761.4,243,728.1,2328.3
178.3250041,12.08366273,409.5203764,368.1870967,501.1386437,133.5057519,90.80024491,338.187135,582.8522988,1359,990,1033.2,108,761.4,241.774413,725.866385,2328.3
78.57401295,4.933159074,422.3710569,301.7925193,383.732873,33.99396569,59.3534344,194.3010731,505.007803,1359,985.314479,1032.80981,108,761.4,243,727.661156,2321.97424
37.90015684,28.49087551,406.997231,241.5102311,305.3250928,10.47471322,26.02442457,88.34029441,499.8370625,1339.0658,977.474124,1019.9157,108,761.4,241.756728,714.577181,2311.01873
26.74795915,77.91484928,422.0850329,201.7908023,220.3643578,5.792908318,3.472836831,52.60946076,509.3147964,1344.87086,975.440398,1013.47356,108,761.4,240.698069,720.329303,2292.89564
35.58875958,126.8759962,450.0439478,172.5080983,166.4436446,11.15524707,0.641139371,25.18178587,611.2536731,1237.01745,914.609198,1008.35622,107.551977,758.241437,231.142138,695.179427,2117.64784
42.56357536,156.690344,450.0439478,141.9986815,135.176056,29.87716151,0,21.9065386,817.3090241,1110.95349,909.539891,922.920178,105.991807,747.242238,186.24235,541.246436,1924.83468
134.3926253,180.319749,450.0439478,168.0820716,114.0790945,26.52751453,6.900979723,27.58437941,1238.181721,1074.32391,730.994387,764.195305,96.0722978,677.309699,162.838451,504.851407,1492.50782
386.6799109,306.5990907,450.0439478,226.8058116,114.7389891,20.40403115,17.32833727,9.587017909,1686.274381,710.642465,620.95804,568.973458,84.111212,592.984045,118.882783,328.635554,903.567915
555.866352,550.3150974,450.0439478,360.5735042,138.26516,123.4124009,62.97387989,1.282205897,2025.687167,641.820778,455.234224,458.494749,65.0877757,458.868819,71.0201265,189.701458,588.959613
738.5881373,767.8702782,450.0439478,448.7571238,105.8844843,305.5011766,86.51463769,9.620644295,2200.449555,408.192756,272.348344,272.364444,24.5500805,173.078067,35.8305925,121.979917,167.827093
1023.580763,857.9486105,450.0439478,543.1576236,102.7946107,482.6795248,154.3531695,17.04864029,2273.886629,258.509829,170.83895,198.986481,12.8333941,90.4754284,22.7258472,108.129432,101.482135
1297.748327,861.4259147,450.0439478,594.5754189,158.0304241,622.4051259,245.0323567,50.06010603,2283.217685,306.379292,146.94805,236.341041,11.5128902,81.1658762,16.6373214,59.3087252,93.1139047
1493.720126,871.9624326,450.0439478,587.3755075,317.8990196,650.2236925,334.8836763,185.666023,2264.356586,237.142042,222.713379,236.10393,14.1329718,99.6374512,22.152796,80.7039496,112.386508
1598.983252,894.4881536,446.4730901,743.5001879,1487.833682,750.9044379,447.157092,603.2461296,2386.003358,1359,990,1031.87725,107.200294,755.762071,234.714526,714.354591,1362.90629
1603.954761,893.7797834,448.6249703,744.0303152,1487.783471,759.6669784,437.2938531,602.753286,2388.476506,1359,990,1033.2,108,761.4,232.378124,703.863958,1473.2283
1633.83166,883.4197851,333.8345061,738.7624315,1487.828103,759.6748817,424.9589226,602.155216,2382.075423,1359,990,1033.2,107.344194,756.776565,237.156517,728.1,1530.78599
1645.453434,890.8914684,224.2243593,742.0619627,1487.786255,757.2671572,368.1479934,574.4158004,2376.247343,1359,990,1033.2,107.725462,759.464507,238.946948,716.639073,1736.70265
1642.838426,892.9290792,126.037191,744.0504889,1483.246883,757.4264436,365.6475835,569.6308261,2383.748184,1359,990,1033.2,108,761.4,243,715.452348,1662.05173
1628.181381,877.8425969,91.08943044,721.1754798,1482.852001,758.7862408,394.4150207,601.1268411,2346.286465,1359,990,1033.2,108,761.4,243,728.1,1950.98356
1629.127342,876.789669,75.23642386,742.4170684,1460.56173,757.546871,394.554918,603.0391341,2387.000001,1359,990,1033.2,108,761.4,243,728.1,1988.37063
1586.264022,876.3119403,40.9127236,744.0504889,1453.702554,756.6972175,398.7994009,598.4578146,2314.331315,1334.72259,948.191997,1032.12937,106.180535,748.572775,243,728.1,2257.33321
1410.287232,827.7179479,16.06989199,677.9896138,1340.561422,675.292965,242.2252223,447.4522066,2187.311555,1241.97708,948.36271,1000.59374,93.1572239,656.758428,234.914984,718.163169,1760.92236
1156.772538,789.6176221,16.93998205,654.8937666,1079.445711,586.8196018,254.3199444,320.6584677,2087.368777,1240.66492,871.124933,863.169137,91.0286721,641.752138,233.203737,590.477373,1836.01043
1121.661175,734.7381306,21.09045378,739.8152312,1047.118488,519.4002348,222.6427515,236.7397537,2065.440651,1158.49949,789.788724,588.77613,48.2458023,340.132906,180.223003,504.595662,1894.88623
1203.922853,841.9301547,37.46114168,742.4973389,1142.901228,490.3660732,245.7094117,216.8540687,2089.929745,812.098119,671.819736,566.614131,48.6090367,342.693709,139.949353,389.349121,1011.43189
1331.641132,851.5658848,59.28585769,728.9162533,1305.545214,526.928846,173.9910016,224.1293942,2150.195876,773.536696,400.491062,447.260376,36.0907316,254.439658,116.312632,307.272341,1126.36491
1417.986623,871.8059301,67.48149393,744.0504889,1089.338124,564.135528,300.4793975,205.0924897,2166.209475,519.045454,402.76068,495.703973,29.8606564,210.517628,49.6085782,193.612803,686.62927
1441.532124,885.7896591,85.66742317,744.0504889,859.7646667,731.7818448,328.0321629,158.521841,2198.43324,530.253151,391.304662,451.269524,20.8498261,146.991274,23.5318688,76.4673146,321.388346
1637.971765,872.3701357,94.74066084,744.0504889,894.8816847,753.7933722,447.1727631,178.087164,2206.526477,493.795612,384.255082,244.501997,6.85405253,48.3210704,24.6666067,58.5299076,70.05926
1608.23617,886.2969483,104.2179409,738.8521859,909.5260459,758.0932507,447.1727631,232.3785089,2167.062283,566.852606,239.983337,167.941197,8.41101773,59.297675,22.770034,67.1470807,14.165936
1613.398326,847.4021782,126.0359978,742.5527267,1106.156907,759.6296788,447.1727631,387.3566441,2138.834961,422.755504,273.338331,214.013413,18.3829234,129.59961,47.6288822,119.607276,69.8283684
1615.54978,819.850016,208.4287061,744.0504889,1329.78832,750.4598348,447.1727631,549.8440799,2239.482103,638.26881,447.76108,546.696605,25.1604123,177.380907,98.175255,289.196711,245.500545
1622.210436,865.1605962,323.0471288,744.0504889,1387.674248,757.9966604,447.1727631,587.0526344,2213.747424,880.641887,669.009924,524.481828,32.8130765,231.332189,104.845481,302.838006,437.96949
1620.142944,875.3397741,329.0861493,743.8198418,1390.019633,759.6662388,447.1727631,586.8666484,2240.998113,1086.87657,693.092454,549.721772,27.9140196,196.793838,234.394923,603.676397,1037.28211
1577.180916,891.056169,330.39369,684.2579341,1456.197962,742.1784835,447.1727631,602.8397146,2119.160987,965.850261,620.353027,551.449005,70.3265099,495.801894,214.844532,672.133324,1369.71264
1621.998378,861.6607534,356.5752497,557.4673711,1382.261091,755.3074923,444.5992299,603.2419684,2096.516864,967.503688,803.297738,882.787797,95.283407,671.74802,219.023507,667.253375,1417.18273
1590.625304,852.2324641,381.8578072,356.1746381,1392.141759,754.3717852,440.1611631,603.2294949,1934.695728,1334.59227,890.387939,998.699863,73.3086605,516.826057,216.669144,649.261155,1740.99142
869.822002,875.7934835,6.31328719,512.2654614,629.4679892,490.1880497,107.047705,65.36010872,1315.087376,94.9739995,98.0870276,102.092111,13.9797946,98.5575519,58.5525346,121.707995,1100.33733
1108.38298,845.7536103,15.17166877,573.4027443,578.036409,575.2560676,130.2168303,74.72338682,1266.964871,114.418437,102.80242,98.2579134,12.7533502,89.9111192,43.8117877,106.844402,1052.79258
1110.493264,827.6594526,18.20949827,643.7754268,469.3895112,527.1742027,162.6354681,108.7567261,1217.914086,91.0053832,89.923852,84.0737816,16.1677433,113.98259,57.8242536,149.294512,954.929327
1086.884641,838.385796,10.30814918,638.157836,381.5725127,628.4377746,161.7270531,124.4534887,1378.397644,77.1565514,87.1376208,97.3416659,16.3238383,115.08306,56.4483637,114.902678,763.023714
1199.245893,705.3767137,4.648738768,602.052217,394.0359075,646.7044308,182.38388,162.7272777,1500.927916,97.2793774,85.9729464,82.0865202,13.716348,96.7002536,48.7362076,147.087847,689.003337
