,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West,ATLSHR,OCN1,OCN2,SKPJK1,SKPJK2,MRWN,MMTM,CVOW
18,5849.433665,8328.861395,12066.23475,12241.19721,16901.21558,2246.195641,7273.526472,6951.927563,23733.94756,0,0,0,0,0,0,0,0
18,5591.358153,7883.501617,11815.93685,11617.4466,15850.46511,2140.31911,6885.72005,6594.921261,22401.04003,0,0,0,0,0,0,0,0
18,5347.187339,7534.037312,11332.89132,10998.35644,14862.57311,2051.667177,6461.036877,6298.169873,21299.70745,0,0,0,0,0,0,0,0
18,5251.634747,7276.432946,10743.57603,10548.89571,14062.52055,1948.849869,6178.624131,6051.250321,20466.49379,0,0,0,0,0,0,0,0
18,5134.817431,7089.173081,10171.09223,10291.81604,13651.99251,1909.491544,5974.676108,5912.450757,20121.2909,0,0,0,0,0,0,0,0
18,5095.746153,6962.119614,9835.942518,10182.83374,13408.73044,1912.281355,5875.205568,5863.903236,19863.04908,0,0,0,0,0,0,0,0
364,5864.291821,7123.900623,9394.498202,13670.03738,14630.79503,1937.399486,7121.964015,6240.25901,24098.75576,0,0,0,0,0,0,0,0
364,5944.274762,7166.892108,9224.549899,14054.78131,14910.75607,1971.202831,7364.639405,6357.609272,24350.50637,0,0,0,0,0,0,0,0
364,6136.867974,7441.478165,9226.317102,14605.3733,15628.00063,2037.03564,7790.113685,6734.693006,25218.97358,0,0,0,0,0,0,0,0
364,6420.41193,7871.910005,9406.763551,15389.89984,16607.97484,2159.271006,8327.992018,7205.660397,26370.49906,0,0,0,0,0,0,0,0
364,6606.908033,8270.248397,9943.571425,15784.33883,17366.23567,2270.587942,8626.346458,7523.41602,27508.98822,0,0,0,0,0,0,0,0
364,6700.723483,8427.549119,10682.30329,15658.01132,17540.75537,2308.344101,8617.57089,7634.764332,27874.45212,0,0,0,0,0,0,0,0
364,6581.130758,8566.445607,11272.13115,14920.9713,17163.45962,2323.69161,8242.892767,7538.843877,27563.8098,0,0,0,0,0,0,0,0
364,6384.069103,8612.691773,11548.61179,14113.55184,16675.51316,2308.657374,7828.259589,7420.305167,26942.68971,0,0,0,0,0,0,0,0
364,6238.523998,8583.124928,11780.7047,13493.18179,16244.58307,2287.74733,7550.237898,7247.511787,26551.97274,0,0,0,0,0,0,0,0
364,6089.004584,8475.343048,11956.52728,13061.55533,16079.03557,2258.86511,7461.020095,7128.022019,26110.01659,0,0,0,0,0,0,0,0
364,6001.960164,8468.872658,11997.47939,12789.90794,16055.14196,2246.615915,7333.116678,7026.238903,26044.69878,0,0,0,0,0,0,0,0
364,5939.037859,8390.871084,11874.14264,12768.41846,16120.46056,2216.508883,7264.339017,6918.08091,25946.20005,0,0,0,0,0,0,0,0
364,5993.679389,8383.475705,11793.30502,12969.56372,16507.82099,2217.246734,7433.39406,6938.251193,25659.48887,0,0,0,0,0,0,0,0
364,6119.396496,8512.832773,11709.01443,13352.81304,17448.66108,2263.605602,7797.799253,7192.734031,26112.36374,0,0,0,0,0,0,0,0
364,6366.997151,8875.53681,11721.3777,13980.84593,18825.50265,2350.365638,8217.850601,7583.044579,27283.77454,0,0,0,0,0,0,0,0
364,6444.617743,8922.442422,12112.72212,14019.55772,18922.12609,2359.491327,8220.177791,7613.192238,27434.8323,0,0,0,0,0,0,0,0
364,6394.147815,8764.359583,12289.12184,13836.62365,18660.12899,2335.651981,8050.681427,7521.718636,26971.25356,0,0,0,0,0,0,0,0
364,6265.955919,8574.111198,12001.10622,13535.9345,18161.80655,2303.657206,7838.166706,7359.621596,26278.56346,0,0,0,0,0,0,0,0
364,6035.359605,8286.278754,11698.73593,13082.53843,17477.53913,2241.341742,7551.649127,7115.885899,25502.60849,0,0,0,0,0,0,0,0
364,5862.273773,7892.478968,11415.18218,12509.33873,16468.11111,2134.906917,7197.506687,6750.071588,24251.27842,0,0,0,0,0,0,0,0
364,5649.31796,7484.286702,10987.6331,11960.71494,15390.05277,2060.360411,6823.575509,6390.822463,23283.97129,0,0,0,0,0,0,0,0
364,5466.674245,7094.048819,10373.36901,11510.13561,14478.27778,1959.42345,6526.493287,6132.959579,20683.43662,0,0,0,0,0,0,0,0
364,5348.922876,6836.056991,9771.899176,11234.31508,13974.53335,1915.813446,6324.154309,5972.413894,20036.11512,0,0,0,0,0,0,0,0
364,5273.649105,6666.864317,9321.510058,11108.79744,13621.51716,1897.211666,6236.356379,5903.786029,19523.37566,0,0,0,0,0,0,0,0
109,4849.742936,6719.869392,8488.359148,9846.52418,12441.45046,1858.412207,5583.634379,5412.335695,18276.72401,0,0,0,0,0,0,0,0
109,5077.454327,7094.386412,8561.694809,10489.9695,13316.14395,1937.76895,6011.914886,5834.39037,19559.90165,0,0,0,0,0,0,0,0
109,5431.160796,7598.385743,8794.330802,11354.72405,14478.85344,2072.841562,6584.130323,6465.179904,21532.54248,0,0,0,0,0,0,0,0
109,5629.060176,7932.008262,9449.474757,11681.15263,15041.88541,2181.276863,6827.403658,6737.788214,22393.703,0,0,0,0,0,0,0,0
109,5625.395025,8080.851068,10134.65857,11428.76104,14877.51936,2201.47921,6851.408658,6692.778432,22624.81974,0,0,0,0,0,0,0,0
109,5634.289175,8166.194735,10799.72949,11288.6622,14779.35645,2205.380641,6780.826582,6591.605374,22805.60609,0,0,0,0,0,0,0,0
109,5600.094998,8258.742876,11009.82668,11212.36046,14635.23515,2217.024138,6710.135957,6562.455698,22890.4116,0,0,0,0,0,0,0,0
109,5552.806136,8208.61446,11079.55118,11216.85468,14474.70263,2180.248314,6649.020989,6471.401491,22837.95198,0,0,0,0,0,0,0,0
109,5465.293582,8163.129228,11045.90507,11223.78694,14329.74851,2167.952862,6611.007001,6412.38475,22758.14057,0,0,0,0,0,0,0,0
109,5436.893027,8166.873437,10993.90428,11194.25663,14285.77204,2146.717429,6676.061873,6379.631114,22718.21593,0,0,0,0,0,0,0,0
109,5417.020781,8068.034147,10952.29524,11187.4848,14285.02477,2122.041231,6627.502051,6290.560119,22564.28474,0,0,0,0,0,0,0,0
109,5401.988266,7963.376144,10953.41372,11139.34152,14346.53715,2073.934882,6652.583349,6234.316676,22367.64937,0,0,0,0,0,0,0,0
109,5479.543356,7861.675539,10861.2072,11259.19897,14640.64706,2066.126866,6701.837535,6236.438925,22447.4537,0,0,0,0,0,0,0,0
109,5496.550061,7849.083513,10803.7513,11414.43592,15013.49459,2050.276326,6861.213916,6257.556635,22628.00566,0,0,0,0,0,0,0,0
109,5597.015125,7856.950464,10742.41385,11572.2003,15324.65304,2078.413357,6863.193904,6273.289624,22809.07715,0,0,0,0,0,0,0,0
109,5686.540138,7957.346309,10736.33005,11824.59382,15832.82751,2104.514587,6998.611063,6369.829548,22977.89198,0,0,0,0,0,0,0,0
109,5811.622871,8131.468066,10740.3899,12084.7444,16309.46542,2154.476336,7154.025566,6529.821812,23387.12646,0,0,0,0,0,0,0,0
109,5655.927513,7955.043497,10919.39251,11637.72763,15663.0596,2123.690254,6889.417428,6277.073349,22816.83432,0,0,0,0,0,0,0,0
109,5345.883099,7532.906402,11036.32961,10977.82162,14627.93346,2007.064393,6418.337047,5892.562029,21582.58943,0,0,0,0,0,0,0,0
109,5110.232619,7130.166653,10638.88969,10321.45167,13606.84256,1902.291697,6001.771658,5596.238358,20336.74327,0,0,0,0,0,0,0,0
109,4950.172417,6832.744031,10008.79896,9888.368276,12890.70281,1859.31148,5668.489138,5304.901939,19390.58035,0,0,0,0,0,0,0,0
109,4839.569232,6584.89172,9440.837124,9616.127922,12464.27199,1805.395918,5468.990208,5173.454349,18869.42155,0,0,0,0,0,0,0,0
109,4795.576346,6401.457554,9022.12836,9514.894453,12247.0129,1767.161974,5397.115523,5133.172727,18603.10321,0,0,0,0,0,0,0,0
109,4784.895352,6409.979044,8777.639335,9493.313253,12222.88622,1775.361853,5368.949158,5138.535333,18526.16769,0,0,0,0,0,0,0,0
