,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West,ATLSHR,OCN1,OCN2,SKPJK1,SKPJK2,MRWN,MMTM,CVOW
246,6844.819724,9244.054179,11716.04703,16435.68282,22007.58169,2312.091591,9745.263886,7705.508638,27975.97699,0,0,0,0,0,0,0,0
246,6660.857728,9206.889521,11664.37263,15868.93563,21500.95293,2300.208807,9414.07104,7567.660828,27673.77223,0,0,0,0,0,0,0,0
246,6394.07912,8911.405713,11805.88934,15118.73927,20508.27879,2221.697082,8955.679168,7251.858838,26700.17035,0,0,0,0,0,0,0,0
246,6085.983176,8434.637633,11624.46193,14179.1376,19341.07138,2135.605232,8412.537318,6883.679467,25250.54492,0,0,0,0,0,0,0,0
246,5841.858542,7950.882614,11231.07651,13361.99899,18079.75632,2026.670837,7917.366573,6428.86194,23543.91963,0,0,0,0,0,0,0,0
246,5542.190161,7511.214408,10586.28958,12609.3062,16927.37447,1936.791081,7458.050014,6098.038808,22026.01371,0,0,0,0,0,0,0,0
246,5333.302501,7168.91046,10004.2515,12055.03058,16033.26534,1883.167781,7089.756331,5859.866161,20981.66073,0,0,0,0,0,0,0,0
246,5232.006405,6938.706948,9446.181092,11674.04752,15397.51017,1839.062362,6847.78492,5692.30638,20393.70918,0,0,0,0,0,0,0,0
246,5105.16005,6798.817486,9109.412159,11425.66961,14985.23308,1809.581521,6701.958088,5581.988544,19812.82106,0,0,0,0,0,0,0,0
18,5193.764964,7019.28079,9272.010124,10517.96619,13276.34405,1910.205321,6059.508693,5826.639531,20149.87446,0,0,0,0,0,0,0,0
18,5274.007325,7084.307433,9149.754488,10794.24251,13552.95397,1956.386783,6230.218725,5968.643435,20454.80749,0,0,0,0,0,0,0,0
18,5525.414874,7458.501658,9232.318028,11465.28598,14342.77776,2033.594479,6687.274841,6369.595836,21734.09784,0,0,0,0,0,0,0,0
18,5869.02092,8055.136654,9462.028281,12506.93099,15854.71353,2206.33279,7336.037178,7009.399906,23665.46333,0,0,0,0,0,0,0,0
18,6104.802606,8561.440628,10189.44685,13025.87939,16792.03272,2317.017039,7687.273814,7307.646946,25021.50452,0,0,0,0,0,0,0,0
18,6070.203712,8623.240593,11138.78963,12902.43928,17016.97778,2351.470195,7695.142156,7350.995511,25060.32408,0,0,0,0,0,0,0,0
18,6108.303141,8662.339368,11836.93162,12539.66864,17008.21012,2369.068592,7541.058813,7323.624206,24951.34925,0,0,0,0,0,0,0,0
18,6010.269458,8658.737541,11887.29233,12179.00618,16747.30297,2364.424436,7365.128372,7305.678072,24779.79659,0,0,0,0,0,0,0,0
18,5980.972742,8549.503117,11872.82151,11959.25166,16292.75656,2354.485438,7244.469018,7243.039906,24383.74801,0,0,0,0,0,0,0,0
18,5913.066317,8473.431937,11898.39092,11755.46142,16109.20712,2309.725136,7172.489196,7146.102794,24162.84132,0,0,0,0,0,0,0,0
18,5782.507705,8480.213248,11902.93454,11648.61302,16038.83178,2300.098789,7065.81157,7097.820148,24034.25346,0,0,0,0,0,0,0,0
18,5724.062511,8375.822174,11850.63958,11535.77085,16026.22807,2251.825944,7023.939409,6980.476432,23777.05216,0,0,0,0,0,0,0,0
18,5704.504967,8334.3972,11798.63754,11582.99051,16201.71549,2247.996836,7035.529375,6958.1319,23589.42789,0,0,0,0,0,0,0,0
18,5824.22369,8435.439746,11618.57078,11873.91872,16781.3949,2249.952194,7252.083983,7096.851305,23876.81841,0,0,0,0,0,0,0,0
18,6033.970868,8731.274037,11530.46695,12619.26,17990.35437,2341.000042,7714.890162,7437.800269,24587.34356,0,0,0,0,0,0,0,0
18,6204.118421,8930.552035,11816.67064,13085.32148,18324.02326,2367.768674,7891.240171,7505.912602,25252.40492,0,0,0,0,0,0,0,0
18,6206.693552,8822.625852,12349.34295,13015.75718,18127.38151,2364.181659,7786.473438,7428.320199,25159.3474,0,0,0,0,0,0,0,0
18,6045.288838,8636.442273,12272.90929,12748.41471,17620.10493,2324.472791,7605.229019,7241.269263,24627.13708,0,0,0,0,0,0,0,0
