latitude,node,unit,ave_marg_damages_isrm_LePeule,status,fuel,longitude,zone,tech,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
39.53305,9,Existing NG-CC 985,1.390103444,Existing,Gas,-81.71694,PJM_West,NG-CC,7728.0,2677079.9974506004,3061619.90061309,MO OPOI
39.53333,9,Existing NG-CC 984,1.418876091,Existing,Gas,-81.71694,PJM_West,NG-CC,7728.0,2677079.9974506004,3124989.939029106,MO OPOI
39.5798,9,Existing NG-CC 962,7.338844988,Existing,Gas,-81.6571,PJM_West,NG-CC,7402.171403641518,2474883.558825572,14942569.650769504,MO OPOI
39.5798,9,Existing NG-CC 963,7.366743142,Existing,Gas,-81.6571,PJM_West,NG-CC,7160.0,2378014.997453725,14412287.616016267,MO OPOI
39.5798,9,Existing NG-CC 964,7.352794065,Existing,Gas,-81.6571,PJM_West,NG-CC,25049.82793482224,8374641.165025106,44964233.91071831,MO OPOI
39.73872,5,Existing NG-CC 991,31.46051817,Existing,Gas,-76.30826,PJM_EMAC,NG-CC,3616.0,885919.9979462251,19637680.610075753,MO OPOI
39.73872,5,Existing NG-CC 992,26.96637334,Existing,Gas,-76.30826,PJM_EMAC,NG-CC,3904.0,956479.99778265,18173067.973889686,MO OPOI
39.73872,5,Existing NG-CC 993,31.14855732,Existing,Gas,-76.30826,PJM_EMAC,NG-CC,3904.0,956479.99778265,20991508.28803882,MO OPOI
39.73872,5,Existing NG-CC 994,29.85848294,Existing,Gas,-76.30826,PJM_EMAC,NG-CC,12717.3333332,3176979.9928415,54825185.745310225,MO OPOI
39.74564767,5,Existing NG-CC 453,18.39028323,Existing,Gas,-75.50444433,PJM_EMAC,NG-CC,2618.0,628319.99849465,9506312.889291836,MO OPOI
39.74564767,5,Existing NG-CC 457,10.12751862,Existing,Gas,-75.506389,PJM_EMAC,NG-CC,15620.86117662753,5245417.112235428,38557552.68731952,MO OPOI
39.806687,5,Existing NG-CC 1035,7.859726755,Existing,Gas,-75.422206,PJM_EMAC,NG-CC,8484.357593078605,3008447.733782848,19453274.83444216,MO OPOI
39.806687,5,Existing NG-CC 1036,8.166343395,Existing,Gas,-75.422206,PJM_EMAC,NG-CC,8769.599999999999,3103159.4973097425,20848486.846107893,MO OPOI
39.806687,5,Existing NG-CC 1037,8.29786429,Existing,Gas,-75.422206,PJM_EMAC,NG-CC,8448.0,2989359.9974084,20407384.637018237,MO OPOI
39.806687,5,Existing NG-CC 1038,8.107978147,Existing,Gas,-75.422206,PJM_EMAC,NG-CC,28337.95340337866,9981285.527936935,59475680.74717227,MO OPOI
39.841001,5,Existing NG-CC 1118,12.59769993,Existing,Gas,-75.220256,PJM_EMAC,NG-CC,22697.44252915326,7171559.818720812,56032532.02019358,MO OPOI
39.841001,5,Existing NG-CC 1119,12.56593167,Existing,Gas,-75.220256,PJM_EMAC,NG-CC,22954.82104703383,7281138.932869627,56697797.50836376,MO OPOI
39.8589,1,Existing NG-CC 988,3.192184906,Existing,Gas,-79.9181,PJM_AP,NG-CC,6611.999999999992,2128889.997446547,5590930.130045193,MO OPOI
39.85905,1,Existing NG-CC 990,3.348843429,Existing,Gas,-79.91815,PJM_AP,NG-CC,35253.90077869297,11240767.894868018,24514609.07415752,MO OPOI
39.8592,1,Existing NG-CC 989,3.505501953,Existing,Gas,-79.9182,PJM_AP,NG-CC,6264.0,1946189.99736825,5612783.016692398,MO OPOI
39.86248,5,Existing NG-CC 843,17.93124232,Existing,Gas,-75.33577,PJM_EMAC,NG-CC,2367.4,568175.998638745,8381776.327352759,MO OPOI
39.86248,5,Existing NG-CC 844,18.15903418,Existing,Gas,-75.33577,PJM_EMAC,NG-CC,2367.4,568175.998638745,8488255.308877762,MO OPOI
39.86248,5,Existing NG-CC 845,18.04513825,Existing,Gas,-75.33577,PJM_EMAC,NG-CC,8504.4,2148479.995261035,27407858.55571346,MO OPOI
39.86916,8,Existing NG-CC 1050,10.20320074,Existing,Gas,-77.16722,PJM_WMAC,NG-CC,5814.0,1833704.997578775,15392483.7393781,MO OPOI
39.87165333,8,Existing NG-CC 1053,9.864313262,Existing,Gas,-77.16694,PJM_WMAC,NG-CC,41543.959990395175,14564313.981820058,93861745.66644709,MO OPOI
39.8729,8,Existing NG-CC 1051,9.051536797,Existing,Gas,-77.1668,PJM_WMAC,NG-CC,7301.148084287295,2576207.7419882636,19184302.156671796,MO OPOI
39.8729,8,Existing NG-CC 1052,10.33820225,Existing,Gas,-77.1668,PJM_WMAC,NG-CC,5814.0,1833704.997578775,15596146.158693247,MO OPOI
39.918222,5,Existing NG-CC 633,40.42742977,Existing,Gas,-75.118141,PJM_EMAC,NG-CC,717.2,172127.99958761001,5724933.635494422,MO OPOI
40.062369,5,Existing NG-CC 722,39.31088066,Existing,Gas,-74.168576,PJM_EMAC,NG-CC,876.7,210407.9994958975,6804838.525587645,MO OPOI
40.09285,9,Existing NG-CC 947,8.825121559,Existing,Gas,-82.02727,PJM_West,NG-CC,19154.300000000003,6372366.493189143,36632875.54534071,MO OPOI
40.09285,9,Existing NG-CC 948,8.88857821,Existing,Gas,-82.02727,PJM_West,NG-CC,18996.0,6309046.493244548,36612017.88108699,MO OPOI
40.09285,9,Existing NG-CC 949,8.856849885,Existing,Gas,-82.02727,PJM_West,NG-CC,35814.3832922239,11971117.304253995,62262825.80587052,MO OPOI
40.14695,5,Existing NG-CC 928,6.3125208,Existing,Gas,-74.74249,PJM_EMAC,NG-CC,8966.999999999942,3204329.997346469,16641131.839769255,MO OPOI
40.14695,5,Existing NG-CC 929,6.419729684,Existing,Gas,-74.74249,PJM_EMAC,NG-CC,9359.0,3344409.9972305,17663593.36670379,MO OPOI
40.14695,5,Existing NG-CC 930,6.360245321,Existing,Gas,-74.74249,PJM_EMAC,NG-CC,9702.0,3466979.997129,18141283.358057857,MO OPOI
40.14695,5,Existing NG-CC 931,6.508559264,Existing,Gas,-74.74249,PJM_EMAC,NG-CC,9702.0,3466979.997129,18564318.182993006,MO OPOI
40.14695,5,Existing NG-CC 932,6.366125242,Existing,Gas,-74.74249,PJM_EMAC,NG-CC,37925.999999999935,13520489.988628618,56500585.12052088,MO OPOI
40.14695,5,Existing NG-CC 933,6.434402293,Existing,Gas,-74.74249,PJM_EMAC,NG-CC,37483.93393066522,13314177.080524692,56436079.23794768,MO OPOI
40.3509,8,Existing NG-CC 936,14.81925424,Existing,Gas,-76.3658,PJM_WMAC,NG-CC,13182.0,3820582.9938703696,40558336.518529214,MO OPOI
40.42083,8,Existing NG-CC 808,11.75631665,Existing,Gas,-75.9375,PJM_WMAC,NG-CC,5335.999999999996,1526279.997497599,14762105.046471775,MO OPOI
40.42083,8,Existing NG-CC 809,11.77948633,Existing,Gas,-75.9375,PJM_WMAC,NG-CC,5184.972345795797,1490033.3605754324,14439932.005402904,MO OPOI
40.42083,8,Existing NG-CC 810,11.76790149,Existing,Gas,-75.9375,PJM_WMAC,NG-CC,11974.399999999992,3593255.494798618,30509988.05345827,MO OPOI
40.545,1,Existing NG-CC 1026,11.40922873,Existing,Gas,-79.76917,PJM_AP,NG-CC,4342.0,1163989.9978081249,10925676.543765279,MO OPOI
40.545,1,Existing NG-CC 1027,9.758405555,Existing,Gas,-79.76917,PJM_AP,NG-CC,5511.0,1604869.9973614,12884320.666639367,MO OPOI
40.545,1,Existing NG-CC 1028,10.58381714,Existing,Gas,-79.76917,PJM_AP,NG-CC,17665.87526545241,5317834.506485463,36357803.9163217,MO OPOI
40.61842,8,Existing NG-CC 1020,9.493148215,Existing,Gas,-75.313775,PJM_WMAC,NG-CC,5821.308673455213,2015468.467462102,15740882.356036127,MO OPOI
40.61842,8,Existing NG-CC 1022,9.493148215,Existing,Gas,-75.313775,PJM_WMAC,NG-CC,27359.916021323417,9596679.836449543,59634568.80196756,MO OPOI
40.624411,5,Existing NG-CC 146,19.86409061,Existing,Gas,-74.211871,PJM_EMAC,NG-CC,13827.19999999996,3530703.9925380675,42988416.78770622,MO OPOI
40.624411,5,Existing NG-CC 147,19.85026591,Existing,Gas,-74.211871,PJM_EMAC,NG-CC,2071.3,497111.9988090025,8118267.893242261,MO OPOI
40.624411,5,Existing NG-CC 148,19.8779153,Existing,Gas,-74.211871,PJM_EMAC,NG-CC,2071.3,497111.9988090025,8129575.810028991,MO OPOI
40.624411,5,Existing NG-CC 149,19.43511979,Existing,Gas,-74.211871,PJM_EMAC,NG-CC,14512.206161851447,3705162.770611509,44735177.202406675,MO OPOI
40.624411,5,Existing NG-CC 150,19.3843234,Existing,Gas,-74.211871,PJM_EMAC,NG-CC,2636.2000000000003,632687.998484185,10089811.363714624,MO OPOI
40.624411,5,Existing NG-CC 151,19.48591618,Existing,Gas,-74.211871,PJM_EMAC,NG-CC,2376.3186690893385,570316.479215058,9142807.048550619,MO OPOI
40.73799,5,Existing NG-CT 139,84.30951116,Existing,Gas,-74.097155,PJM_EMAC,NG-CT,219.36380374907503,52647.31277364382,1756532.1279209896,MO OPOI
40.8022,8,Existing NG-CC 1012,9.956977323,Existing,Gas,-75.1072,PJM_WMAC,NG-CC,8082.59997115992,2738695.5469029583,22434380.288142357,MO OPOI
40.8022,8,Existing NG-CC 1013,10.01388295,Existing,Gas,-75.1072,PJM_WMAC,NG-CC,7732.599999999999,2557415.99714271,21069134.321476854,MO OPOI
40.8022,8,Existing NG-CC 1014,9.985430136,Existing,Gas,-75.1072,PJM_WMAC,NG-CC,29444.85405535565,10231500.369508112,66191770.16713187,MO OPOI
40.8396,5,Existing NG-CC 125,95.1056135,Existing,Gas,-74.025002,PJM_EMAC,NG-CC,1241.0999999999692,297863.99928636005,23305958.642082535,MO OPOI
40.8396,5,Existing NG-CC 126,94.45324995,Existing,Gas,-74.025002,PJM_EMAC,NG-CC,1241.1000000000001,297863.9992863675,23146094.703916073,MO OPOI
40.8396,5,Existing NG-CC 127,94.77943172,Existing,Gas,-74.025002,PJM_EMAC,NG-CC,4491.599999999993,1115807.9974705183,74874802.95758496,MO OPOI
41.201997,8,Existing NG-CC 346,11.42180143,Existing,Gas,-76.070093,PJM_WMAC,NG-CC,3159.532492958546,949178.9958119028,7818585.35817971,MO OPOI
41.201997,8,Existing NG-CC 347,10.61978306,Existing,Gas,-76.070093,PJM_WMAC,NG-CC,4122.499999999999,1379582.4985074122,10543448.771797849,MO OPOI
41.20334,8,Existing NG-CT 1089,24.75900568,Existing,Gas,-76.06848,PJM_WMAC,NG-CT,1.6342482922482304e-13,6.075140385757293e-11,1.2374632818034644e-09,MO OPOI
41.37778,2,Existing NG-CC 1023,8.079041113,Existing,Gas,-83.1655,PJM_ATSI,NG-CC,57976.79999999999,19596503.479751255,92029172.98839287,MO OPOI
41.37778,2,Existing NG-CC 1024,6.619972007,Existing,Gas,-83.1655,PJM_ATSI,NG-CC,21492.036480957508,7296367.144980799,31555668.977382198,MO OPOI
41.37778,2,Existing NG-CC 1025,9.538110219,Existing,Gas,-83.1655,PJM_ATSI,NG-CC,19253.35111708585,6392899.344817078,39804726.741413705,MO OPOI
41.41324667,3,Existing NG-CC 830,13.44148982,Existing,Gas,-88.33022667,PJM_COMD,NG-CC,7254.0,2759929.99808575,27079928.397672154,MO OPOI
41.48058,3,Existing NG-CC 790,13.75738347,Existing,Gas,-88.25838,PJM_COMD,NG-CC,7840.0,2910399.998052,32940586.54514414,MO OPOI
41.48058,3,Existing NG-CC 794,13.75738347,Existing,Gas,-88.25838,PJM_COMD,NG-CC,13274.290547662955,5054091.21560668,50292566.94489854,MO OPOI
41.4806,3,Existing NG-CC 791,10.95323383,Existing,Gas,-88.25748,PJM_COMD,NG-CC,9639.500643828847,3693972.790310575,33287321.833128612,MO OPOI
41.4806,3,Existing NG-CC 795,10.95323383,Existing,Gas,-88.25748,PJM_COMD,NG-CC,15347.578176688457,5874173.423893886,47125630.63240235,MO OPOI
41.48061,3,Existing NG-CC 792,13.69802891,Existing,Gas,-88.25705,PJM_COMD,NG-CC,8491.005223833783,3208309.8312066686,36155734.1396691,MO OPOI
41.48061,3,Existing NG-CC 796,13.69802891,Existing,Gas,-88.25705,PJM_COMD,NG-CC,14267.281949303548,5429231.417530816,54170900.43335163,MO OPOI
41.48064,3,Existing NG-CC 793,12.27134763,Existing,Gas,-88.25614,PJM_COMD,NG-CC,9119.49753727423,3496996.6107901125,35304517.004283,MO OPOI
41.48064,3,Existing NG-CC 797,12.27134763,Existing,Gas,-88.25614,PJM_COMD,NG-CC,14655.843864611548,5578408.95451112,49954759.16291092,MO OPOI
41.71217,3,Existing NG-CC 807,7.729298667,Existing,Gas,-90.27933,PJM_COMD,NG-CC,25853.26965469748,9934553.80942788,56291541.21344502,MO OPOI
41.774885,3,Existing NG-CC 801,8.098491983,Existing,Gas,-89.6075,PJM_COMD,NG-CC,35168.77573392407,13578392.946918562,71469778.82553203,MO OPOI
41.774885,3,Existing NG-CC 803,8.098491983,Existing,Gas,-89.6075,PJM_COMD,NG-CC,32771.2898843009,12600961.984259289,61254840.05096537,MO OPOI
41.774895,3,Existing NG-CC 802,8.229878788,Existing,Gas,-89.606175,PJM_COMD,NG-CC,34247.963602169904,13159423.42779914,70153304.18704598,MO OPOI
41.774895,3,Existing NG-CC 804,8.229878788,Existing,Gas,-89.606175,PJM_COMD,NG-CC,31677.8374674732,12126970.782110734,59860955.40620485,MO OPOI
