node,tech,latitude,zone,unit,status,longitude,fuel,ave_marg_damages_isrm_LePeule,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
5,NG-CC,39.806687,PJM_EMAC,Existing NG-CC 1037,Existing,-75.422206,Gas,8.29786429,9680.0,2647039.999999999,18070477.786684837,MO EM190
5,NG-CC,39.806687,PJM_EMAC,Existing NG-CC 1038,Existing,-75.422206,Gas,8.107978147,32482.0,8868479.999999996,52822685.99182831,MO EM190
5,NG-CC,39.841001,PJM_EMAC,Existing NG-CC 1118,Existing,-75.220256,Gas,12.59769993,31468.671924888622,8449031.577466581,69503323.76568449,MO EM190
5,NG-CC,39.841001,PJM_EMAC,Existing NG-CC 1119,Existing,-75.220256,Gas,12.56593167,31660.55309896049,8507626.99166735,69765783.91087717,MO EM190
5,NG-CC,39.86248,PJM_EMAC,Existing NG-CC 843,Existing,-75.33577,Gas,17.93124232,6256.7,1613213.9999999993,23798257.843607515,MO EM190
5,NG-CC,39.86248,PJM_EMAC,Existing NG-CC 844,Existing,-75.33577,Gas,18.15903418,6087.599999999999,1559101.9999999993,23292176.8259985,MO EM190
5,NG-CC,39.86248,PJM_EMAC,Existing NG-CC 845,Existing,-75.33577,Gas,18.04513825,17528.90061831334,4552912.197860266,59743959.312270604,MO EM190
5,NG-CC,39.918222,PJM_EMAC,Existing NG-CC 633,Existing,-75.118141,Gas,40.42742977,1108.4,309047.9999999999,10278858.142900504,MO EM190
5,NG-CC,40.062369,PJM_EMAC,Existing NG-CC 722,Existing,-74.168576,Gas,39.31088066,1354.9,377777.9999999999,12217778.291122299,MO EM190
5,NG-CC,40.14695,PJM_EMAC,Existing NG-CC 928,Existing,-74.74249,Gas,6.3125208,10247.999999999993,2807219.9999999967,14578809.973355526,MO EM190
5,NG-CC,40.14695,PJM_EMAC,Existing NG-CC 929,Existing,-74.74249,Gas,6.419729684,10696.0,2929939.999999999,15474558.67901868,MO EM190
5,NG-CC,40.14695,PJM_EMAC,Existing NG-CC 930,Existing,-74.74249,Gas,6.360245321,11088.0,3037319.9999999986,15893048.94020883,MO EM190
5,NG-CC,40.14695,PJM_EMAC,Existing NG-CC 931,Existing,-74.74249,Gas,6.508559264,10890.0,2977919.9999999986,15945593.70093808,MO EM190
5,NG-CC,40.14695,PJM_EMAC,Existing NG-CC 932,Existing,-74.74249,Gas,6.366125242,42311.99999999998,11553239.999999987,48524025.383298,MO EM190
5,NG-CC,40.14695,PJM_EMAC,Existing NG-CC 933,Existing,-74.74249,Gas,6.434402293,42116.53386638096,11492963.664386248,48778883.95784113,MO EM190
5,NG-CC,40.624411,PJM_EMAC,Existing NG-CC 146,Existing,-74.211871,Gas,19.86409061,23909.4192988411,6282598.175629166,83471880.7854203,MO EM190
5,NG-CC,40.624411,PJM_EMAC,Existing NG-CC 147,Existing,-74.211871,Gas,19.85026591,6735.488480062471,1722266.3136199901,28126095.02681887,MO EM190
5,NG-CC,40.624411,PJM_EMAC,Existing NG-CC 148,Existing,-74.211871,Gas,19.8779153,6590.5,1675869.9999999995,27406524.576744042,MO EM190
5,NG-CC,40.624411,PJM_EMAC,Existing NG-CC 149,Existing,-74.211871,Gas,19.43511979,24588.121334781492,6499782.827130074,84289340.72078894,MO EM190
5,NG-CC,40.624411,PJM_EMAC,Existing NG-CC 150,Existing,-74.211871,Gas,19.3843234,6778.8,1736125.9999999995,27686922.91557397,MO EM190
5,NG-CC,40.624411,PJM_EMAC,Existing NG-CC 151,Existing,-74.211871,Gas,19.48591618,6778.8,1736125.9999999995,27832029.423064392,MO EM190
5,NG-CC,40.8396,PJM_EMAC,Existing NG-CC 125,Existing,-74.025002,Gas,95.1056135,1241.0999999999583,273041.9999999907,21363795.473092888,MO EM190
5,NG-CC,40.8396,PJM_EMAC,Existing NG-CC 126,Existing,-74.025002,Gas,94.45324995,1241.1000000000001,273041.9999999999,21217253.52942273,MO EM190
5,NG-CC,40.8396,PJM_EMAC,Existing NG-CC 127,Existing,-74.025002,Gas,94.77943172,3309.5999999999126,728111.9999999804,50629610.05843694,MO EM190
5,NG-CT,39.375774,PJM_EMAC,Existing NG-CT 407,Existing,-74.96519,Gas,9.075311829,512.3333332,112713.33330399996,516638.3764517111,MO EM190
5,NG-CT,39.489029,PJM_EMAC,Existing NG-CT 157,Existing,-75.035192,Gas,6.21194926,550.0,120999.99999999993,338542.0133775539,MO EM190
5,NG-CT,40.73799,PJM_EMAC,Existing NG-CT 136,Existing,-74.097155,Gas,87.1882248,187.59999999994906,41271.99999998877,1424021.8982272823,MO EM190
5,NG-CT,40.73799,PJM_EMAC,Existing NG-CT 137,Existing,-74.097155,Gas,85.9958989,187.6,41271.99999999998,1404547.9589965537,MO EM190
5,NG-CT,40.73799,PJM_EMAC,Existing NG-CT 138,Existing,-74.097155,Gas,84.45006042,187.6,41271.99999999998,1379300.1935822156,MO EM190
5,NG-CT,40.73799,PJM_EMAC,Existing NG-CT 139,Existing,-74.097155,Gas,84.30951116,187.6,41271.99999999998,1377004.6402035477,MO EM190
5,NG-CT,40.73799,PJM_EMAC,Existing NG-CT 140,Existing,-74.097155,Gas,84.41651762,187.6,41271.99999999998,1378752.3480235126,MO EM190
5,NG-CT,40.73799,PJM_EMAC,Existing NG-CT 141,Existing,-74.097155,Gas,84.76556683,187.6,41271.99999999998,1384453.2751812711,MO EM190
7,NG-CC,38.5444,PJM_SMAC,Existing NG-CC 88,Existing,-76.6861,Gas,7.452279932,39941.72530846022,11454000.495242022,70224581.75909023,MO EM190
7,NG-CC,39.178421,PJM_SMAC,Existing NG-CC 69,Existing,-76.527476,Gas,55.72897316,3166.4322510567335,836858.3203381589,32609068.38410412,MO EM190
8,NG-CC,39.86916,PJM_WMAC,Existing NG-CC 1050,Existing,-77.16722,Gas,10.20320074,8109.0,2206259.999999999,18519784.381719455,MO EM190
8,NG-CC,39.87165333,PJM_WMAC,Existing NG-CC 1053,Existing,-77.16694,Gas,9.864313262,48139.0,13114139.999999994,85203879.95860346,MO EM190
8,NG-CC,39.8729,PJM_WMAC,Existing NG-CC 1051,Existing,-77.1668,Gas,9.051536797,8415.0,2301119.999999999,17135800.292522255,MO EM190
8,NG-CC,39.8729,PJM_WMAC,Existing NG-CC 1052,Existing,-77.1668,Gas,10.33820225,7990.334909971201,2170660.4729913594,18462041.62740038,MO EM190
8,NG-CC,40.3509,PJM_WMAC,Existing NG-CC 936,Existing,-76.3658,Gas,14.81925424,21284.163337794645,5721755.001338391,61604197.15380746,MO EM190
8,NG-CC,40.42083,PJM_WMAC,Existing NG-CC 808,Existing,-75.9375,Gas,11.75631665,8464.0,2263199.999999999,21889559.055973582,MO EM190
8,NG-CC,40.42083,PJM_WMAC,Existing NG-CC 809,Existing,-75.9375,Gas,11.77948633,8464.0,2263199.999999999,21932699.61553549,MO EM190
8,NG-CC,40.42083,PJM_WMAC,Existing NG-CC 810,Existing,-75.9375,Gas,11.76790149,18335.8,4939439.999999997,42292180.02574018,MO EM190
8,NG-CC,40.61842,PJM_WMAC,Existing NG-CC 1020,Existing,-75.313775,Gas,9.493148215,6985.0,1910079.999999999,14917794.57531147,MO EM190
8,NG-CC,40.61842,PJM_WMAC,Existing NG-CC 1022,Existing,-75.313775,Gas,9.493148215,31590.0,8611199.999999996,53933784.29340848,MO EM190
8,NG-CC,40.8022,PJM_WMAC,Existing NG-CC 1012,Existing,-75.1072,Gas,9.956977323,10165.234711924264,2773831.1078157634,22722197.798944693,MO EM190
8,NG-CC,40.8022,PJM_WMAC,Existing NG-CC 1013,Existing,-75.1072,Gas,10.01388295,9995.8,2719611.9999999986,22405377.37869746,MO EM190
8,NG-CC,40.8022,PJM_WMAC,Existing NG-CC 1014,Existing,-75.1072,Gas,9.985430136,34687.99999999998,9439471.999999987,61968562.38537882,MO EM190
8,NG-CC,41.201997,PJM_WMAC,Existing NG-CC 346,Existing,-76.070093,Gas,11.42180143,4821.599999999982,1298879.999999995,10794113.214304388,MO EM190
8,NG-CC,41.201997,PJM_WMAC,Existing NG-CC 347,Existing,-76.070093,Gas,10.61978306,5141.0,1398739.9999999995,10870434.432124516,MO EM190
8,NG-CT,41.20334,PJM_WMAC,Existing NG-CT 1089,Existing,-76.06848,Gas,24.75900568,2.7000623958883807e-13,8.387956995647979e-11,1.7085677255780792e-09,MO EM190
9,Coal,38.700049,PJM_West,Existing Coal 423,Existing,-83.817613,Coal,45.84847857,2823.99999992,621279.9999823996,12613403.521823995,MO EM190
9,Coal,38.700049,PJM_West,Existing Coal 424,Existing,-83.817613,Coal,39.49324355,2823.99999992,621279.9999823996,10865010.853550399,MO EM190
9,NG-CC,38.57278,PJM_West,Existing NG-CC 1030,Existing,-82.785,Gas,8.122713767,5124.0,1302959.9999999993,8707130.160663767,MO EM190
9,NG-CC,38.57292,PJM_West,Existing NG-CC 1031,Existing,-82.78486,Gas,9.206402713,26234.068875032135,6681575.152507066,40338773.12275574,MO EM190
9,NG-CC,38.57306,PJM_West,Existing NG-CC 1029,Existing,-82.78472,Gas,10.29009166,4706.0,1194599.9999999993,10113105.956498366,MO EM190
9,NG-CC,38.57417,PJM_West,Existing NG-CC 1033,Existing,-82.78389,Gas,6.699543491,5208.0,1324319.9999999993,7299295.611191728,MO EM190
9,NG-CC,38.574305,PJM_West,Existing NG-CC 1034,Existing,-82.78375,Gas,6.741203522,26698.661214669228,6803145.467227226,30055081.1083344,MO EM190
9,NG-CC,38.57444,PJM_West,Existing NG-CC 1032,Existing,-82.78361,Gas,6.782863554,5180.0,1317199.9999999993,7350343.014138179,MO EM190
9,NG-CC,39.0908,PJM_West,Existing NG-CC 980,Existing,-84.8666,Gas,6.740131596,4648.0,1181919.9999999993,6553891.710506889,MO EM190
9,NG-CC,39.0908,PJM_West,Existing NG-CC 981,Existing,-84.8666,Gas,6.729722522,4788.0,1217519.9999999993,6740871.768438405,MO EM190
9,NG-CC,39.0908,PJM_West,Existing NG-CC 982,Existing,-84.8666,Gas,6.39997462,4648.0,1181919.9999999993,6223133.778925773,MO EM190
9,NG-CC,39.0908,PJM_West,Existing NG-CC 983,Existing,-84.8666,Gas,8.676986998,4648.0,1181919.9999999993,8437228.909909885,MO EM190
9,NG-CC,39.5325,PJM_West,Existing NG-CC 986,Existing,-81.71694,Gas,1.447889442,4872.0,1246559.9999999993,1484880.11708662,MO EM190
9,NG-CC,39.53296,PJM_West,Existing NG-CC 987,Existing,-81.71694,Gas,1.418956326,22369.588380672143,5732189.443747869,5937842.297495975,MO EM190
9,NG-CC,39.53305,PJM_West,Existing NG-CC 985,Existing,-81.71694,Gas,1.390103444,5040.0,1283519.9999999993,1467886.7940357185,MO EM190
9,NG-CC,39.53333,PJM_West,Existing NG-CC 984,Existing,-81.71694,Gas,1.418876091,5040.0,1283519.9999999993,1498269.4168132157,MO EM190
9,NG-CC,39.5798,PJM_West,Existing NG-CC 962,Existing,-81.6571,Gas,7.338844988,5012.0,1274479.9999999993,7694909.968834989,MO EM190
9,NG-CC,39.5798,PJM_West,Existing NG-CC 963,Existing,-81.6571,Gas,7.366743142,5012.0,1274479.9999999993,7724161.681288067,MO EM190
9,NG-CC,39.5798,PJM_West,Existing NG-CC 964,Existing,-81.6571,Gas,7.352794065,16968.0,4314719.999999997,23275408.599010836,MO EM190
9,NG-CC,40.09285,PJM_West,Existing NG-CC 947,Existing,-82.02727,Gas,8.825121559,13297.2,3381287.999999998,19618782.40295971,MO EM190
9,NG-CC,40.09285,PJM_West,Existing NG-CC 948,Existing,-82.02727,Gas,8.88857821,13297.2,3381287.999999998,19759850.40068264,MO EM190
9,NG-CC,40.09285,PJM_West,Existing NG-CC 949,Existing,-82.02727,Gas,8.856849885,23903.8,6045203.999999996,32249580.133128084,MO EM190
9,NG-CT,37.8824,PJM_West,Existing NG-CT 8,Existing,-84.1025,Gas,13.85084452,461.33333319989447,101493.33330397675,710008.5577743957,MO EM190
9,NG-CT,37.8824,PJM_West,Existing NG-CT 9,Existing,-84.1025,Gas,11.67561276,461.33333319999997,101493.33330399996,598503.937062592,MO EM190
