tech,zone,longitude,status,unit,ave_marg_damages_isrm_LePeule,fuel,node,latitude,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
NG-CC,PJM_EMAC,-74.168576,Existing,Existing NG-CC 722,39.31088066,Gas,5,40.062369,3666.2000000000003,813736.9999999999,26317197.542691708,MO OPOI X5
NG-CC,PJM_EMAC,-74.025002,Existing,Existing NG-CC 125,95.1056135,Gas,5,40.8396,1418.3999999999455,304955.99999998824,23860862.4764413,MO OPOI X5
NG-CC,PJM_EMAC,-74.025002,Existing,Existing NG-CC 126,94.45324995,Gas,5,40.8396,1595.6999999999928,343075.4999999984,26659341.28534598,MO OPOI X5
NG-CC,PJM_EMAC,-74.025002,Existing,Existing NG-CC 127,94.77943172,Gas,5,40.8396,4426.107632820122,951613.1410563261,65623065.81280254,MO OPOI X5
NG-CC,PJM_SMAC,-76.6861,Existing,Existing NG-CC 88,7.452279932,Gas,7,38.5444,83447.88149716538,9889632.331391972,60633426.243666574,MO OPOI X5
NG-CC,PJM_SMAC,-76.527476,Existing,Existing NG-CC 69,55.72897316,Gas,7,39.178421,12938.458900424162,2163226.436628246,89888833.88867174,MO OPOI X5
NG-CC,PJM_WMAC,-77.16722,Existing,Existing NG-CC 1050,10.20320074,Gas,8,39.86916,16320.082656940114,2283270.4132846994,19166225.077367187,MO OPOI X5
NG-CC,PJM_WMAC,-77.16694,Existing,Existing NG-CC 1053,9.864313262,Gas,8,39.87165333,107299.72291935782,14532688.614596782,93108914.5951493,MO OPOI X5
NG-CC,PJM_WMAC,-77.1668,Existing,Existing NG-CC 1051,9.051536797,Gas,8,39.8729,17901.0,2335544.999999999,17392153.687855866,MO OPOI X5
NG-CC,PJM_WMAC,-77.1668,Existing,Existing NG-CC 1052,10.33820225,Gas,8,39.8729,16136.500829827299,2258717.7447990524,19210992.021963265,MO OPOI X5
NG-CC,PJM_WMAC,-76.3658,Existing,Existing NG-CC 936,14.81925424,Gas,8,40.3509,41869.52631079559,6081255.508998419,65706977.42278072,MO OPOI X5
NG-CC,PJM_WMAC,-76.070093,Existing,Existing NG-CC 346,11.42180143,Gas,8,41.201997,9790.799999999925,1386209.9999999872,11523657.963530969,MO OPOI X5
NG-CC,PJM_WMAC,-76.070093,Existing,Existing NG-CC 347,10.61978306,Gas,8,41.201997,10669.999999999996,1453059.9999999988,11288610.827720564,MO OPOI X5
NG-CC,PJM_WMAC,-75.9375,Existing,Existing NG-CC 808,11.75631665,Gas,8,40.42083,16633.018298833227,2421805.0914941654,23423579.697914038,MO OPOI X5
NG-CC,PJM_WMAC,-75.9375,Existing,Existing NG-CC 809,11.77948633,Gas,8,40.42083,16376.0,2420519.999999999,23457289.710761737,MO OPOI X5
NG-CC,PJM_WMAC,-75.9375,Existing,Existing NG-CC 810,11.76790149,Gas,8,40.42083,36868.24014520039,5248772.389156912,44974753.14691131,MO OPOI X5
NG-CC,PJM_WMAC,-75.313775,Existing,Existing NG-CC 1020,9.493148215,Gas,8,40.61842,14779.04711095665,1938255.2355547822,15137844.194236998,MO OPOI X5
NG-CC,PJM_WMAC,-75.313775,Existing,Existing NG-CC 1022,9.493148215,Gas,8,40.61842,70974.92222057094,9482824.611102851,58477296.71990306,MO OPOI X5
NG-CC,PJM_WMAC,-75.1072,Existing,Existing NG-CC 1012,9.956977323,Gas,8,40.8022,20745.999999999996,2872377.9999999986,23529457.46604271,MO OPOI X5
NG-CC,PJM_WMAC,-75.1072,Existing,Existing NG-CC 1013,10.01388295,Gas,8,40.8022,20549.62256681963,2838012.0851274314,23380810.120187804,MO OPOI X5
NG-CC,PJM_WMAC,-75.1072,Existing,Existing NG-CC 1014,9.985430136,Gas,8,40.8022,77612.58466383055,10535944.475830015,68329554.00403173,MO OPOI X5
NG-CC,PJM_West,-84.8666,Existing,Existing NG-CC 980,6.740131596,Gas,9,39.0908,11786.0,1669129.9999999993,9255531.060273424,MO OPOI X5
NG-CC,PJM_West,-84.8666,Existing,Existing NG-CC 981,6.729722522,Gas,9,39.0908,12141.0,1719404.9999999993,9519587.869613508,MO OPOI X5
NG-CC,PJM_West,-84.8666,Existing,Existing NG-CC 982,6.39997462,Gas,9,39.0908,11786.0,1669129.9999999993,8788428.39144644,MO OPOI X5
NG-CC,PJM_West,-84.8666,Existing,Existing NG-CC 983,8.676986998,Gas,9,39.0908,11454.0,1619329.9999999993,11559714.609012773,MO OPOI X5
NG-CC,PJM_West,-82.785,Existing,Existing NG-CC 1030,8.122713767,Gas,9,38.57278,12627.0,1785164.999999999,11929502.067033013,MO OPOI X5
NG-CC,PJM_West,-82.78486,Existing,Existing NG-CC 1031,9.206402713,Gas,9,38.57292,67112.67783944542,9507236.726908345,57211520.049384795,MO OPOI X5
NG-CC,PJM_West,-82.78472,Existing,Existing NG-CC 1029,10.29009166,Gas,9,38.57306,12308.0,1712259.9999999993,14495451.870980991,MO OPOI X5
NG-CC,PJM_West,-82.78389,Existing,Existing NG-CC 1033,6.699543491,Gas,9,38.57417,13206.0,1870229.999999999,10308204.686872587,MO OPOI X5
NG-CC,PJM_West,-82.78375,Existing,Existing NG-CC 1034,6.741203522,Gas,9,38.574305,76366.03449305252,11976066.582098149,50446073.03988474,MO OPOI X5
NG-CC,PJM_West,-82.78361,Existing,Existing NG-CC 1032,6.782863554,Gas,9,38.57444,12950.0,1859249.999999999,10375133.046641672,MO OPOI X5
NG-CC,PJM_West,-82.02727,Existing,Existing NG-CC 947,8.825121559,Gas,9,40.09285,34984.3,4865350.499999997,27934144.78408267,MO OPOI X5
NG-CC,PJM_West,-82.02727,Existing,Existing NG-CC 948,8.88857821,Gas,9,40.09285,34641.98411420834,4863638.920571039,28126178.98293724,MO OPOI X5
NG-CC,PJM_West,-82.02727,Existing,Existing NG-CC 949,8.856849885,Gas,9,40.09285,60353.79818614097,8303956.990930701,44602262.02854749,MO OPOI X5
NG-CC,PJM_West,-81.71694,Existing,Existing NG-CC 984,1.418876091,Gas,9,39.53333,13440.0,2474639.999999999,2888679.1243008734,MO OPOI X5
NG-CC,PJM_West,-81.71694,Existing,Existing NG-CC 985,1.390103444,Gas,9,39.53305,13669.663740106336,2521288.7475772523,2883450.55512926,MO OPOI X5
NG-CC,PJM_West,-81.71694,Existing,Existing NG-CC 986,1.447889442,Gas,9,39.5325,13440.0,2474639.999999999,2947747.186615353,MO OPOI X5
NG-CC,PJM_West,-81.71694,Existing,Existing NG-CC 987,1.418956326,Gas,9,39.53296,57227.70520938349,9114822.426111603,9684571.27124709,MO OPOI X5
NG-CC,PJM_West,-81.6571,Existing,Existing NG-CC 962,7.338844988,Gas,9,39.5798,12530.0,1798949.9999999993,10861495.110504443,MO OPOI X5
NG-CC,PJM_West,-81.6571,Existing,Existing NG-CC 963,7.366743142,Gas,9,39.5798,12530.0,1798949.9999999993,10902784.395638354,MO OPOI X5
NG-CC,PJM_West,-81.6571,Existing,Existing NG-CC 964,7.352794065,Gas,9,39.5798,43329.0,6031214.999999997,32573587.726967733,MO OPOI X5
NG-CT,PJM_AP,-81.3636,Existing,Existing NG-CT 945,6.273263383,Gas,1,39.3331,171.7,36915.5,190521.97750125633,MO OPOI X5
NG-CT,PJM_AP,-81.3636,Existing,Existing NG-CT 946,0.466590209,Gas,1,39.3331,171.7,36915.5,14170.565441633473,MO OPOI X5
NG-CT,PJM_AP,-77.68334,Existing,Existing NG-CT 1010,7.530104892,Gas,1,39.86666,44.0,9460.0,58605.0398986595,MO OPOI X5
NG-CT,PJM_AP,-77.68334,Existing,Existing NG-CT 1011,7.842758213,Gas,1,39.86666,44.0,9460.0,61038.34735113866,MO OPOI X5
NG-CT,PJM_ATSI,-83.46102,Existing,Existing NG-CT 941,6.614370536,Gas,2,41.47684,178.5,38377.5,208837.26862394987,MO OPOI X5
NG-CT,PJM_ATSI,-83.46102,Existing,Existing NG-CT 942,7.389630692,Gas,2,41.47684,173.1,37216.5,226256.50065461858,MO OPOI X5
NG-CT,PJM_ATSI,-83.46102,Existing,Existing NG-CT 943,7.076490561,Gas,2,41.47684,173.4,37281.0,217044.2518124781,MO OPOI X5
NG-CT,PJM_ATSI,-83.46102,Existing,Existing NG-CT 944,7.850650805,Gas,2,41.47684,176.1,37861.5,244537.95729434336,MO OPOI X5
NG-CT,PJM_COMD,-89.405,Existing,Existing NG-CT 851,14.5452821,Gas,3,41.82875,75.85511586256473,379.27557931281535,2786.293373118457,MO OPOI X5
NG-CT,PJM_COMD,-87.94502,Existing,Existing NG-CT 832,10.53271152,Gas,3,41.39327,8.714294419853104,1873.5733002684174,16235.051924497777,MO OPOI X5
NG-CT,PJM_Dom,-78.2144,Existing,Existing NG-CT 560,10.21531045,Gas,4,38.1169,158.0,33970.0,285489.3555557612,MO OPOI X5
NG-CT,PJM_Dom,-77.77069,Existing,Existing NG-CT 561,7.894826684,Gas,4,38.54573,153.0,32895.0,213656.09906998006,MO OPOI X5
NG-CT,PJM_Dom,-77.77069,Existing,Existing NG-CT 562,7.76911235,Gas,4,38.54573,151.0,32465.0,207505.5002331333,MO OPOI X5
NG-CT,PJM_Dom,-77.77069,Existing,Existing NG-CT 563,8.187206639,Gas,4,38.54573,152.0,32680.0,220120.55714441612,MO OPOI X5
NG-CT,PJM_Dom,-77.77069,Existing,Existing NG-CT 564,7.659567836,Gas,4,38.54573,152.0,32680.0,205934.50414630113,MO OPOI X5
NG-CT,PJM_Dom,-77.51309,Existing,Existing NG-CT 565,5.275309188,Gas,4,38.07194,151.0,32465.0,140898.42219109935,MO OPOI X5
NG-CT,PJM_Dom,-77.51309,Existing,Existing NG-CT 566,5.064132646,Gas,4,38.07194,151.0,32465.0,135258.10036138436,MO OPOI X5
NG-CT,PJM_Dom,-77.51309,Existing,Existing NG-CT 567,5.234635107,Gas,4,38.07194,255.3333332,54896.666637999995,202692.74540768797,MO OPOI X5
NG-CT,PJM_Dom,-77.51309,Existing,Existing NG-CT 568,5.437898621,Gas,4,38.07194,253.3333332,54466.666637999995,209011.04624723,MO OPOI X5
NG-CT,PJM_Dom,-77.51309,Existing,Existing NG-CT 569,5.057132318,Gas,4,38.07194,253.3333332,54466.666637999995,194375.91438611323,MO OPOI X5
NG-CT,PJM_EMAC,-75.546944,Existing,Existing NG-CT 609,7.915474544,Gas,5,39.150556,44.0,9460.0,61604.28149689892,MO OPOI X5
NG-CT,PJM_EMAC,-75.5405,Existing,Existing NG-CT 952,7.42920719,Gas,5,37.9892,46.3,9954.5,60842.174174632986,MO OPOI X5
NG-CT,PJM_EMAC,-75.5405,Existing,Existing NG-CT 953,8.098248727,Gas,5,37.9892,46.8,10062.0,67037.56454652041,MO OPOI X5
NG-CT,PJM_EMAC,-75.5405,Existing,Existing NG-CT 955,8.677263375,Gas,5,37.9892,44.6,9589.0,68454.01124253783,MO OPOI X5
NG-CT,PJM_EMAC,-75.5405,Existing,Existing NG-CT 956,8.149516808,Gas,5,37.9892,46.1,9911.5,66452.91691629885,MO OPOI X5
NG-CT,PJM_EMAC,-75.5405,Existing,Existing NG-CT 957,8.729224771,Gas,5,37.9892,45.0,9675.0,69481.54290397518,MO OPOI X5
NG-CT,PJM_EMAC,-75.035192,Existing,Existing NG-CT 157,6.21194926,Gas,5,39.489029,440.0,94600.0,263916.74566487374,MO OPOI X5
NG-CT,PJM_EMAC,-74.96519,Existing,Existing NG-CT 407,9.075311829,Gas,5,39.375774,96.5,20747.5,154906.6754466935,MO OPOI X5
NG-CT,PJM_EMAC,-74.097155,Existing,Existing NG-CT 136,87.1882248,Gas,5,40.73799,187.6,40334.0,1391657.764177041,MO OPOI X5
NG-CT,PJM_EMAC,-74.097155,Existing,Existing NG-CT 137,85.9958989,Gas,5,40.73799,187.6,40334.0,1372626.4144739055,MO OPOI X5
NG-CT,PJM_EMAC,-74.097155,Existing,Existing NG-CT 138,84.45006042,Gas,5,40.73799,187.6,40334.0,1347952.4619098932,MO OPOI X5
NG-CT,PJM_EMAC,-74.097155,Existing,Existing NG-CT 139,84.30951116,Gas,5,40.73799,187.6,40334.0,1345709.0801989224,MO OPOI X5
NG-CT,PJM_EMAC,-74.097155,Existing,Existing NG-CT 140,84.41651762,Gas,5,40.73799,187.6,40334.0,1347417.0673866153,MO OPOI X5
NG-CT,PJM_EMAC,-74.097155,Existing,Existing NG-CT 141,84.76556683,Gas,5,40.73799,187.6,40334.0,1352988.428018061,MO OPOI X5
NG-CT,PJM_PENE,-79.8061,Existing,Existing NG-CT 849,4.256989655,Gas,6,41.2908,53.5,11502.5,40284.46871962814,MO OPOI X5
NG-CT,PJM_WMAC,-76.06848,Existing,Existing NG-CT 1089,24.75900568,Gas,8,41.20334,6.039613253960852e-13,8.910205906431652e-11,1.814946148136308e-09,MO OPOI X5
NG-CT,PJM_West,-82.604615,Existing,Existing NG-CT 813,2.106171706,Gas,9,38.191734,165.0,35475.0,61469.40114075924,MO OPOI X5
NG-CT,PJM_West,-82.604615,Existing,Existing NG-CT 814,2.454704049,Gas,9,38.191734,165.0,35475.0,71641.44663038549,MO OPOI X5
NG-CT,PJM_West,-82.604615,Existing,Existing NG-CT 815,2.048647681,Gas,9,38.191734,165.0,35475.0,59790.54117037653,MO OPOI X5
NG-CT,PJM_West,-82.604615,Existing,Existing NG-CT 816,2.073030169,Gas,9,38.191734,165.0,35475.0,60502.15311132706,MO OPOI X5
NG-CT,PJM_West,-82.604615,Existing,Existing NG-CT 817,2.357446841,Gas,9,38.191734,165.0,35475.0,68802.95900121861,MO OPOI X5
NG-CT,PJM_West,-82.5939,Existing,Existing NG-CT 915,9.831173851,Gas,9,38.3441,50.0,10750.0,86947.40886626457,MO OPOI X5
